Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3,GII,GV
PF3D7_0318500,22522.7224,32202.9384,14665.5943,560.4993,142.3362,257.4759,41590.4081,44586.8095,27447.9485,1069.337,3924.4486,6364.6069,7553.1251,44846.4457,16672.0961,179.8249,260.4329,367.0826,41762.7192,11925.9952,34348.4361,4131.4011,833.9284,1503.2122,5532.8103,28663.1451
PF3D7_0318600,13823.262,11915.9533,23278.478,26648.5225,21370.0659,19646.1352,30722.8938,19330.4313,22268.1244,12282.5304,13967.0486,11451.9247,19418.6763,18762.7917,28940.956,13357.1765,14823.5247,15203.5952,12793.884,11680.2089,20477.8524,38462.7513,19570.1407,29178.8892,3707.8845,9199.5625
PF3D7_0318700,6146.5537,17822.4218,3176.1491,4753.0749,1800.4286,1422.0925,219565.1491,97149.0763,35259.5703,0,521.4203,507.1432,157376.3982,63573.3399,133236.8623,1263.6824,211.0429,94.8817,55086.9118,4067.1647,24108.5621,34384.9863,5674.6145,12063.1161,5629.7811,3436.1143
PF3D7_0318800,2502.9265,4004.9388,6654.2108,225.4065,389.5961,503.5544,8238.2568,6011.1175,10306.3074,465.6496,692.3693,384.8065,5024.2098,6158.653,9556.2035,44.7462,224.1871,100.7911,5131.082,3218.3137,4202.4282,2254.2538,470.9407,598.4762,14552.3438,2838.9841
PF3D7_0318900,58563.6598,62205.6295,52598.6943,53298.9257,63040.7247,57823.1026,25065.1425,32711.7627,48106.2419,51792.0477,69445.9858,65634.9671,4758.2859,26715.3771,21225.9266,49741.5177,53737.8707,57656.3926,50063.8833,62960.4939,43090.9252,21677.224,33814.5569,36825.0637,7329.2309,21270.4196
PF3D7_0319000,71138.456,55759.066,70121.1131,1834.1834,7089.0163,6256.3041,24732.939,41819.465,55222.8693,37763.8016,49281.4352,64716.1432,2972.4866,28400.2533,14093.2655,6121.4496,14569.6008,21549.8469,54792.6173,35404.6714,64072.1273,3766.327,1581.7264,2903.1196,7239.7198,13787.7786
PF3D7_0319100,70330.704,60362.5638,54783.0954,14927.6991,24209.9009,25964.7472,31171.6548,45027.7162,59093.8214,66293.821,60006.492,52484.0738,3933.3707,43978.7984,23374.2998,43211.5477,46128.1655,37184.4747,52129.5154,59566.6463,30004.9046,12163.4843,9928.1294,10870.0607,207791.9866,220335.2326
PF3D7_0319200,22967.0557,15630.706,27902.1698,31002.6183,34073.3071,31978.9579,5854.4303,6898.688,16102.0893,34175.4933,31167.4599,29558.3028,1965.5041,7613.4584,7648.9826,30827.9887,33930.9717,40407.2935,10647.5709,19158.6403,15628.4437,29491.5658,31799.5573,35558.1668,10688.9472,40016.125
PF3D7_0319300,22740.741,23351.0633,22768.3743,27895.7733,35358.7235,33464.6935,6933.5581,8563.1034,15161.3491,37724.2249,33810.8546,22504.2991,2909.7488,8860.0078,6611.4036,44935.8897,34929.3929,30663.2038,13882.7919,34637.3819,9710.9324,20144.0561,19056.5685,22771.9373,50048.0225,53756.0427
PF3D7_0319400,55898.7973,40982.8057,78137.0028,778.6418,452.6838,1056.1085,11291.4569,18780.1436,50784.7908,50783.742,46973.2424,59032.9387,1650.4811,16102.5071,8981.3288,1499.3378,12603.8405,24563.5228,26505.9475,46540.3987,55727.5166,1385.8344,357.8987,1957.9206,14598.8009,32362.9526
PF3D7_0319500,97331.7469,66064.6618,143386.6424,93366.6081,83349.953,77233.1963,24735.2347,25055.8773,76735.4742,118763.7184,102750.1759,93556.3854,7548.7458,32683.7053,27617.5128,70124.3797,79390.3856,83210.2893,36965.6286,103253.9607,61085.6628,55643.0239,74578.5383,75136.1292,48328.36,29584.8088
PF3D7_0319600,131782.2365,48187.513,161914.9722,282038.1636,228165.9473,266069.0241,41080.2373,28630.628,93954.6038,255196.4355,174278.9249,171496.3389,23981.0805,30319.7314,30728.4061,281918.192,264347.595,229566.6704,61231.5315,59863.1792,53472.755,178207.1423,306191.2277,237892.4465,36651.0085,20203.6329
PF3D7_0319700,4940.8999,7622.9749,6825.4041,35205.5161,67204.8975,48358.4007,27542.4094,17814.9039,14274.8592,10462.2446,9698.9721,5758.5799,11173.155,15861.3241,18035.401,32912.2318,25039.8413,30550.9363,10663.1393,6749.6131,13010.547,47310.069,36152.9934,40714.284,6082.2625,28946.98
PF3D7_0319800,2362.3984,4152.2281,2887.7665,441.9729,3075.4937,2770.6538,4094.1853,4991.7492,4774.0842,745.3364,2973.7576,1455.1486,1310.7576,4238.418,2049.8048,1378.7337,1255.9485,1835.1304,7899.5314,617.457,3392.9592,4280.9678,989.3698,5078.5106,24569.3654,90173.6882
PF3D7_0319900,8950.1098,4871.858,12472.1045,5304.0707,2670.186,3410.1391,2934.4451,8020.9594,8337.1375,3343.4087,3796.2488,6021.9697,956.5157,6913.663,3687.8164,3782.3686,1728.5822,2648.0479,6845.4925,2517.9733,4856.8584,1833.0558,6509.1938,4302.8612,34156.7826,115124.2784
PF3D7_0320000,162767.9002,114766.2716,173111.2172,5291.1214,12990.4217,21582.5606,34439.7131,40894.9175,79838.2649,146976.3411,141599.5471,138879.7008,4263.6434,33804.8294,20651.017,47003.5667,84117.7369,83769.0486,73324.5837,101870.2431,54328.094,5773.6345,3385.5059,9090.1677,483441.8177,466787.4166
PF3D7_0320100,57576.9161,40412.5787,43884.5376,24167.0508,17588.8926,22268.6021,19264.4957,31097.5352,38643.5638,29480.1401,47287.2645,44990.5787,3685.4335,20996.7663,13201.4258,20050.8419,25944.103,21090.6407,38774.2795,45455.1022,19349.4187,12220.247,18973.2572,18235.5176,57366.4167,54770.9014
PF3D7_0320200,10914.8645,11171.3053,26396.4728,1141.8245,2906.497,1894.8927,5923.2383,5227.709,17957.8828,13141.9162,14403.2391,9122.6528,1147.7791,6347.0607,3052.7649,3354.6803,7154.5795,11181.4831,7023.8272,14337.5003,13123.3758,1432.2387,1001.9555,2139.9918,6058.9063,109194.5813
PF3D7_0320300,76754.0758,76186.6175,118390.7971,214667.1726,297391.409,343873.1453,32765.9996,41677.5087,79745.0067,219689.058,167153.623,129144.0677,17461.7051,47902.512,37646.3666,420304.9838,370192.7498,324801.9331,47248.7476,109374.1979,54314.5481,137845.6859,195875.8897,181329.3458,24292.4798,15850.2171
PF3D7_0320400,495.4692,947.2433,3525.4519,302.9949,476.0919,740.8309,1478.8367,3713.7251,8407.6292,317.2934,1020.7605,525.6057,1313.5597,4132.371,4377.0587,552.9788,546.8148,600.9415,2165.4838,1491.1015,5702.5633,588.1475,275.6812,541.9178,691.5239,1802.5856
PF3D7_0320500,94244.3496,108923.5468,110871.4289,56659.5233,189268.746,171980.0838,186519.6773,139148.1624,149094.952,63331.5726,84734.786,75507.7088,17953.2071,114812.8305,82910.4648,98382.0535,95183.7539,90336.7592,168945.0876,111995.8662,75187.0763,16597.1069,17978.7278,27211.3144,27873.1823,119786.8736
PF3D7_0320600,15079.9867,14950.9154,27036.7606,1021.8275,3867.9981,4298.6768,9217.9038,7837.3859,18799.218,11788.2151,15978.8034,15699.8678,507.4883,8642.5769,6608.1076,6961.3246,9989.7632,11370.9024,14406.6927,10674.1129,9372.5468,1220.3121,630.7656,797.9562,44363.1378,134757.5343
PF3D7_0320700,154252.2671,115475.7238,174987.8925,1544.4354,8864.3829,12698.8119,85268.5849,81654.8403,127654.7213,116479.5812,129404.7123,126081.1628,8484.3184,61336.2505,46699.0515,45137.0503,73550.517,66709.9048,110033.4684,120870.289,68738.8694,8726.354,2151.1874,6365.3509,86126.4866,254536.7588
PF3D7_0320800,48034.0908,65975.2495,29357.2372,1128.6259,12308.2066,13485.6936,23893.2494,41792.3161,38724.8048,54997.3675,65895.5869,48008.2499,3347.1617,36647.1799,20475.738,50597.3887,54555.823,39171.8647,43239.7222,56841.5988,32004.8251,3142.9258,1347.4471,2958.8389,99814.4982,106551.9726
PF3D7_0320900,438104.1641,350616.7554,170613.0486,147808.9937,104617.5397,119512.127,474935.3576,469004.6845,291403.4509,180506.4946,236674.718,299610.6914,166917.8568,315937.4072,200139.4953,105593.6297,103143.6795,88351.6851,598963.8244,218406.2673,225309.9717,145154.2712,127551.21,130110.777,1312604.8352,98744.505
PF3D7_0321000,71165.9864,49123.9861,93338.0058,69645.3861,57762.8816,50258.7069,22895.6654,28395.5902,54987.1137,69278.5131,53637.2112,45559.6011,5441.3831,44950.2253,22723.6015,61090.5142,53785.2694,51931.877,40758.9729,58888.5827,70417.636,26420.1366,56909.2454,45243.2022,18491.5445,58397.7406
PF3D7_0321100,24744.3606,40095.1724,14221.4559,2611.2829,1811.4639,1728.7914,17604.0141,32009.4812,28121.7176,4365.5645,9969.2892,17191.3511,1062.3442,28888.039,9310.4173,2454.0089,1605.9545,1475.0802,35250.7882,26419.5085,40793.5562,1648.0806,2553.7507,2462.2006,5404.9587,11902.2624
PF3D7_0321200,16226.1241,21901.77,15792.7401,453.5247,3970.297,5143.3716,6397.2729,17354.3784,20229.4239,10086.0258,16550.9733,13576.8906,707.9034,18159.803,8258.8602,11896.9237,13612.6854,11877.9824,14607.6869,11341.3557,13287.0759,549.1073,304.5686,683.0274,25068.282,29726.3458
PF3D7_0321300,7240.3768,22057.2928,12389.8909,130.4096,245.8931,499.4278,5791.2711,15080.5064,15289.682,2963.4321,8572.2467,5276.3526,826.4349,13668.8138,5852.526,776.6419,3761.4192,2973.9636,13324.7189,24613.6429,18077.6314,663.1551,136.2321,366.6178,4267.3168,33847.2829
PF3D7_0321400,71765.4907,113461.3457,19663.6158,1092.204,343.2332,906.2729,149758.204,107897.9705,72246.4697,709.1223,17221.6421,30690.8911,9117.3417,64519.732,34165.1704,216.8172,108.6295,0,177416.3492,41613.26,44654.4312,8219.9853,2418.8524,3923.4043,9659.338,69862.1264
PF3D7_0321500,88321.5445,69323.8118,116206.566,3818.1049,35704.633,32499.4523,28445.046,49327.1037,92110.9026,83961.8712,88930.7738,101422.2788,5101.4625,43089.7669,23124.3073,47685.5909,74836.8861,92631.9264,55939.7091,59762.9402,62761.4551,3494.829,1595.4294,4940.9367,3087.2614,22670.4551
PF3D7_0321600,98689.8422,121856.1197,103162.047,28777.1253,57898.9049,56133.983,48643.9386,61871.1339,108634.3046,73468.6278,86426.9863,93859.8428,4500.4891,62930.2383,31304.5964,72540.6832,74529.2538,78805.7653,94691.4447,158401.3567,71055.0182,7052.6508,16862.6031,19234.0892,14891.0684,32736.8597
PF3D7_0321700,35114.1245,48703.56,28933.4566,3175.3035,6147.21,5736.0449,12902.5585,20572.2915,32019.3711,21606.0458,26291.2739,32923.5206,1688.8855,21068.3466,9439.0713,7647.3399,10397.9804,14064.5098,30378.4665,40098.5268,41590.8688,2650.539,1927.6574,3022.3404,5775.3657,11049.2216
PF3D7_0321800,18633.5165,20992.967,24575.8478,24219.0998,30454.6906,23240.0078,19556.9361,27943.6018,29500.5043,18329.4062,17312.0266,19590.5769,7799.1108,22537.5013,12319.6144,14417.7335,15072.9658,21715.1201,22878.9126,15097.675,29679.5225,30394.6724,20683.9224,31246.5192,8836.1302,18927.6945
PF3D7_0321900,44259.2889,35289.4668,43904.337,38587.4479,27209.5755,26070.8646,17383.7231,25497.2375,34643.325,33562.4715,39278.8341,40568.1091,5533.8919,20463.8532,14647.2032,23048.6414,23740.0794,24184.6608,28516.9935,34645.1564,27946.498,59927.3782,56100.0842,46852.3129,21051.2015,14811.4839
PF3D7_0322000,380628.4444,302561.3054,366953.5803,1064610.6254,1119425.8371,1217293.6783,136213.3773,119510.6992,258073.7065,1204393.6248,851227.8888,696349.5587,109357.5634,152663.6834,135060.6803,1858847.609,1566714.7353,1217529.9143,219084.9482,420462.6128,172468.6512,969562.395,1610231.6351,1000827.1381,1822836.4851,184701.9714
PF3D7_0322100,43729.8283,44342.0051,57185.5829,80369.442,71371.9059,66970.9887,14028.907,18974.9875,36770.4513,72957.0182,78326.4238,58036.9067,5431.397,22120.4433,16883.6357,60466.5204,64165.07,67056.3288,26783.4992,60162.256,36002.6246,66758.1765,73746.1872,77898.0935,4868.3491,13431.2256
PF3D7_0322200,7264.9968,7491.4722,4507.8634,260.6757,111.7081,94.5366,1909.1835,5173.2081,5312.2922,839.2356,1674.1991,2467.8211,233.0352,6223.6342,1629.2073,305.7816,324.0819,344.3874,4467.9555,4913.0685,4859.9794,421.7757,173.2909,388.6232,9431.1368,29101.074
PF3D7_0322300,57165.4664,32727.3199,68422.0029,7265.2507,10277.3331,8726.5592,15407.1575,18668.4451,47482.5267,41007.4035,51299.007,59286.9876,1236.2762,14844.8058,9913.0468,9595.2994,19150.7349,31710.1049,36546.1527,30283.2972,36159.6369,2792.7492,5972.1645,5937.0373,13868.8428,26965.8998
PF3D7_0322400,29471.1165,52917.7197,57733.2356,77501.5326,66277.6533,60139.753,14836.5302,14436.5236,43851.4748,54951.8265,60405.3549,31853.552,6460.0745,21160.3483,16154.4371,67576.5643,61986.5661,65378.7416,24639.6975,95114.5725,32504.8293,40890.2814,80132.9107,64539.2557,9280.7247,47434.0374
PF3D7_0322500,38740.6691,26231.293,42310.0978,8838.4851,15623.7705,10438.5142,22051.9736,18251.4003,35897.7491,24625.2621,25898.4393,30028.6318,698.8727,17051.5896,12270.5059,13043.7581,16193.3413,20475.7931,39154.0904,20130.1287,22255.8704,3055.4857,3037.2043,5766.8606,15941.8807,60812.8922
PF3D7_0322600,379.2676,870.1053,914.5799,460.8752,559.5837,417.8521,699.7863,642.7089,2068.5076,340.0306,1136.8066,393.3954,274.6711,345.3981,780.1196,395.0702,1041.7772,562.0408,782.6548,901.41,1102.7747,248.5667,284.4944,98.1552,2501.1401,8198.1969
PF3D7_0322700,10029.775,8312.5268,9895.1661,16245.6968,15231.2207,12017.4691,2975.0837,4353.5164,8738.9945,15574.6948,14691.4537,15931.888,1293.0165,5164.8277,4071.2339,10467.8308,13273.7243,16108.3215,7242.7038,4739.7809,12682.4721,17043.0884,17416.4359,18509.8379,8849.8413,14756.1762
PF3D7_0322800,1585.5357,1799.8012,3755.1446,1888.383,2064.1332,1375.6358,1209.9834,1453.2282,2775.3601,484.604,1260.9666,1611.8922,179.4169,1643.7753,1567.9355,2852.2681,918.6688,2110.9892,2282.724,963.5018,1890.8908,1461.2882,857.6933,1538.7745,15611.4887,19204.5459
PF3D7_0322900,243223.906,172631.66,211648.9163,976842.7333,1071765.9492,1134251.5339,94924.9907,70370.9899,136266.146,757554.066,439249.6109,470828.3977,91405.7161,111949.0681,102071.5025,1161815.8706,826895.4582,804685.1033,157857.6048,209554.1197,129149.7279,533765.3913,798795.0003,788205.2517,111171.9583,25642.2572
PF3D7_0323000,15783.5849,9408.8808,20665.7669,11098.6563,13382.6701,19211.6662,3792.7871,6149.5966,11933.3084,13671.2591,11166.0893,22366,421.7972,5853.4386,4699.7925,12165.6785,7439.0668,12191.2135,8720.6146,9343.6551,7779.3769,1717.6955,8670.4326,12133.8864,227037.6139,105925.5783
PF3D7_0323100,17964.7795,15110.594,22189.5717,15098.7601,33126.6592,26089.4818,5464.5309,11978.8748,22830.4947,19072.6271,18211.5889,26471.7617,1859.0688,7998.3841,6170.9461,23331.3158,26130.5715,34012.9988,14012.8882,8753.0769,19459.6068,2678.0826,10276.2713,10640.7381,10368.9513,29874.5617
PF3D7_0323200,20222.9204,15464.9586,31405.9501,864.7854,6072.2539,5045.4066,7381.2361,7717.0988,19760.7629,26239.104,26784.5181,28603.9492,767.72,7001.8427,5522.1489,11802.4214,17336.5348,20482.5496,18314.4627,15381.207,11025.194,1191.0118,677.5469,2743.489,15057.1423,41330.9856
PF3D7_0323300,23922.4247,13560.0703,30650.9643,973.6314,2567.9697,2441.4124,7584.2988,11160.5541,23694.0236,7799.1065,12817.0812,15256.1725,2735.5217,11712.0754,7238.1735,1035.4231,5879.3547,4742.3359,20604.5015,6188.9501,15253.9194,2062.951,435.9007,1683.5644,11993.4677,78519.7158
PF3D7_0323400,36770.0104,74527.2244,31984.9294,11762.5994,2554.62,3813.1209,666400.6902,474849.2597,158621.9382,3735.4012,8177.9738,9965.8477,195666.8164,341717.1895,373849.7862,1537.9172,4368.1206,3586.1447,214597.8769,28874.9593,142545.7062,85135.3333,17553.9566,29720.9378,1833.5036,10552.6482
PF3D7_0323500,55640.5079,65100.9619,65170.0334,39502.2472,38503.6099,34263.204,137205.1047,117111.4117,64884.0982,49340.057,54375.074,48514.0079,73203.8044,103611.5313,86080.2263,40754.2159,37902.8538,37974.777,64512.5418,85075.3623,52040.114,48204.6085,35486.9811,37919.675,7429.2033,25068.1413
PF3D7_0323600,26312.3805,24798.8854,34373.3494,20422.6543,31849.2961,28484.3835,9145.0451,10730.5779,24758.4663,29593.2302,33450.3652,27259.4184,1572.3721,11935.6376,9677.2129,31758.6984,31747.2863,34056.9198,17238.6221,34045.1978,14136.8731,8226.2128,16824.4878,16809.0499,5821.9494,12533.3221
PF3D7_0323700,93332.6481,133825.7693,95174.2948,71024.2861,57925.4713,57681.4201,57419.2129,81701.1488,90016.614,62602.02,72831.3309,75105.8958,26104.1405,101074.599,61668.8626,57041.657,52845.4937,53294.1336,73439.5126,152434.9274,148395.0227,77347.8481,52374.8442,60281.0528,7776.8647,15821.927
PF3D7_0323800,19812.7354,13628.5902,22188.451,33218.0331,26448.6183,24791.6411,5356.4376,9034.6738,14840.9115,24793.7872,19644.2297,24667.0211,3515.5552,8613.5429,7837.1219,14800.0499,21500.8424,29324.0762,11117.4044,10080.5491,14245.2622,28797.0938,34483.2795,39201.2972,31024.4133,184799.9154
PF3D7_0324000,257.5561,0,0,0,83.825,85.1275,0,251.8015,0,157.4391,0,0,0,0,101.8788,0,0,0,0,0,0,0,222.9193,166.6401,0,0
PF3D7_0324100,811.3207,0,2585.3077,1008.3006,15051.1311,17805.689,66.0427,237.958,1435.1045,1785.4019,412.9525,918.0465,146.8926,633.3154,449.2962,18214.6771,7354.2037,6537.534,817.6511,657.3669,442.3183,56.9709,280.885,262.4643,297.2435,151.1845
PF3D7_0324200,0,0,0,141.4827,0,225.7643,0,0,0,0,0,0,0,83.3114,0,0,0,0,0,0,0,0,147.7995,110.4854,0,0
PF3D7_0324300,0,0,169.611,489.5122,0,130.186,160.3128,0,0,0,83.5338,208.9197,0,0,155.8039,0,0,0,0,0,0,414.8756,426.1398,318.5545,0,183.4935
PF3D7_0324400,0,91.01,655.9672,0,619.7349,251.7459,0,465.4047,842.0447,116.3979,80.7664,0,86.1889,371.5966,451.9263,234.8885,0,0,0,1542.8349,173.0196,0,0,308.0008,0,177.4144
PF3D7_0324500,1589.8638,189.9699,3936.5495,823.2773,2069.7678,5517.5637,1698.6009,1262.9025,3002.6416,242.9634,252.8818,491.9151,809.58,484.7831,1179.1617,14545.4178,2456.4707,4417.5687,858.3582,966.1319,1805.7643,1744.3775,1462.0587,1350.1031,0,370.3263
PF3D7_0324600,7568.5781,1653.6787,10894.8203,1612.4823,59611.6818,107924.8199,3080.466,2536.9623,8048.5443,12425.5333,4586.0899,3976.2321,880.9192,2637.5078,1710.7573,241141.6347,47110.4266,29041.3228,3891.649,1927.3216,3929.7721,151.8472,93.582,559.6467,0,0
PF3D7_0324800,41574.6312,21446.5267,81167.7343,6595.979,33605.0539,116468.469,26576.3917,38051.321,85404.6565,7865.0009,14325.6209,18141.8126,4222.2426,35936.9177,23029.7163,125317.9649,12176.3075,14300.171,42721.0208,26257.7892,44644.7288,9768.8737,7656.0808,7388.1193,2062.3185,1048.9398
PF3D7_0324900,18220.22,24973.4527,5251.6766,2410.4789,6197.8155,5633.6265,13910.5329,21648.6938,16298.5188,7976.0125,11604.8066,13176.5986,6158.7171,28961.4823,15321.0841,8216.883,7219.5599,7008.7618,18362.3833,24870.5632,12016.156,3074.7423,1411.6625,2671.4432,4522.0051,3669.0311
PF3D7_0400100,16470.0369,23819.3288,5231.368,756.4222,1030.0821,1215.0715,25535.4382,31835.1629,26394.8471,8944.2138,9262.8689,11845.8803,9003.1848,44007.0719,27532.9716,4514.811,7197.2913,6888.7452,21433.8716,19637.3683,22541.9806,3932.0148,1274.8471,2197.3977,4861.1956,1202.2293
PF3D7_0400300,1708.8518,2100.2151,7288.4706,5595.8932,5031.9976,8230.0917,3576.9346,9864.9143,15413.3822,0,2139.9474,1035.8807,3756.9259,15880.0767,9398.9671,5955.8175,1424.933,1281.2568,3046.0418,6197.6667,5915.1562,7828.2775,10635.013,7581.5028,8645.7553,1061.4458
PF3D7_0400400,28.9793,212.3781,58.2349,104.0439,144.6194,529.9968,55.0424,604.4127,391.57,70.8581,32.7781,75.147,104.9363,810.5933,290.3975,55.6072,39.8004,80.5215,34.7684,485.2595,272.0946,142.4449,468.1996,1468.7322,1911.0878,774.0164
PF3D7_0400500,419.0475,801.1395,1443.581,0,54.5538,720.2192,1159.7764,2621.982,2409.0041,0,213.2901,296.3571,682.8307,3107.5226,2320.6167,620.3003,172.6568,0,60.331,203.7181,1066.1354,176.553,145.0772,921.8279,4912.8446,11556.8533
PF3D7_0400700,716.3513,532.5942,891.1377,197.8386,828.9631,2525.5321,323.9557,1245.0592,2698.4915,0,337.6057,112.5811,144.1089,3106.5689,1385.3144,1570.9451,327.9472,294.8802,171.8906,1354.3099,1880.3902,167.6738,964.4673,514.981,2041.2744,296.639
PF3D7_0400800,0,107.3955,0,93.0845,438.7876,1262.5495,0,439.3573,579.6277,274.7086,476.5381,79.4554,0,1315.4977,0,1847.8539,462.9049,312.1726,0,0,0,157.7836,0,0,0,209.3563
PF3D7_0400900,189.5899,90.615,1061.3203,78.5401,2406.4756,5639.6972,77.1645,370.7077,1816.5117,0,321.6632,0,0,1294.9431,899.9296,3819.8604,683.508,1492.5752,0,1228.9109,86.1343,0,164.0934,61.3328,0,176.6444
PF3D7_0401000,0,0,526.3954,0,397.8559,134.6793,0,0,150.1594,0,0,0,0,695.7903,322.3629,83.774,104.9309,0,73.3314,330.1552,0,0,0,0,0,0
PF3D7_0401100,0,492.3984,0,0,0,0,0,0,0,0,436.9765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0401200,0,0,0,0,508.5471,688.599,70.6625,169.7358,255.9156,0,0,0,0,254.1065,0,856.6521,89.4164,80.4006,0,422.0107,0,60.9561,75.1334,0,0,161.7602
PF3D7_0401300,328.927,471.6347,637.3823,0,2355.1791,6523.0233,66.9378,482.3667,1151.5237,0,0,58.1556,74.4418,401.1872,780.6619,5139.4827,677.6258,990.1137,0,333.1385,298.8757,57.7431,71.173,53.2044,903.8173,306.4674
PF3D7_0401400,90.1765,603.4016,465.9751,149.4272,763.0773,1728.6999,220.215,881.6171,1661.5492,220.4928,76.4979,0,0,2287.7277,1141.4467,1186.5327,185.7736,0,324.5719,876.7787,409.6893,1139.7944,624.395,116.6893,330.3797,504.1148
PF3D7_0401600,79963.066,47014.6546,163081.3811,174421.5224,482809.0764,441352.1744,52667.9326,56359.7671,92253.4263,205162.3344,115105.2001,95778.7199,65073.7641,92039.265,94814.4307,488051.5141,284946.6375,250454.4334,43713.9811,66088.4164,61237.4104,72630.3075,89411.7275,117371.7622,1879.4587,1672.8835
PF3D7_0401800,81537.8656,212691.083,118857.2216,132398.4529,880514.0445,1099368.4128,215436.909,392244.8124,268643.4565,22679.4493,100190.2879,41095.6772,54796.158,435497.5131,163997.8722,377552.8728,111972.4219,88678.1852,285609.9832,265560.146,311527.3347,34703.546,27366.092,58560.8128,66268.5387,5507.0195
PF3D7_0401900,2081.6452,10833.6597,5975.9013,44595.7486,11119.5809,12537.3626,136742.5992,65447.3586,22331.362,1373.46,3475.7149,2033.0008,474372.2759,118484.3517,290103.5511,3967.2108,2246.3143,1744.3883,16007.6887,9959.1978,14471.1926,279654.5284,79646.6161,111808.6878,847.3914,1354.5764
PF3D7_0402000,158706.3889,160222.6917,268915.9879,60629.7057,899946.669,829047.1213,48085.4795,51342.4605,146157.4648,692721.5166,486509.3209,389080.4924,8123.3208,63681.1782,57839.9896,1284918.5683,984677.8669,906155.0424,76323.0479,344509.4003,190721.1467,6440.6141,26194.4412,30335.9729,20137.9331,4380.8663
PF3D7_0402100,8916.9985,49077.601,16441.7127,144146.706,66736.7495,60814.5999,492143.5469,168901.9157,75563.6714,12294.2977,11963.0958,7500.8198,881158.315,227139.1354,467145.0587,26650.9713,21566.5391,14007.3411,76575.3329,42076.4936,41511.0451,248833.0428,158674.3027,157932.5976,431.7516,658.7946
PF3D7_0402300,5518.704,7789.878,5788.503,2668.7103,796.7288,880.0833,112106.603,54069.4612,37105.1266,958.2256,1011.0049,2179.2548,67114.2888,53649.5691,95626.3057,485.6271,1006.4119,1352.4307,29532.3776,2914.2985,57686.3384,23002.5888,4795.1218,8127.6975,1219.4261,3761.3738
PF3D7_0402400,319943.2492,202837.161,310916.8244,221996.4938,351545.3452,333207.332,307181.0316,320808.507,307520.6519,171653.6437,198175.7138,228388.3364,191174.7238,346541.2765,262770.7384,441562.799,301596.5473,252492.4429,348040.6269,190603.1832,194649.3993,434412.286,361212.0837,266711.2833,72171.1589,242994.2301
PF3D7_0402600,316.5327,504.2921,3634.7557,174.8371,2884.5514,10252.8061,0,1031.5346,2177.384,2063.8978,268.5189,1566.999,573.094,617.712,83.4717,16919.914,11411.6119,9674.6356,151.9059,1025.8734,1150.455,0,0,0,0,0
PF3D7_0402900,92.2329,176.3319,873.7689,917.0085,780.4786,1158.4243,20121.1521,5229.9849,2583.1477,112.7605,0,65.2286,22376.8039,4049.8219,9850.5812,606.7953,0,0,3518.9184,448.3864,335.2255,12694.118,3113.3396,2804.7327,4730.7913,4468.6253
PF3D7_0403100,47397.3088,25820.3132,67554.2936,6026.7601,7388.8328,4839.0851,13954.4233,17167.3703,45689.2333,31210.489,28141.5082,30145.1887,7339.9556,16500.9291,12022.4796,10858.9833,19137.3956,22700.5228,26214.8872,32509.5675,25596.038,4099.2946,2646.6587,4196.7566,5092.3604,14504.4745
PF3D7_0403200,91159.0836,97137.4965,101013.7864,149671.059,101948.8295,99844.0401,40611.358,50376.3238,85632.768,94452.6917,93574.4763,85951.0162,24684.4284,91132.8351,53057.296,86865.3027,100920.632,94458.7626,64851.9246,110872.7297,120177.3133,154327.7262,146693.4729,141678.3354,17017.2826,23226.2492
PF3D7_0403300,7539.0163,7206.5861,15042.7457,11750.4125,10494.9111,8980.3409,4314.0361,2408.2067,11883.0183,6844.2442,10258.0454,9238.1176,2297.4684,5389.6742,3602.1791,5463.2311,10225.9899,8918.3632,5588.227,5382.68,5629.4053,11478.8387,18024.9252,14874.8199,41841.2415,63287.7081
PF3D7_0403400,17409.2967,12618.2068,21698.0178,27586.4522,19440.0943,16015.4147,6915.0955,9317.2665,14880.1916,15207.3011,17286.8103,17527.3976,6056.2096,11945.2139,8507.3489,11805.2456,16082.0013,17312.9228,10684.7334,9794.3185,20288.4298,36235.8687,30995.0255,28406.0701,8493.8763,16451.715
PF3D7_0403500,38374.0521,29321.237,36282.4235,13972.4456,32020.7536,23515.8285,21394.5187,22149.1396,37100.2247,21239.9711,27910.4725,28938.9955,2073.9591,21174.4536,14549.9114,31086.5875,23926.1943,27761.5298,36236.3319,18201.6309,20007.2576,5139.0012,11511.783,11693.5501,13756.0006,44469.9133
PF3D7_0403600,32931.3819,24713.796,21847.0876,322.4167,554.1037,1414.8229,18174.6515,18808.5055,20668.0882,21557.5907,24985.7121,24373.2404,1717.3674,12031.9699,8427.6707,3400.2157,14204.7882,13763.6823,28695.7541,12336.185,18033.1903,1895.7227,820.9786,1605.0891,8019.617,25878.6767
