Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3,GII,GV
PF3D7_0906600,33500.979,33771.9614,49327.5589,287711.8764,225840.548,232591.9324,148170.7843,121230.1803,49647.3261,63383.4552,72823.0572,49834.4521,746946.4543,181071.0338,463379.9591,198730.1411,141342.3295,112102.6723,31396.6508,42051.7646,38270.6556,352787.7418,281826.6023,291029.9464,16243.1781,36764.2624
PF3D7_0906700,11561.2737,10010.4018,14899.2567,8607.0532,11533.7006,9802.3,4910.1099,4791.4722,9971.921,13673.4714,14462.631,9390.9168,3147.4006,5967.4246,5037.1206,17602.8812,18855.5172,16411.1535,7417.8681,12082.6404,7307.8386,6588.7822,11456.7027,9946.5016,4604.0251,9054.5997
PF3D7_0906800,2918.7448,4933.6141,4904.7876,4807.0218,6881.2991,5341.1683,753.3343,1531.1631,2597.1509,6440.4308,5888.073,5210.8042,354.4478,1979.6783,1182.6976,5151.8262,4546.3658,5505.5522,1281.1491,8305.9634,3428.3035,1899.5748,8071.5981,4628.9877,6650.7754,10944.121
PF3D7_0906890,7024.8039,7691.782,13199.9022,16402.4764,22696.8648,18912.4443,2807.1615,1873.0497,5930.5063,14834.2655,14410.5134,14542.85,578.1211,2991.0264,3334.4761,14179.8469,15787.4931,15023.7164,2850.2346,10866.1593,3945.8589,6278.1269,24209.8218,15122.7336,12166.4728,14994.3185
PF3D7_0906910,87664.8356,60456.1368,130558.3919,116621.3679,121717.2485,127689.547,25573.6176,23203.6968,63498.5657,120929.0815,119872.0923,103329.9698,7948.4395,31591.7768,26048.2147,115528.9372,112909.8304,105337.0698,43058.4558,74475.7039,54101.0147,28996.9014,126459.1136,94177.605,145258.7267,357904.5884
PF3D7_0907000,21919.0363,14966.0889,22810.046,40753.0137,24204.0889,24838.9246,9770.845,11607.5371,17116.3786,22650.1688,24017.5224,24820.8463,7086.6463,12348.7044,6709.1529,26394.506,19352.4109,25980.8151,17187.4189,15856.9144,9365.4874,49381.1808,40426.9672,40519.2226,70266.6639,62725.8487
PF3D7_0907100,21657.1766,20868.2085,36812.1193,3000.8664,4812.1102,5756.0272,9511.3162,18941.9699,32801.2006,38972.8034,36091.7562,23106.0389,2380.5143,19606.9525,12992.3508,18381.4024,34573.6954,36073.5916,13750.7288,37165.4807,20918.3144,5504.7197,2963.075,3932.4334,10906.5819,28383.8061
PF3D7_0907200,20509.1457,25363.1214,14522.9463,46708.476,21269.6127,20827.276,22856.4718,21290.7729,30362.772,9932.5784,18121.0049,18190.0563,6134.9448,17536.8664,14438.0655,11374.4106,14798.0891,13507.8794,37044.7414,17612.8282,33147.6028,77642.9363,51795.2729,60014.1357,8058.4224,36038.9148
PF3D7_0907300,21904.4297,15886.5252,36029.3832,16671.1975,18237.1886,17636.6322,5805.2864,7470.3555,19710.7208,27090.9152,26414.2731,21885.7739,1383.4456,8760.5244,7606.6356,23930.731,24792.8081,26893.0766,13980.4369,21049.8459,13480.9515,13682.1852,18076.8732,16808.9801,32660.3902,17205.0594
PF3D7_0907400,171126.2336,114324.6102,104893.7852,42017.2223,73783.5746,70849.7962,78824.3508,82770.331,105852.0965,99701.1555,110944.8028,134590.538,7018.2312,67648.0498,39983.4893,80404.8296,75431.4144,84267.5415,166198.1353,78559.1623,128099.6425,16487.7632,22331.2454,34856.4483,20352.7471,27190.8535
PF3D7_0907500,31753.7162,50923.0841,20198.0422,1936.4333,760.6731,1438.435,84071.5526,94905.5598,55508.2263,10099.3431,14904.2843,14448.6886,6821.6162,77262.4332,32166.3411,1325.5453,3901.7246,6718.0462,81947.2135,31441.9794,24129.3083,8856.726,4185.2899,4536.5456,162545.7003,264617.7102
PF3D7_0907600,13189.2404,13308.0916,26436.5762,33455.0266,17868.8434,15897.6483,12738.625,13457.4107,25015.4852,23707.0972,23908.9909,19303.0389,4169.4546,14248.2305,10289.3465,18830.574,26254.794,32817.8443,17688.9574,16050.9365,18095.268,45315.0904,36081.201,40229.3835,6519.5555,17408.932
PF3D7_0907700,135712.6158,108981.9669,129658.8796,312342.2148,299252.2791,329977.9214,154059.0513,148891.1444,122207.1042,214336.4861,179992.0515,162341.2435,250493.0707,161481.7974,150937.5219,317880.9014,275992.9395,250756.7045,136239.3289,115351.2315,80369.8256,377407.1082,355401.5446,315113.4929,11994.9547,48511.9445
PF3D7_0907800,154797.8384,79821.6764,152067.2078,39190.7034,32068.2017,32566.4956,52335.2357,70869.8139,96595.1174,71294.9414,91190.3987,109173.6032,25893.4087,54152.4275,40258.3066,47957.2254,46436.7077,48555.4068,104917.5175,24766.5415,68969.9586,29018.3678,23574.0246,32758.9124,151089.4166,999174.628
PF3D7_0907900,181677.1584,72014.8309,250684.7609,4744.7868,38626.7958,47777.3121,49751.3964,47493.4941,122038.0544,174912.8901,142225.1786,158720.8831,5273.6566,39693.3,30932.8437,107344.6038,118181.3767,121262.9607,88135.645,66241.1848,70876.247,5477.3454,5725.7617,9135.372,85371.7795,110578.7416
PF3D7_0908000,118599.9709,103602.0386,61866.6907,47427.4976,25874.2004,31428.4539,80328.3776,89703.6306,90155.1851,32450.691,63326.5908,80139.8274,6467.759,51503.1439,33604.9856,8047.616,17885.3455,19210.1255,137772.3976,59502.2855,58033.0888,7510.1746,15328.2233,23505.1055,24271.9018,41392.7787
PF3D7_0908100,21912.5986,6009.2047,28049.7921,198.4171,194.8563,593.6523,9893.2949,15335.594,21665.7635,7246.3435,8837.2745,11897.9256,2005.3577,20154.377,10467.6026,886.2404,2405.1259,3271.6508,16161.8646,2765.0495,10608.1225,1345.3129,466.3707,1045.8858,34218.2049,40386.483
PF3D7_0908200,23784.3842,20373.2475,16515.0384,261.7201,181.4282,491.3264,20994.4029,32063.6652,25760.272,11199.5297,16692.9925,19711.7567,3397.9004,22482.3193,10525.3639,901.5716,3847.1437,6866.8407,27487.8748,8777.3971,23958.2699,2583.4952,755.8851,1538.8617,5241.9454,11876.5617
PF3D7_0908300,29134.6974,30598.5549,33076.4475,607.7255,1375.0721,2443.7678,10436.9793,14715.1652,25732.8526,39098.3731,48435.1218,38594.5817,956.1832,12453.4019,8216.875,7407.4017,27018.373,26033.2813,18924.1626,30333.8257,17088.7545,1730.6175,507.8871,2126.1161,11286.7885,11098.6963
PF3D7_0908400,51692.421,40556.5139,41988.9025,468.0713,1029.664,1941.9464,42906.1496,31758.5113,53004.64,21272.9353,42940.7954,56694.4183,2403.7039,21829.2316,17564.6898,3856.1163,13326.0572,18941.5924,68525.6368,11123.1374,34187.7976,2657.9151,782.3511,3509.0108,40360.8418,65375.0516
PF3D7_0908500,22816.8907,28363.2863,27494.0627,551.8797,268.0317,416.3006,30669.5705,66719.9938,47209.4387,2487.4581,4140.3486,8376.5763,5141.925,59676.6486,17246.0731,537.8183,1397.1853,1727.4219,37679.7248,15553.2115,33585.4528,3410.2048,754.7168,1770.8904,4348.3197,14059.7719
PF3D7_0908600,19145.121,17666.492,34867.2732,34770.0144,45860.3791,42185.6735,7522.073,9583.2891,20770.4369,35327.6056,31139.5287,22024.6397,4667.9431,14147.5967,11914.917,50549.8175,39335.8788,43833.7595,9334.8633,36360.5943,14195.1305,38000.8441,44276.2194,41653.3205,2057.4977,6659.4683
PF3D7_0908700,23759.4745,19785.0297,24013.3361,12751.5037,14402.7306,15894.8805,14355.8765,20235.2381,25785.4298,14823.1745,16415.2871,15590.489,1700.0003,17128.5179,7654.2801,14805.3505,14381.3734,15918.3511,23774.4109,25370.2332,11387.8919,3955.9743,10953.4644,10803.0117,13909.6634,15670.9647
PF3D7_0908800,48351.0505,31200.2668,51913.3529,67242.7535,75658.2739,66380.9116,22718.4369,26030.2903,44301.8575,48041.5399,49730.4118,46524.7836,5413.9829,26342.1091,17695.6462,61824.7761,61741.9451,59084.0706,34562.7074,21107.4567,30118.0191,29230.5858,79603.1699,57975.8992,12874.1761,10703.5999
PF3D7_0908900,32777.9279,25621.1649,42013.2352,36362.2466,44015.2823,43113.0131,16036.3702,19095.9696,32452.3815,34645.8818,36457.147,34041.905,3041.1383,21095.6578,13060.5477,45978.3069,43995.7991,42604.4583,24683.7093,21386.4515,23830.9895,15619.6415,40311.8095,29668.7451,8791.2498,11625.6919
PF3D7_0909000,5716.4989,7929.366,3558.6223,51.4812,60.6688,61.6115,3110.6384,3584.1058,4831.4164,113.9474,1634.031,3076.0435,224.9985,3728.6782,2113.7465,51.0985,96.005,115.0998,6083.1511,6821.7664,6690.3951,305.4224,134.4492,180.91,8309.1192,79892.5081
PF3D7_0909100,24486.4985,19223.5727,19765.0264,470.5197,108.7237,331.2395,10795.5641,13390.3856,24670.0563,2123.7186,7481.401,13135.5915,937.4794,15124.4008,6950.5731,219.7753,275.279,433.1645,19646.8154,5088.5707,16816.0346,1008.676,202.3936,994.2331,27170.3674,121324.6974
PF3D7_0909200,6149.5899,3279.5429,7749.172,268.1629,1474.7632,855.8165,9274.0053,7847.4896,10877.7007,1266.2325,1647.4039,2792.5729,703.2037,6126.7727,5838.0735,851.7434,866.8148,779.4137,9412.8539,2150.4119,3411.4708,954.5581,728.3529,753.8809,10197.9019,93966.851
PF3D7_0909300,34939.5482,28125.391,17948.9603,92509.6379,66479.7282,71876.4315,14163.0753,15673.4466,20920.6549,43868.6893,44399.5279,40782.8587,12762.848,14768.6771,14771.902,57970.4307,43663.5639,39566.662,22945.2699,27048.774,12296.2332,78272.1171,71786.1857,80021.2002,80674.4073,40944.8854
PF3D7_0909400,39122.7243,34410.2935,52079.5282,60086.8303,62743.2489,57327.0029,16010.6783,23735.9043,35816.0942,51698.3837,49857.0553,50570.8204,13261.3194,28682.8383,16781.0882,43031.562,52611.4468,57871.4706,26222.5168,31888.8193,41440.6102,67726.6753,60842.3455,67976.2774,7227.5206,27697.9395
PF3D7_0909500,14663.2482,25002.7224,9442.8534,510.7639,0,261.973,26560.502,31297.3003,26384.9457,376.8382,5266.9763,6944.5314,3826.789,25607.6483,12749.9709,289.6958,362.8577,122.3515,32807.5424,13307.9154,24446.5894,1978.9119,876.5763,1282.0535,27748.1622,52104.3932
PF3D7_0909600,48719.5957,51076.1345,62018.2303,1067.4234,1059.3021,1770.5253,25059.0658,26583.2325,56272.3433,20268.7372,41013.1125,48050.3721,7795.7509,26332.8254,16254.0536,4293.7216,11000.638,17050.9616,50251.6876,63236.4493,40448.5307,4547.166,1291.1466,3641.3522,11303.3747,43150.1468
PF3D7_0909700,16921.2078,22999.1556,23075.0068,41959.9967,19083.299,19202.1201,51485.743,43409.309,37611.9747,7522.6281,15672.1091,14100.5108,111134.9347,49998.8082,75771.3187,8351.7333,12122.3852,14413.5615,34413.9498,18695.8486,33396.748,56358.5282,44518.5031,45377.1516,21667.882,50873.5808
PF3D7_0909800,41219.4594,34011.6616,48084.8437,63499.2292,49887.7542,65993.071,17455.4407,17548.0914,30847.8753,64666.609,51608.3531,40777.79,14235.6551,21853.5264,17467.1434,61786.3197,58574.47,36779.6064,19324.0891,43243.3626,17463.9073,51084.7108,62966.0383,54982.7434,77981.1353,52242.5426
PF3D7_0909900,24105.2508,33602.5677,45037.9512,32438.881,26077.758,24804.1754,12093.6435,20007.8728,36561.6044,35472.8686,44542.1311,33661.194,4713.0318,17490.7658,11217.7276,25305.7139,37844.0897,41045.613,18540.6906,41342.848,25075.9063,50438.2837,46068.2676,43803.606,6590.6262,9385.9785
PF3D7_0910000,10384.8083,9021.6112,10181.1746,838.763,425.1411,345.3977,4705.1855,8269.0885,12202.787,3473.4539,6094.672,5173.3458,532.1342,8412.2617,3668.6127,751.9616,2018.2875,3417.8417,9050.6442,4418.7872,10504.2668,1903.312,2543.8402,2049.5135,2991.1018,3529.5068
PF3D7_0910100,36406.412,51743.3291,40278.3023,41362.9164,38385.7413,35444.8701,13659.4521,26747.6584,47452.3297,52885.2805,62227.2834,60146.0721,5572.2658,23828.189,15673.3816,28336.9344,43522.369,58600.7317,30905.6783,57642.7248,29876.2302,33948.5262,53516.8043,49751.9645,11559.0306,6628.4796
PF3D7_0910200,49092.2577,45972.6317,41621.1842,24222.1049,10696.0462,11428.2703,20511.9578,32319.1545,41020.3043,28376.6081,33499.8174,46844.4738,3331.2794,29252.2339,13773.8881,7251.1834,16673.9094,19920.9993,44555.9479,28114.5624,69485.5827,12984.4734,16701.4087,22456.9792,13295.2452,14018.3712
PF3D7_0910300,12364.2258,10263.8943,11103.7725,21094.7256,32325.1622,25272.565,6720.8082,7793.5608,13609.0842,12977.9105,14663.5312,11965.7191,1435.9367,8056.1374,6306.546,21038.2807,17050.9336,15633.045,14141.2523,6854.4392,7539.0153,12594.8344,14362.481,19209.8465,15943.9875,19402.0658
PF3D7_0910400,28446.3009,20932.1275,31520.6719,5918.9326,15028.8125,15005.6851,9692.1038,12146.6316,21118.1288,33891.3214,36164.1284,31741.6377,1405.9073,12653.2858,7637.9902,29991.9951,30740.9883,33299.0996,20756.814,15896.9044,22343.0691,3616.9434,5981.5719,5961.9152,5879.4895,10177.1278
PF3D7_0910500,11057.2766,10871.7018,10490.2308,10048.2835,8614.1152,8759.5683,18473.0358,13521.3594,12883.88,5321.453,8799.3664,9967.2488,2955.275,9967.0835,8664.3178,4185.7365,6038.2975,7282.6222,19330.6498,6697.979,11960.7939,8528.5314,7458.7333,9800.0009,4822.683,19361.7228
PF3D7_0910600,24821.399,40305.9619,13684.7773,9120.9574,9836.1027,14554.3342,76508.3886,75338.8132,31995.1643,19743.7514,20571.7642,22071.15,8837.5837,49502.8734,33152.3295,14177.5994,18560.4391,19382.3104,56594.1617,23982.1693,22270.5773,10173.3291,8854.021,8500.1497,39381.1624,113697.4939
PF3D7_0910700,4701.3322,8548.4241,8317.8841,2963.7213,5455.1747,6046.6422,11605.6491,11290.8871,11298.8455,4123.3288,7542.9053,4264.4914,1156.5128,11667.7322,8934.4442,5084.9272,6158.5629,7099.4795,8423.9541,4099.0532,5711.2259,2511.8383,1282.6468,2182.1507,1872.203,8189.2896
PF3D7_0910800,53404.3636,36971.9314,66532.3115,26978.7936,41263.6411,43420.6685,23063.3491,21671.6128,46721.3678,67906.7404,57234.7438,55427.326,2860.1215,24811.5269,16528.8057,57747.2006,59313.6044,60129.4218,37196.3918,34723.7569,34912.2568,13740.6481,17289.3032,20276.7464,7094.4525,5412.5882
PF3D7_0910900,62685.9037,56048.5203,79714.3966,1053.2199,1034.3192,2468.419,18108.5234,28584.2776,52554.1544,75714.6523,82259.671,81388.5887,3164.6297,26125.2391,16436.4013,7121.7323,34781.0132,45660.0952,38433.4666,61766.5176,45119.4734,3040.5344,859.5653,3289.8838,7277.0058,8290.7836
PF3D7_0911000,21642.2599,23656.4901,12848.7175,901.864,500.1484,1777.7199,12066.1585,17997.4208,22699.2074,24306.2767,27919.3513,27147.3365,7158.6346,18087.2258,17096.2886,1448.0543,10915.5172,13313.8725,19335.9391,12684.6948,14690.5619,4428.7653,1052.9687,3334.9512,46213.8298,51067.4701
PF3D7_0911100,20715.1651,75047.9648,19070.8498,10796.4048,2860.2514,3105.0194,479443.1563,433763.772,160029.6293,2805.1317,6702.3272,6934.6859,216646.5729,431395.8985,379034.3095,1424.0745,3366.7729,2626.3336,145629.5928,46512.0232,160237.9184,88356.2582,24580.2479,28542.2585,6502.9459,32430.017
PF3D7_0911200,19658.1736,11074.7522,25878.0423,123.8579,2384.0491,1383.4822,8153.1294,6869.1308,17022.5886,10234.7294,15661.7637,15171.2527,2841.9343,9845.9737,9697.8044,4856.0233,9701.0417,8584.4256,17809.9544,5813.9849,10459.2189,1102.2173,452.8573,1160.6636,70926.2512,326900.1892
PF3D7_0911300,260.4741,280.1122,2075.0293,35.9683,56.5165,21.523,291.5408,604.804,2135.7199,106.1486,55.2409,130.4831,324.2236,921.3191,875.7813,107.1028,44.7171,160.8331,289.0696,255.0155,1173.5224,15.2421,93.9354,98.308,1232.636,1921.2841
PF3D7_0911400,6327.956,5826.5401,14966.9428,16557.4677,29014.9454,22499.196,2821.7136,3457.2012,10184.9922,13254.135,13380.7525,9871.8359,5412.5884,6265.2891,6092.0674,20299.0722,21591.3476,25081.2782,4739.4547,11234.5597,7039.3069,5309.3143,13289.6776,12538.5479,4517.4176,16473.7628
PF3D7_0911500,1128.5496,2157.5732,971.9381,0,86.4238,219.4168,1513.08,1168.2364,2739.93,4626.1266,6814.1768,2910.8213,360.5789,1425.0559,1575.5607,1637.7939,2598.4582,2520.9122,2628.3416,1828.7987,1568.3255,186.4628,114.9153,601.3225,8512.5485,110839.4611
PF3D7_0911600,27987.9187,23154.1994,33278.0852,477.8282,463.7326,1323.1126,9002.5673,13001.3736,22177.8776,17129.2218,24864.8987,27782.8853,675.642,11122.2696,6414.4099,2399.2824,11531.6382,11657.1586,21637.0363,15008.0597,18371.8983,809.9461,528.5245,1185.2722,5468.7637,26677.4167
PF3D7_0911700,35232.4519,19923.1013,56579.365,2161.436,15757.8053,13499.3462,9567.5198,17058.0792,37110.5498,28670.1807,29126.6772,35530.4694,1549.032,14041.3246,9120.8898,14117.9262,20139.3949,26448.6278,19425.6562,19137.2958,33976.1757,1437.9263,509.8571,2286.8173,4008.0918,2770.4082
PF3D7_0911800,59708.5362,43224.0029,51272.2819,3760.8834,5341.2128,6462.8857,37234.346,45914.421,58739.576,19850.1682,32434.7631,38769.6693,14540.3707,36540.5516,24170.7721,2368.9752,5035.3395,12208.4185,61267.8069,24684.3104,36168.9817,25254.459,3702.136,20501.925,17589.8784,34973.0451
PF3D7_0911900,119663.6494,149571.0704,132632.1798,248160.9256,203123.4925,194538.2983,172887.0466,164197.6257,154207.1999,93013.5256,126792.676,126174.4324,191940.7474,212821.7751,178875.6531,131841.2556,111096.7557,114274.3477,128240.6177,153750.0753,112227.8405,302620.0333,392875.1828,306520.978,140995.4948,76616.8385
PF3D7_0912000,20967.1239,20159.113,28538.4955,13365.5204,23566.6889,15686.6473,6929.5544,8421.9282,18358.168,30377.8159,35969.7906,30633.6322,2151.9013,9912.1223,6332.8258,31444.5251,32814.4881,44804.4033,14186.5991,20642.959,20011.4963,9843.9361,16054.8371,13053.1733,4093.9419,14424.4348
PF3D7_0912100,11075.0283,10062.1139,26165.384,18599.8992,13671.1696,14971.8632,6456.8562,6876.9758,15626.4565,13478.9192,15319.9285,15170.9388,2483.8873,8908.0049,6156.8507,11733.4077,16392.4159,15894.7043,6571.8911,20614.7132,10199.1858,14958.2324,18350.8744,17268.4495,39296.1639,35139.7232
PF3D7_0912200,36829.1922,11504.9747,75736.9847,11833.2956,9348.9803,8592.5615,12540.4424,10982.3191,50502.9893,7160.9937,8372.2255,12654.2526,3849.7516,16284.7212,9966.0099,7918.2099,6694.6047,11073.0666,11147.6728,9491.7789,34485.1218,24621.895,23125.9564,19208.2998,31454.5235,424033.7255
PF3D7_0912400,75830.7098,74600.0054,83230.499,21664.7324,33673.0201,37261.261,32015.6852,38557.2658,68167.2563,96794.4063,122893.623,107981.8501,6759.7789,38245.2303,27255.1389,46931.2913,82302.6843,88809.9024,59458.1712,72165.6749,40709.6647,40849.5579,20438.8029,32301.6022,58764.1124,28030.0746
PF3D7_0912500,55145.2876,52559.768,44511.3547,104184.9696,104175.5784,105448.4105,30504.9024,33803.9551,37053.5638,107771.2396,109234.1353,86596.2685,21207.4355,41475.2719,32831.3439,119233.3659,111324.958,103231.6651,41812.0602,45039.8325,32002.7286,123970.113,92984.8882,105162.7287,46600.9475,52504.9857
PF3D7_0912600,3197.1474,1546.4959,5838.6869,670.2087,1429.1938,1349.5487,1411.0071,1882.96,4088.1495,3249.4105,2744.8597,3677.6506,627.6744,2330.3102,1645.5856,538.5174,1230.0044,3460.6561,1608.2737,2340.7826,2730.048,4787.6056,200.0377,2292.8735,3951.504,17801.2671
PF3D7_0912700,8963.3738,4712.4754,10421.3318,4579.6067,3014.4887,4048.8551,11309.2896,6718.3806,12001.2494,6940.2446,7983.937,8029.4533,7032.3573,8600.2238,8745.691,1719.945,4462.5045,6779.8248,7527.7587,3631.2551,4207.9742,9336.2139,2198.0883,7249.1855,322917.88,2007940.5645
PF3D7_0912800,22415.5107,16555.6451,33065.755,79938.2624,89041.5465,78976.3412,11103.8833,13710.7235,21434.5443,35836.4625,36763.0618,30539.9849,17655.8197,19441.6715,14974.8292,65983.5544,65399.6903,66080.6928,13294.9653,13256.7143,15179.9513,54808.0477,91831.5023,77944.0562,5755.6775,14637.311
PF3D7_0912900,144214.9256,115374.2908,112591.8833,100241.1411,126858.3208,110782.486,53012.3894,54614.5349,106539.5675,159771.3631,145334.6537,169790.8579,15144.8743,55122.976,37327.0993,138217.8272,145002.9017,141969.7705,104303.1048,95828.8543,79663.391,65173.6,73448.555,84962.1706,49389.4134,62891.6736
PF3D7_0913000,68375.3336,69239.6499,88383.0444,161852.0079,184232.9693,172341.0181,45698.0395,49835.1438,54472.6929,100582.334,96811.9436,76404.434,50319.9769,74876.7078,50687.9288,175262.6953,129650.1205,108490.5196,39261.3915,97499.1313,37768.7388,158417.4118,146672.8886,137730.2791,222572.4678,68977.2424
PF3D7_0913100,4192.8971,1666.2525,8317.5613,117.0986,3649.2437,4889.3596,1533.968,1612.0509,6458.2797,14629.4784,10750.6018,10195.2471,127.9448,1425.0279,1788.9887,12397.6804,16790.3872,23824.236,2746.9871,1603.2038,4237.8981,992.4439,978.614,1402.1347,1035.6077,5267.325
PF3D7_0913150,1594.2156,1523.9193,12356.8427,0,4150.8664,3161.5237,648.8573,779.298,11749.6997,21439.3034,13523.9438,13529.4592,0,777.776,0,7866.1925,10673.8434,19933.4728,2295.2207,0,7242.8282,1119.4575,689.9109,2578.664,26283.2702,63870.481
PF3D7_0913200,240268.4427,121866.7983,279718.5915,494040.8905,527159.5575,538347.6005,74542.5686,54859.2744,147680.3933,424603.4806,311930.2628,333181.9142,53578.8703,74657.5292,69536.9986,590820.4153,503747.9211,490464.0242,119476.1365,144109.072,125131.8833,348291.4581,489635.3251,432014.7184,39492.2569,32476.4925
PF3D7_0913300,23434.4409,15857.3531,35404.9615,133541.5868,84333.6626,89881.9966,7429.9001,11614.7716,24559.4055,36355.0208,30050.0686,31250.8818,7541.4609,16115.8287,11834.2986,51857.9499,39621.8951,45590.2434,15018.28,16170.266,15797.2929,90264.472,119189.6075,129124.784,5971.4893,16333.541
PF3D7_0913400,23753.3624,19904.5812,25239.2198,6389.7017,16264.8887,16109.7792,5775.563,11309.7278,13414.2405,57137.065,43702.5862,20943.9086,5445.6072,11137.1374,5979.1935,54162.4756,63551.3495,51857.6865,8771.6009,22870.2396,9530.2524,12563.8544,5072.9891,4690.4005,61030.6444,167566.6531
PF3D7_0913500,40322.1823,32210.1771,46714.9878,11235.2956,9127.8548,7741.718,14592.5745,14613.4876,39750.5716,22104.8698,37473.9195,31313.6554,1580.9955,18544.4339,9996.5844,6251.7607,17671.8188,16460.8633,28138.8553,17896.0868,21469.5687,7394.1586,10358.7238,11532.1834,39519.6867,63460.3651
PF3D7_0913600,22534.1113,24186.6676,31149.2361,192.9172,926.2254,1333.9668,5875.6863,11635.0064,25512.7986,24765.9486,28224.0638,30500.7143,1030.5102,10148.1252,5342.013,4872.1878,13431.1509,19648.9013,15737.1609,28529.5982,25364.9985,1417.0247,582.1992,1539.9896,6824.5591,36350.3245
PF3D7_0913700,103185.3882,46155.7772,118501.3306,25198.3814,42674.0763,39723.2086,25729.3615,30407.7043,61557.6506,83126.8054,88040.1914,93768.4868,5739.3785,34024.1834,22897.6628,55387.1065,65541.8409,73187.8578,45771.1619,41579.2713,63827.3851,6032.6842,14036.5093,17656.4175,7574.2701,32274.8674
