Gene,D4F1,D4F2,D4M1,D4M2,D4M3,D6F1,D6F2,D6F3,D6F4,D6M1,D6M2,D10F1,D10F2,D10F3,D10M1,D11F1
PF3D7_0706400,12643.8522,56919.9775,27092.1299,25647.5687,17870.473,24730.9094,19845.4429,21692.9079,25116.4736,38066.073,43313.3625,16198.9608,14253.0963,21603.352,47421.2129,0
PF3D7_0706500,52856.9227,39069.2638,180683.6216,149668.3234,3317.0849,105637.41,71269.4223,105143.9846,4975.1357,136815.9528,0,78551.4224,59060.0399,77713.1452,40271.6857,1285.9682
PF3D7_0706600,8563.775,4283.5915,9174.8504,9071.673,0,1288.4945,3648.3979,4127.1819,10852.211,39730.3079,5678.0249,9974.2513,3575.4548,1803.9589,7137.4977,0
PF3D7_0706700,40327.4347,64764.602,37231.3131,21011.2398,361247.1254,41087.2926,24492.5237,21238.6261,108685.9393,63206.2379,0,25225.2279,47571.1465,28872.3657,234062.5726,0
PF3D7_0707200,14452.4952,3445.2309,19341.7535,11663.146,453.4898,21086.8092,17646.4113,18150.0817,2461.5587,17824.7657,21443.8861,14230.5903,19204.5861,16485.5666,63337.3143,0
PF3D7_0707300,1205.9317,3468.4334,589.595,4167.5765,20067.6427,5564.2497,1969.4105,3119.0024,11557.7534,5703.8506,14303.362,5922.527,3184.559,1839.3615,226.6372,0
PF3D7_0707400,28855.5915,8718.4397,6156.1554,13417.1375,49134.6474,12103.7848,22367.0598,18919.6045,21766.1801,14293.3885,3555.86,17802.153,45006.4453,24289.1574,21494.7393,0
PF3D7_0707500,1350.1236,690.3378,844.918,1866.3555,1776.469,622.9561,1949.5875,877.973,0,817.3893,13268.4104,2893.3862,1296.4847,387.6314,4364.2576,1539.4513
PF3D7_0707600,22303.4411,12648.8839,2948.8033,28660.1403,18235.1765,17393.1671,23328.5206,23956.2129,9898.1177,32093.1763,0,8415.0446,34388.4229,14204.9438,15585.6834,0
PF3D7_0707700,60536.3143,87516.1939,136427.8644,147192.2793,8366.8721,91443.5928,77305.6446,87231.9395,11543.1507,150934.9192,67771.4918,81082.8259,50403.5074,53408.7229,92234.2455,4108.6498
PF3D7_0707800,4953.9943,42125.7089,17818.0045,13398.6496,3876.0182,7453.7157,12441.0452,6876.0077,57857.6965,10635.8839,42152.8576,5192.9372,9824.6063,10319.636,9593.6619,25787.5089
PF3D7_0707900,24829.7781,79693.907,17734.3519,32738.0636,3760.042,18679.2815,46488.1924,22496.7122,42520.0829,44729.5505,34297.5934,52054.7547,41466.6429,30510.6186,42606.1896,304658.033
PF3D7_0708000,243958.2912,37562.3454,127832.2088,126975.6387,1636.2323,65353.4433,192463.1887,244451.9763,28864.9599,117907.8362,18626.4671,52855.4101,160508.1488,146123.9841,147000.8669,0
PF3D7_0708100,147368.282,95813.3821,113292.6951,85174.3095,37856.6294,46894.2847,162920.144,118663.744,0,202858.8197,4305.2007,95289.9193,138666.9738,122646.1048,53481.3606,0
PF3D7_0708200,1362.639,4572.3373,11791.9366,10948.7526,3164.0057,0,3513.6784,604.167,7513.7711,21655.3659,0,1825.1297,1799.1916,2017.2523,20743.1277,0
PF3D7_0708300,545.2633,33456.1265,46705.8669,16394.0557,72483.344,7547.6447,3374.4168,5076.9371,27489.4065,11141.2896,137198.739,18988.5823,3927.0049,2348.2427,131269.497,18651.7667
PF3D7_0708400,178004.2476,57726.0947,881298.4776,713314.2766,15643.1125,327120.8723,262316.0505,235510.4575,32007.6035,744204.0491,101131.6726,204722.8295,176188.6903,187795.8407,538417.8536,97221.9225
PF3D7_0708500,5272.3497,7136.0177,19833.2586,7073.919,7921.445,19318.4801,12955.4198,8525.565,29805.3492,42774.8242,55965.7424,42370.9656,10721.4042,11019.0951,76587.7043,0
PF3D7_0708600,287517.5995,121100.301,0,18708.5404,2095.001,104076.266,173714.3699,223489.3064,30324.6367,28677.5796,0,106346.5411,267430.7919,247386.8456,2713.0399,0
PF3D7_0708700,108249.1205,47245.126,87710.9202,98451.8437,9321.205,137960.6627,86522.9711,109984.585,6106.3929,86424.5206,53477.3457,129044.5786,57158.3865,62297.4984,6867.9946,0
PF3D7_0708800,24300.6961,26597.9047,29702.2785,57526.7906,3056.3794,42046.89,30286.3298,38069.7054,8135.5466,31952.801,28307.9741,32548.5477,21487.8829,32595.3286,3996.0891,1731.7738
PF3D7_0708900,24733.0762,34490.1294,5606.4334,6993.4073,11420.627,36959.3412,22031.8128,10467.6921,109370.83,33818.7846,92864.0131,7529.0184,17812.8447,31470.635,99831.0561,0
PF3D7_0709000,16682.0808,123265.8676,58246.3182,34872.1645,593311.0599,38486.1193,22102.6004,13349.7851,151068.3945,75439.3357,651501.6874,58857.6638,17712.4199,25408.0339,68208.6754,489453.2884
PF3D7_0709100,25797.5938,51414.4275,35191.4734,46772.8281,81884.667,90593.1882,51381.9292,46090.6315,22223.642,36641.5255,37467.0745,109618.0144,42589.4932,47204.0173,59469.0373,4347.0721
PF3D7_0709200,27604.9126,16360.3275,24146.2575,18733.0418,13984.9645,6947.5045,19154.3133,18247.9352,24512.8875,41021.624,51026.0922,61847.8226,32291.8087,30261.3582,1131.9137,360542.6641
PF3D7_0709300,6649.3131,12054.1564,23335.7778,25319.06,3579.1567,25520.4948,12594.3757,16080.944,13713.7327,10635.8563,614.5436,16192.988,5978.8162,12300.4955,29786.8915,20677.4881
PF3D7_0709400,12119.9106,4469.0525,15588.8189,7491.0014,270.5967,3226.2738,16707.9072,18291.3403,367.2021,4762.3931,1777.1577,11238.5808,11862.2159,7402.7791,16426.1482,0
PF3D7_0709500,16397.6,10634.5373,33954.3098,7500.2328,1399.8059,3337.9246,8456.5159,11547.0574,7598.1955,22719.8853,0,10335.5658,11346.4849,5971.3966,2719.1366,4124.3457
PF3D7_0709600,6135.3128,2998.6741,5364.045,6735.0746,0,6660.881,3846.5325,5973.9385,189.529,3413.9976,0,1289.049,924.1669,2460.9163,1627.8239,2057.5492
PF3D7_0709700,672947.3693,115083.4047,32723.3861,64426.4351,33433.2174,558065.1704,514009.4639,550239.9962,162373.867,83272.2229,0,503457.3799,578097.7132,530344.6516,71096.9727,0
PF3D7_0709800,17196.7666,54406.4173,21691.8976,18274.8061,3993.0361,17853.0826,23501.9476,25923.9937,42671.3563,16592.9036,181385.9009,32246.8824,26008.8553,32864.1087,6302.1655,36765.5017
PF3D7_0709900,14858.217,32559.5228,12854.9157,24420.1047,27186.8888,44546.1294,24576.916,23315.4808,30744.0385,23706.2833,17054.6053,52825.3458,42343.4962,34132.2296,32890.9344,11710.9102
PF3D7_0710000,6852.1753,8376.9358,26980.7789,14828.0724,2722.9446,13686.2921,9866.1271,9787.2261,3187.8947,32470.5201,41376.5321,8623.4913,8346.3747,10744.3125,79080.915,7078.9426
PF3D7_0710100,19845.5685,0,7762.1954,0,0,3270.3137,14133.6206,5656.5836,372.2146,268.189,0,0,13158.4924,9665.9503,29837.4654,0
PF3D7_0710200,10083.3267,9565.2753,2864.5101,3411.3324,1540.3403,734.6076,8374.962,5506.0771,11538.2093,3855.5548,18613.9248,3696.2938,10752.9239,8685.0141,11908.6618,0
PF3D7_0710300,8521.3246,7585.9822,14641.151,9465.6937,6713.1928,4212.6389,11928.1709,10255.0755,27809.0507,690.9327,108289.35,4891.5132,12274.1733,10157.5151,71722.4331,208205.7683
PF3D7_0710400,42114.0099,27340.7684,20622.4865,5844.5881,769.9798,9180.3243,26336.301,22348.2054,20374.951,34631.1863,3371.2542,7106.5,17832.1941,24634.7789,747.8466,0
PF3D7_0710500,21509.3633,46398.0218,13671.0525,20441.8929,18729.0289,47555.2043,14482.1851,16424.5295,44241.7201,14242.985,51631.2458,54418.5378,31842.8492,20906.6823,2021.1845,51095.0403
PF3D7_0710600,26826.9559,37936.111,30691.5128,23293.6919,12847.5936,34813.511,30091.3615,18733.8978,48604.7068,29310.8762,0,28745.7923,16744.7487,25995.0471,34031.6939,0
PF3D7_0710700,1966.5453,6284.5198,4615.0482,2038.8538,1522.0858,11342.2149,3380.6008,3487.7082,17556.6124,372.0569,3332.1254,10536.0265,6294.7225,2117.2916,369.5833,11211.569
PF3D7_0710800,5312.2685,6790.5999,13505.6162,1529.888,4111.6411,16340.7752,6088.0567,9159.7104,25107.8985,21440.9564,0,14230.5903,8218.6293,9532.4705,0,0
PF3D7_0710900,22312.5552,11441.8982,10350.7557,13718.3901,1807.2929,21548.0145,36661.7002,23466.9807,8175.0411,18848.9646,0,25020.5156,50077.2875,29050.9875,2340.4561,4437.4609
PF3D7_0711000,21268.4024,1379.0562,13261.709,24393.9495,357.8592,32000.1633,18545.7222,16399.9762,1942.4724,32190.689,9401.0347,7156.172,27625.9001,15155.2043,31049.8114,1757.3093
PF3D7_0711100,431.3015,6202.427,0,894.3204,7010.282,0,3114.0116,1721.0747,1359.002,0,2192.3992,0,5798.33,2321.8156,243.1704,0
PF3D7_0711200,3824.0178,7332.2843,6212.8568,4574.5664,4781.1353,6107.6335,303.4015,2608.4514,6951.4741,10184.3441,4485.7642,23639.6319,5931.8442,3008.686,14594.4886,15093.206
PF3D7_0711300,49786.9633,28731.5789,1701.5392,57631.2936,4489.4676,26763.54,19443.9366,31290.1367,11422.9628,13717.5038,132681.6306,44025.0874,70553.0646,37470.3381,8720.8345,0
PF3D7_0711400,14809.9607,11420.5544,55722.4725,14853.8215,2242.7133,13369.7252,14445.2981,14703.1196,5072.3027,7126.6815,0,5174.7601,18240.7196,19238.2587,30858.4884,0
PF3D7_0711500,31314.2566,31568.9353,66669.2124,86184.6099,2998.3809,86021.3508,42620.7923,46948.358,9663.4691,42509.4052,820.5008,61400.459,21545.127,17900.0525,21841.4402,2760.7308
PF3D7_0711700,717.7781,2890.2065,2189.8069,1190.6724,83.3329,3974.2514,74.034,700.1467,4523.3405,325.9169,1459.4486,384.5591,620.3354,540.9597,161.875,0
PF3D7_0712000,619.6397,2376.2307,2342.8096,1213.4664,7833.3807,2859.059,1988.3641,366.3145,3687.9474,1172.3159,2099.8419,737.7337,2710.6563,370.6324,1707.9653,1177.5528
PF3D7_0712300,352.3372,135.1164,0,292.2339,245.4348,487.7123,145.3649,249.9509,0,79.9917,716.4026,755.0773,67.6679,151.7383,158.9199,0
PF3D7_0712400,77.5346,743.3352,0,241.1563,0,0,479.8304,68.7546,122.1531,0,1576.4998,1661.6065,74.4542,83.478,174.8578,0
PF3D7_0712600,3396.713,7869.8235,7057.954,13206.0285,82.1569,12734.0373,1459.7846,3702.3358,2675.7032,1847.5752,359.7131,1137.3962,1766.7896,2438.0595,558.567,1210.323
PF3D7_0712800,71.1874,1364.9673,0,295.2195,165.2948,1970.7794,220.275,0,785.0729,80.809,0,1906.9784,136.7183,383.2213,4575.4876,0
PF3D7_0712900,217.3103,277.7848,339.9862,300.4008,0,1002.6843,74.7137,256.9362,114.1217,0,0,388.0895,695.5894,467.9366,245.0417,0
PF3D7_0713000,0,829.658,0,0,3516.4479,2994.7106,0,0,6816.9294,0,0,2318.2091,0,0,0,0
PF3D7_0713100,380.2545,0,0,394.2362,2207.3481,0,0,337.1946,10783.4064,431.6493,30926.6577,2037.2638,0,0,428.7795,0
PF3D7_0713200,0,498.1966,0,0,0,0,0,0,0,0,0,0,0,0,292.982,0
PF3D7_0713400,23900.6575,92830.72,50336.7956,21602.6124,14941.3892,12724.5271,12958.0687,7608.157,113446.7867,105393.6732,107473.8889,19700.1432,13829.5161,7257.961,165159.2076,272522.4445
PF3D7_0713500,0,0,632.2566,1117.283,0,2796.968,3056.715,2866.8734,4244.5355,458.7425,0,721.7121,1034.8442,1595.3665,40100.9499,2303.9591
PF3D7_0713600,3364.9365,322.6014,17175.4613,20931.9762,2148.6516,11644.5317,11800.4063,4475.8375,265.0672,42208.101,1710.4701,21633.7101,5170.0023,2536.0138,35856.5355,0
PF3D7_0713700,70258.6436,57959.2051,31634.2494,42985.2514,22289.2581,52301.9883,69517.8666,46908.0382,20271.7368,56106.5225,0,21884.8819,75704.6412,60251.6,15890.9572,0
PF3D7_0713800,1222.8812,16413.5185,6457.123,3803.5369,1774.6827,0,4099.2915,2982.1065,2889.912,9717.1514,0,1637.9369,1174.2975,3291.5539,689.4677,0
PF3D7_0713900,2856.4317,1871.8882,4666.9347,6147.8423,1930.9945,4754.7262,5258.4415,3591.046,1310.1882,6813.3627,367.5914,1937.1785,2187.415,2647.1733,8562.0094,0
PF3D7_0714000,12540.1463,16029.897,16115.8579,18882.7509,67941.6089,12398.8019,4927.362,12973.453,2822.3681,5083.9496,1517.721,31993.0911,9461.5249,8679.4815,10436.9753,0
PF3D7_0714100,0,6027.9837,614.814,1358.0744,3649.8845,3626.4074,1621.3018,0,0,1486.956,2663.4225,2807.2063,503.1475,0,26587.2609,0
PF3D7_0714200,29374.2546,7480.4064,36352.3874,52581.2944,532.8602,63531.9277,36925.1833,29609.1586,361.548,35167.9716,18664.4628,53483.4032,43522.9041,23595.9224,55765.2698,11775.0247
PF3D7_0714300,35235.1167,5182.7501,4077.8161,8907.4824,672.4508,25388.7666,26087.0708,25595.3,5323.0431,15779.8187,490.7061,14998.7042,39860.7244,39806.8971,15021.7865,0
PF3D7_0714400,1064.5617,1020.611,936.8594,5518.5245,2780.8644,3683.9694,3019.5674,1180.0137,419.2953,20543.5949,0,0,2555.6698,573.083,31810.9308,4551.9193
PF3D7_0714500,2164.8071,25863.081,17585.7401,16574.0713,9666.5678,27660.6419,9618.4493,7678.6591,2623.5234,55386.018,17775.9892,28549.5144,5436.8663,3765.0596,47694.6011,0
PF3D7_0714600,2463.0717,3935.6384,7707.0481,8512.1235,1906.3921,1420.5972,1693.6629,2912.2052,0,17241.8632,0,7697.8021,4139.1292,1325.9397,0,0
PF3D7_0715000,8231.423,30131.5114,59269.0946,31808.8675,105990.8824,56970.5061,25084.5765,16257.5279,49515.4372,129541.4477,0,42096.3486,17245.9594,17321.9747,115179.3268,76792.2112
PF3D7_0715100,4315.328,11032.4492,11814.9771,10439.3321,0,69689.2445,5192.8022,7015.5454,1133.1089,104503.1065,0,23119.9402,4143.885,6194.828,17842.0558,0
PF3D7_0715200,282052.1489,60384.975,104544.2091,146437.7166,168.8799,390623.6071,418972.9286,390583.2926,51219.8406,100477.5075,14788.3672,185871.5324,435463.6897,630211.4346,253993.4177,24879.1358
PF3D7_0715300,26924.1048,40980.7261,19216.0373,30647.938,9023.0634,5763.23,38935.8467,18829.4294,15742.7692,16541.9044,30335.1834,30485.7084,20790.1691,17333.0198,10954.6178,118684.2891
PF3D7_0715400,259604.2935,47471.5309,50631.1656,32635.3243,29975.4086,53853.4646,186048.9245,139566.7641,42905.7628,58215.7477,79105.5792,70111.6886,292423.8861,252848.6231,80561.3673,0
PF3D7_0715500,8376.5351,43112.2189,22761.7566,15083.6646,4606.5922,21359.1522,12277.6643,10946.4937,75708.807,14012.819,96364.6829,35430.311,13547.3601,16613.2867,0,0
PF3D7_0715600,15996.8826,8108.9258,41424.7234,31835.721,5550.2928,40723.1383,28258.1385,24131.4827,4634.9513,51972.3217,29909.194,33494.0692,14655.0761,12471.9211,36076.5501,0
PF3D7_0715700,35931.1265,41895.8507,21650.3536,10068.1859,41151.7601,3360.5802,25541.7392,30140.0065,764.9767,40787.5388,0,28615.7209,66209.6573,53323.1735,1095.0369,0
PF3D7_0715800,91948.7815,13789.2412,51836.2628,24231.8437,31011.4971,33774.7163,94044.3007,57394.4211,25087.8666,29155.4412,28722.6337,101828.082,207914.3229,184997.4628,66032.4555,0
PF3D7_0715900,51290.107,81241.6539,22328.8709,26048.5365,7767.0029,29839.2336,31741.3966,46932.1765,123199.6134,42527.6825,46853.8008,51772.6933,42828.1827,29291.5465,3017.4957,2542.718
PF3D7_0716000,61728.0443,69167.6994,144862.1069,172010.801,5140.5494,116270.3668,60444.6499,60281.058,41444.2835,124176.704,50310.2407,96982.1635,43518.8391,46409.7119,97946.6661,4454.6938
PF3D7_0716100,7267.759,33738.3728,30520.9546,33048.198,1628.3389,15002.0199,6970.1593,12437.2548,7633.4058,7526.3718,47961.859,12979.3264,6734.1414,3843.7966,1869.0833,4361.5348
PF3D7_0716200,306688.8205,38587.0684,126850.642,117426.5375,15833.5144,279716.7405,292484.3201,250721.8233,23320.407,41157.6139,23671.9311,254844.9041,294504.4269,275762.0204,91145.0204,0
PF3D7_0716300,173828.1713,127212.4184,123038.2143,92559.9697,67067.3727,118733.1924,205472.8059,132722.0909,58191.8895,75113.7387,23135.713,513954.1337,267949.5993,245767.9274,93958.8113,65868.4252
PF3D7_0716400,77053.6356,119192.9776,104003.771,133798.2065,8781.1613,147228.9451,99954.0896,102911.3355,44685.4228,90151.193,0,89909.7469,69679.9438,63619.7922,13859.2116,0
PF3D7_0716500,6244.4123,57717.0598,25551.015,22742.0519,15056.9991,6648.9546,16349.4571,12352.4301,63063.2086,27808.3398,17091.6852,37744.4006,11838.906,17066.2798,45136.3692,169786.181
PF3D7_0716600,6529.4312,38422.5993,16115.7109,17273.9311,84170.4526,24932.8824,11843.7356,15573.21,52498.6525,33481.5312,4578.0019,47045.149,12323.841,14059.894,16756.4083,0
PF3D7_0716700,21167.6666,51656.8266,11700.509,27749.8833,31683.9016,39955.5131,21652.5993,25906.5913,20119.6104,29787.6019,89814.74,12184.3919,24862.4094,22036.8837,6312.4397,47873.0707
PF3D7_0716800,104128.0009,56677.1359,61485.5015,115618.1552,198625.2138,151885.3234,85458.9355,80620.7435,45510.6858,120489.6066,3414.8722,155966.319,113753.3334,111386.6792,94437.7929,7659.991
PF3D7_0716900,462955.5357,196300.9766,40852.4575,35510.5727,238809.0481,191468.2049,279904.9711,294380.435,338594.087,104464.7334,220024.2949,408349.5579,427033.3348,476965.9053,190563.6925,0
PF3D7_0717000,25570.8443,115264.1884,15265.481,24960.7108,97568.9686,50713.1041,22827.1582,25062.0706,159259.2787,16465.5923,78293.338,19227.9547,26278.0981,33487.9834,30688.8061,0
PF3D7_0717100,15116.0191,2745.8431,27632.3503,21280.6873,22352.476,14316.3509,20186.4576,22152.3429,9024.5471,16978.462,80882.1065,28132.0032,19099.3119,21071.5091,9329.8963,2721.4322
PF3D7_0717200,54341.4982,37850.7872,52572.5663,51970.4021,39398.8364,66009.9092,58108.6006,43074.0617,21665.3797,63700.4809,74412.8754,47533.3482,67517.8598,62327.9343,21008.9553,0
PF3D7_0717300,9186.7617,15760.7601,7753.7847,19383.2992,1684.0561,17847.7197,10805.4319,12719.9027,7617.5961,14636.3993,3277.0738,1726.9926,9440.8547,8155.7172,11631.2722,0
PF3D7_0717400,8259.2429,14940.1088,45896.5852,34251.7168,204079.7482,32356.4436,15591.1188,13956.9952,10557.0339,36794.6241,71292.7728,20872.6346,14216.1454,15603.5717,1757.2114,5330.624
PF3D7_0717500,118076.9532,103245.2278,569574.7835,185035.8961,49343.3667,299685.0975,117998.0686,121424.8874,27186.5154,703190.7795,0,166927.6208,94820.6781,64510.2419,969670.1836,81983.3464
PF3D7_0717600,369407.7342,64853.0181,73040.4033,70247.3039,7546.5922,250104.4567,386246.691,327576.0723,27077.3476,41020.6881,22961.2176,158780.6599,521570.7546,559756.4552,209578.7093,0
PF3D7_0717700,307615.7614,116594.6009,175160.2237,266761.059,115723.5097,396100.3916,318760.9055,247617.8544,45458.3151,214658.815,101820.8662,494427.6282,270434.8477,249038.9695,216727.2717,232475.6206
PF3D7_0717800,57603.1763,15010.4496,8088.9809,11265.8658,10445.198,33155.7247,44952.0519,37610.7787,9204.0423,12600.2681,0,32551.8554,75735.0937,79756.3872,27931.549,0
PF3D7_0717900,9787.883,312.7929,18376.0023,15052.5348,1136.3581,20322.8766,9590.7716,10994.0396,2313.0718,12221.883,0,16605.9609,12062.0778,8781.8138,367.8978,0
PF3D7_0718000,2944.6905,13878.1319,16953.4255,6705.1092,4089.7079,6095.1025,7067.9977,5539.7214,11272.9691,24148.6043,25460.4392,5455.4489,6791.7686,4237.099,65850.777,470.695
PF3D7_0718100,6105.6256,7470.2487,60316.4011,28515.7059,472.5691,24952.1353,17153.3157,10983.1436,366.446,48383.9714,2955.8303,30219.3764,9548.4057,11582.1531,119467.2569,33814.5393
PF3D7_0718300,2382.0431,2839.1943,226.6269,266.9869,1943.3351,7574.814,3253.7573,3767.8883,19676.9923,4457.9418,2618.0414,4828.9068,2163.7637,3119.1561,25045.3231,0
PF3D7_0718400,50097.6007,304185.6091,129179.6772,119910.0625,261372.4044,158383.0817,68896.4493,52377.1022,306938.6321,100397.8962,474730.8808,265090.8803,75427.4649,91894.1145,14645.7242,42313.1723
PF3D7_0718500,32476.5166,40216.9642,88388.4872,65236.8928,423130.9054,37462.206,47687.218,34998.6414,15278.6329,95749.2142,49296.267,50749.192,29886.8345,40550.8651,4577.6133,0
PF3D7_0718600,4989.0438,18716.3594,13489.8659,8995.63,503.6698,10509.031,2796.6664,5578.1946,6322.2301,8371.9198,0,5229.6772,1145.6344,2568.969,122.2979,53794.9076
PF3D7_0718700,5425.6765,4623.7119,21575.1343,12187.8784,46193.5949,6258.6087,8083.4343,5613.1529,2374.4361,23609.5194,122577.2867,6459.7286,4341.7672,324.5324,0,500076.919
PF3D7_0718800,43421.5332,209954.2634,54494.7556,51672.9623,49535.0035,10453.0364,56469.8316,54241.1034,74952.6427,47147.2825,172738.2243,4045.854,45684.8014,43904.3723,851.5241,232484.2312
PF3D7_0718900,17211.985,118354.7485,5571.4115,19075.5369,30318.8049,65724.6225,6121.7295,2105.228,86026.0297,84890.7114,3016.9741,31798.4428,13108.5507,20448.4146,7361.8217,0
PF3D7_0719000,995875.8283,2782156.0874,402064.0921,646541.9173,328646.2837,810027.9034,857376.7786,811516.9866,3275673.4352,424579.2737,462322.5457,1461842.5274,1353729.9125,1264264.8827,435271.7754,2279093.9364
PF3D7_0719100,134556.3221,294213.0925,58168.8973,94750.7415,142906.0179,93361.186,96350.0974,110945.9132,230584.4588,76179.9977,389130.8806,117440.3835,169366.2153,98759.0307,79095.9407,501804.0374
PF3D7_0719200,297489.3142,154845.7708,94759.3878,129763.8911,41670.0369,234080.5541,267684.4368,345818.9084,51471.9096,116483.4891,168412.3614,192296.0379,212761.4859,217740.1027,8301.9951,0
PF3D7_0719300,59590.2822,21939.6885,98769.0317,62721.0138,1315.2737,68215.6634,64618.3711,69016.4509,16242.0253,57484.9142,21883.2551,63731.1697,58963.4473,63670.3011,24655.0936,71692.7284
PF3D7_0719400,147481.9949,52455.228,187493.5261,193339.1883,2967.302,112687.3468,184435.5711,200284.8857,22519.4401,126260.0867,28870.9735,92810.1623,201798.7197,203019.422,73224.3144,0
PF3D7_0719500,26390.3509,287982.8352,61476.9488,53715.5012,151391.6667,37604.4676,43231.5875,31661.4111,328948.279,67183.5212,70033.0809,89408.251,62609.3818,36561.2476,19036.4147,132754.7087
PF3D7_0719600,19687.8209,89259.3622,35839.69,40060.4,149106.2115,38204.1273,22584.0595,21047.9484,94212.0219,30076.8972,36476.8315,32531.2465,17315.4519,20008.381,5394.4462,132174.2483
PF3D7_0719700,44698.5235,18043.424,43615.3084,43415.1888,14748.905,13025.8094,48368.2843,40332.2549,8648.1946,41838.186,27106.0267,27729.0601,47290.2759,46774.0299,26881.3796,10729.8091
PF3D7_0719800,7085.623,4528.7273,13164.1457,12651.7134,2285.083,19071.2313,7714.3673,12217.4274,0,12288.3875,21010.3585,4218.018,17388.305,12290.8024,1109.699,0
PF3D7_0719900,13649.0255,6249.8013,32569.0911,36116.451,5144.1372,11279.5555,34879.9704,30032.7212,4413.0478,28443.8658,3883.2624,22101.6533,19757.9599,33612.7487,8729.1124,1742.1299
PF3D7_0720000,11082.3607,8060.21,0,11489.851,5324.0481,2644.9011,9459.9034,10844.0235,16255.7548,8676.028,71874.4667,69612.3176,12109.9432,11520.4387,0,26144.3568
PF3D7_0720100,11507.5414,19306.7861,24473.8811,2982.6663,3340.0195,7466.7048,7047.3744,12755.537,8498.3168,8164.3052,16451.8108,19266.6168,15884.8926,7743.535,7299.0228,0
PF3D7_0720200,27608.3236,45945.331,14669.5804,27543.3308,195945.6463,21631.6961,29550.7177,20786.5717,84529.9249,99932.6809,278030.2778,47444.5116,43018.6225,43745.7103,1174.7726,481106.9308
PF3D7_0720300,6740.4412,20678.9124,0,1397.6565,73560.1521,0,33371.1166,4781.7239,63716.0238,0,6852.6247,0,29774.1956,17417.117,0,0
