Gene,D4F1,D4F2,D4M1,D4M2,D4M3,D6F1,D6F2,D6F3,D6F4,D6M1,D6M2,D10F1,D10F2,D10F3,D10M1,D11F1
PF3D7_0622700,17884.6373,27831.6183,11557.3144,6449.4756,16851.7697,0,23526.3685,12871.3844,23684.7132,5884.6103,3952.6734,8332.1137,35343.8026,27627.5863,72776.3117,0
PF3D7_0622800,28513.4787,12417.7475,45278.3425,54274.5265,3237.2712,24278.9951,32935.2128,28475.1059,7652.3318,72392.5451,0,35179.2597,28071.6659,25469.6745,67347.0646,3076.838
PF3D7_0622900,3436.6479,3814.9909,16837.5705,13126.8824,629.9834,7511.1744,10323.0837,8126.6201,3704.5365,7665.4009,1225.9106,6460.4545,6831.8146,4608.8783,13393.2526,4124.8092
PF3D7_0623000,15411.4642,233448.1196,80084.753,57977.7949,621379.9882,60951.0246,36106.3979,28308.7082,337842.211,131708.3,346933.4572,230013.5209,42283.3843,48119.2227,75470.8245,225933.5881
PF3D7_0623100,57793.96,60735.6041,138890.0075,151429.9124,23011.137,144871.0003,80149.5338,78352.4219,17364.1655,106713.7968,30131.2025,109663.7339,48471.6995,52352.0713,93785.1005,1584.0962
PF3D7_0623200,128141.4107,233091.5719,37589.954,50149.8368,197785.5452,124809.213,83152.8877,78826.596,179822.4578,39977.6551,78725.2503,128441.065,158702.5489,134537.8738,14114.4585,90714.4053
PF3D7_0623300,284934.5998,147036.6289,39109.1746,27800.3726,466967.0126,163037.5853,218415.075,162890.1737,255840.221,34421.2598,448400.4249,331630.5795,457468.0029,474869.3015,136204.4858,248597.2983
PF3D7_0623400,16309.451,1603.7036,26497.8587,11272.7584,14079.8872,17366.0538,22429.4826,30779.3196,0,6645.9862,0,22405.1382,14055.1881,13057.1813,5658.6864,0
PF3D7_0623500,59130.7791,244880.2594,121421.0361,53516.2277,30948.7349,117407.8058,61239.4154,50500.7496,102321.6796,100959.3407,71448.0526,129836.4604,76329.3389,66794.46,12296.9084,0
PF3D7_0623600,20841.1762,16108.5054,62558.8477,70517.4707,9941.1088,35781.4265,33827.4866,29225.9657,21635.181,116823.07,61593.1488,51069.0078,20013.1803,15828.8955,69227.0398,88423.1905
PF3D7_0623700,12829.6565,46988.6892,34337.0788,42444.8964,6359.677,14965.5071,29290.8804,19174.4303,1589.7622,26672.8421,76940.136,30120.5239,27823.7051,29488.6796,5039.0233,2465.521
PF3D7_0623800,4463.1073,17556.5048,17114.6154,10399.3023,70672.7322,13374.8846,5932.2137,5059.3354,13483.0341,9453.6787,25259.6879,22432.6139,4462.527,3913.5365,26408.457,99156.1893
PF3D7_0623900,44875.6123,24153.2124,359358.0825,84072.676,31077.1289,119876.3108,38977.8559,48171.571,0,391440.9968,152074.9757,156066.6642,51030.8951,46620.285,370195.5849,0
PF3D7_0624000,62977.3785,61051.9463,110639.098,68940.6648,65763.3405,69398.7367,44998.1242,46018.2136,60418.1102,98647.292,76902.1765,34871.9448,54056.1875,38448.0478,80932.2033,204594.5928
PF3D7_0624100,604761.3114,1020145.9823,389693.7884,421928.1093,322044.9709,586936.8386,454939.9115,394068.941,1176701.3381,384526.1586,942830.3953,981037.4161,688328.8792,627910.7766,462904.4933,1669221.9538
PF3D7_0624200,440453.6773,594604.8529,126729.6298,140546.936,87628.7566,276660.8184,342900.7054,418317.8659,988073.0689,120345.8632,164069.7834,365807.1676,378609.0622,359538.6736,90709.1889,407663.2331
PF3D7_0624300,897558.3289,234119.6775,78868.3885,131763.527,13630.4952,442850.2054,659967.9884,676453.0624,116066.8005,159261.1192,0,281482.321,959137.8537,944872.2436,356451.5865,0
PF3D7_0624400,44576.8618,25686.1824,31979.8538,28495.8265,14211.9769,31971.082,31922.5927,34203.838,68409.9263,39590.0268,1174.0614,19799.0821,45910.9637,37549.6447,79434.9579,0
PF3D7_0624500,53808.7572,31546.1583,36338.7875,14849.8477,69886.7744,60283.1359,56099.0701,41021.5678,21345.9406,41087.1899,129873.5538,114070.6045,100925.7249,82107.1713,77262.9127,0
PF3D7_0624600,27985.2194,22633.2582,112651.9069,103003.0143,3140.549,92929.6397,65744.9846,53339.5189,6508.8585,108702.3838,10500.3643,44268.8891,29612.6909,48981.8163,200319.7825,0
PF3D7_0624700,3246.3863,25464.7498,346.2979,7955.4175,22956.6629,26553.7598,7914.4737,9683.1225,67419.357,5360.2391,48006.0661,30042.3572,3400.8121,8896.9725,7986.9029,0
PF3D7_0624800,854.3617,6552.7127,2004.9984,8149.1383,4165.9829,2365.2492,5111.0593,5454.8201,4576.4609,22306.2338,868.5811,8239.2398,3281.6754,3679.4122,6551.0409,0
PF3D7_0624900,13979.3071,9572.9766,35149.6616,17081.4081,386.4228,10366.306,10299.0884,10035.0943,9176.6358,54973.8324,0,18723.9962,8150.2404,10033.9305,254275.9597,0
PF3D7_0625000,4592.3462,60904.7068,7633.8669,6348.2713,11774.045,10594.6966,9868.1232,7126.5422,34668.1218,19114.4903,0,22553.76,10657.2526,9064.6859,54157.2685,330543.3641
PF3D7_0625100,46986.3282,61778.0351,60909.142,8350.9682,269115.3125,0,52155.706,59125.478,55695.2799,6095.6514,181974.6209,14384.8836,70042.8316,53478.8291,53486.9363,0
PF3D7_0625200,20015.9671,1599.1335,978.6054,15563.9547,1936.5191,13468.4395,9462.3542,9121.2003,6131.7044,12622.9465,0,19362.4508,22157.2602,17359.9624,61127.7404,0
PF3D7_0625300,7923.8025,8325.1134,11972.3918,4388.9184,5922.9093,6761.2726,9740.2748,4523.9191,3591.1965,3942.9151,551.759,22680.2731,10735.9848,12037.1787,34393.5298,0
PF3D7_0625400,9435.5401,822.3628,22898.0112,9337.8199,27884.2232,0,5308.435,4373.6911,5743.4401,10223.9812,2180.1316,18382.601,3912.565,1154.4119,483.6194,0
PF3D7_0625500,1987.7954,10481.508,11079.1791,2919.5874,5000.2329,9171.8214,4100.5571,6169.4425,0,27829.7193,7578.2963,3549.9589,7953.4276,7133.902,186.7885,0
PF3D7_0625600,3982.4091,3008.1166,4531.3144,22145.593,5464.1546,8352.3193,10704.6276,9952.2452,4753.1447,25069.1547,23310.6379,10344.8645,5562.4619,4417.6118,0,0
PF3D7_0625700,3398.5059,13032.7904,0,7487.3662,0,11760.7005,6134.3317,4143.7821,10039.1835,0,0,0,2447.6154,1829.5098,35447.81,0
PF3D7_0625800,4413.3653,18133.5351,12823.1938,9369.1706,243.9928,15999.9424,4552.0922,4659.0436,19203.8216,477.1306,0,11259.6131,2623.5407,1357.6209,710.9376,0
PF3D7_0625900,5033.2,8685.7252,0,9392.8807,2337.387,6967.0566,0,7141.1862,5550.7455,0,0,16179.6205,4833.2367,0,3405.2977,0
PF3D7_0626000,9930.0251,1980.1727,3355.7154,2388.4736,3320.2385,3848.6953,18599.7612,19160.8789,500.6214,9107.9026,0,8086.6161,32191.9043,29165.6337,18273.854,0
PF3D7_0626100,33948.8301,29009.499,9525.8108,33858.0834,6854.6204,14046.7169,36538.389,24050.8545,25579.8947,22829.1717,5627.2585,17793.1314,27107.677,29201.2221,7073.6824,0
PF3D7_0626200,44286.78,185106.3508,31403.704,47566.7973,79528.759,50718.0208,37791.8647,52268.161,167152.4049,31465.5425,134423.7555,52916.8386,59966.5768,49053.731,8622.4403,299713.0689
PF3D7_0626300,25376.8502,61981.4303,46083.3526,38838.4805,155728.4072,16727.2125,14956.8743,25985.8156,130412.1589,41152.5113,356274.749,55031.3592,22918.1419,22443.1713,15329.5919,0
PF3D7_0626400,38172.1827,6802.2738,15152.2941,29865.7116,823.7419,82499.0898,42299.3539,38253.7914,3353.4749,13531.0241,1442.6578,39534.0175,39380.9727,42931.6655,20321.6087,12135.241
PF3D7_0626500,3019.5659,2894.9023,11293.7194,1565.2966,1971.939,0,4282.4114,5689.9655,13974.3457,27849.9584,11511.831,2022.2154,3262.0523,5486.1162,24259.9014,0
PF3D7_0626600,2500.1823,104507.5229,298649.4618,32142.1907,13352.2959,3460.8026,16504.1372,19510.1466,119744.162,382008.8291,251637.5754,53580.228,28810.2351,51683.225,1060032.4675,632873.7404
PF3D7_0626700,21843.2922,28057.5243,2239.5753,30341.851,166684.7931,0,18592.6363,14668.3634,334.1104,9147.8942,191884.3257,21587.7492,7331.2369,5023.1975,44478.8411,0
PF3D7_0626800,16018.0689,18021.9808,189041.7158,102936.2081,29355.1698,36648.8149,27035.2976,25121.4526,1251.3682,155232.187,30281.3986,31916.1277,13474.8685,14395.3711,88668.8103,4528.3342
PF3D7_0626900,4042.8136,12735.116,2371.898,22753.6665,12739.8912,11991.7368,12509.6785,5121.4374,4549.5116,51792.8054,7339.4635,35584.1348,6377.8955,6218.167,104525.0449,0
PF3D7_0627000,9507.1236,23227.578,14574.2009,18282.5767,1246.1833,11674.1506,5377.4644,10878.1144,17393.9828,32550.3545,20266.0647,8215.4308,4417.4596,7759.4691,3285.2672,0
PF3D7_0627100,45427.1255,20263.1279,95068.352,94347.0679,12439.5281,56887.6229,47460.611,85186.4346,9596.4762,115963.285,29843.7383,43250.4056,32205.8444,56810.7079,136128.8446,0
PF3D7_0627200,36403.3265,13205.5585,16162.542,57802.8335,3807.5405,9079.3183,48033.8739,41587.2609,47535.1656,64777.4738,43344.1078,28113.2443,36531.7068,27541.6147,43637.4886,0
PF3D7_0627300,169737.6448,216133.6224,380454.8265,280312.938,55214.1855,436447.5422,220873.9202,179874.3103,48018.9583,295878.8981,98836.1913,439210.9309,168545.0485,124472.9646,80292.4284,0
PF3D7_0627400,9503.9135,22364.6933,9124.1956,5374.563,61689.5139,0,19159.7319,9959.9998,0,28932.6674,74661.6082,0,53098.6705,23255.544,42866.9038,0
PF3D7_0627500,86114.1698,1397997.7325,108623.894,157480.9254,259663.0597,62911.6204,121882.1885,116665.1101,1590730.3292,177042.0299,206709.1338,117905.167,118296.8633,140618.1771,179371.4884,85916.2077
PF3D7_0627600,35006.0402,67543.7597,62517.775,65053.825,2044.8539,74665.0051,30429.2913,29870.568,20117.914,30240.4256,0,48361.8172,13742.0999,15170.5924,43197.1166,0
PF3D7_0627700,35113.2607,9501.8224,89962.2328,64881.9456,12410.6027,66635.1761,35267.7531,32141.4624,7138.033,91611.7127,0,27308.3131,20394.1036,17530.4887,27460.4453,24216.0423
PF3D7_0627800,20176.4411,11581.4292,60167.2403,47032.8972,31779.7851,10673.3638,22003.6221,23361.7279,3441.9371,41868.1214,55526.7769,37868.7085,20362.1081,12867.8077,19273.3053,0
PF3D7_0627900,3985.0981,20144.8351,4676.0732,4131.6272,7150.2577,0,1868.3469,2570.0555,15981.3497,0,0,7763.8872,2087.3317,3510.4723,408.5131,3098.1328
PF3D7_0628000,13467.3474,161133.5732,0,4468.0102,19387.874,7456.7092,4445.0149,4776.923,260549.0656,3669.0191,0,43291.8559,21208.9805,30159.3585,61958.6396,0
PF3D7_0628100,23691.2077,4030.7771,10630.1886,14322.2519,716.6829,13510.1408,37531.4807,28361.3668,735.9799,11495.9327,6106.1853,20111.954,24063.7147,34039.6255,10309.5347,12840.888
PF3D7_0628200,17798.9566,21388.2722,37900.5047,37409.64,27646.2616,37258.6071,27962.852,25029.8157,12148.8367,36885.863,7395.8546,44951.8401,22121.5713,22452.9618,38500.0051,0
PF3D7_0628300,177864.6638,243429.2295,108733.7236,96291.7072,1109790.0524,108469.4637,153512.4789,135337.9731,266299.9201,95639.0494,130993.8119,152717.3049,145749.2341,190706.22,37242.2031,116934.6207
PF3D7_0628400,9471.8197,69997.624,15513.4815,37439.099,26804.301,12291.6405,10583.6801,9799.1047,55648.6081,43232.0829,117359.0738,24316.0435,19138.4799,12747.3567,445.0224,0
PF3D7_0628500,20074.5929,44790.2428,2569.6714,16271.7636,16526.2799,5052.3009,17317.415,22008.9416,52328.0487,24445.1516,0,13688.4725,21380.0036,17290.7343,33748.7396,6242.6321
PF3D7_0628600,27074.1547,18959.4504,100001.824,46620.03,546.6552,30958.9216,39580.9166,36325.5754,36719.8884,78570.7798,0,44146.6754,49284.1694,39035.0275,13804.4802,108718.7667
PF3D7_0628700,135645.1968,110986.7197,50996.7298,28288.2011,8371.8868,33721.7687,63320.8755,91423.3308,151373.9664,61060.5805,21794.9807,63693.9096,66063.833,82254.1749,16482.2346,120000.0336
PF3D7_0628800,16176.4086,43423.9703,30218.1209,28712.2999,44622.6116,23287.3783,12280.0772,14803.6222,53621.25,13661.9191,152615.522,137974.2565,18516.2163,23546.9955,7734.0613,243471.6874
PF3D7_0628900,8930.4114,13242.122,24310.9392,23332.1158,276.4819,18954.5377,12527.1291,15204.736,750.3766,22978.1887,3631.6174,56139.1417,9719.032,7050.9818,14500.8549,0
PF3D7_0629000,0,12394.8902,33098.9438,18278.2235,0,12201.8877,8485.9375,11464.6152,1851.6961,0,2987.234,3148.4986,10722.0566,5694.4243,0,0
PF3D7_0629100,52674.3537,4961.3718,21253.1211,36215.816,5364.3957,44771.0785,51661.2397,49167.9157,2038.2689,51611.4582,3757.9671,36637.7649,82705.4549,76810.1058,39597.4852,3161.0986
PF3D7_0629200,16087.4776,12227.4822,5101.8598,9917.2447,336.5282,2006.1811,10763.1316,9767.5301,4110.045,7074.4079,0,1552.9872,10020.5453,9518.5658,27128.933,0
PF3D7_0629300,970.8187,49329.1214,3227.5879,4529.3173,46399.1756,29116.2456,13851.7977,5595.7418,77494.2616,18367.2246,82248.0286,45944.7224,13206.8631,13588.0825,20434.5247,74719.5625
PF3D7_0629400,45309.7416,17633.7005,69615.8575,81161.0689,9114.5389,48125.7008,49972.968,70909.7474,7597.7984,59327.0569,2280.3885,28241.0585,45986.6716,28376.2359,37686.5284,115092.0055
PF3D7_0629500,18857.2286,13192.5666,37226.9779,30911.076,22188.8018,6172.9015,16821.5998,27455.4528,21679.4868,42233.3633,54404.4049,25940.1593,10032.84,23457.891,46119.1008,139469.6821
PF3D7_0629600,0,5890.7413,0,3640.1948,1528.6224,0,2942.4362,3891.8735,1037.177,4982.0627,3346.4351,9405.5762,842.9007,2362.6491,247.447,0
PF3D7_0629700,6304.1758,10447.9927,25775.707,23737.2452,1276.5786,9470.4757,12979.4717,7085.3703,2194.2826,12675.978,8197.684,10734.8346,8611.2968,10549.4468,14658.1746,2089.5959
PF3D7_0629800,3224.2502,10532.7601,10369.0502,8914.1427,0,14876.9065,5789.0061,5824.1674,2445.7802,10708.9954,0,10236.6498,2981.4821,5014.2535,10099.1747,0
PF3D7_0629900,22000.7378,51988.386,56175.8515,33572.0067,3417.6607,19301.7445,26208.0027,28851.8976,21480.3159,94972.8185,22051.8769,41504.1761,25887.6144,31527.3456,85081.9646,0
PF3D7_0630000,286450.2693,58011.6772,11073.6486,23309.6993,0,121027.8292,205844.6599,154327.4804,24488.7522,108388.8596,23985.959,77329.6017,275869.5519,198134.3474,115492.9707,0
PF3D7_0630100,1817.4076,8131.0853,9951.7948,4815.2605,2813.3096,1397.6068,3332.5064,2506.9407,17179.5858,12378.2789,0,16228.3359,1163.4694,3478.6163,455.4068,0
PF3D7_0630200,2137543.4771,359440.1128,74906.2854,113459.6129,2352.8371,634686.357,1730760.3463,1337040.4487,255425.6464,93170.2182,231785.6626,426165.1933,3197399.2467,2316125.6928,295362.6821,0
PF3D7_0630300,41311.3272,16660.7328,42034.8985,16910.8621,4070.5597,27079.7396,42452.6492,32577.9001,42429.0749,55950.8905,2582.9573,20690.2189,59334.3322,60617.0874,111959.9793,22596.2118
PF3D7_0630400,4387.871,20566.1695,10869.4415,17691.3716,54055.6579,10122.9655,18103.1864,27020.7594,0,21584.0341,91696.2756,10448.2662,3979.4601,5511.5956,29137.1361,183449.9984
PF3D7_0630500,1877.3237,6839.3079,4405.6648,8953.2171,17218.3963,3897.9438,5421.7361,5993.0494,7689.9162,213.1061,0,6034.8059,4326.5755,2627.5998,5715.6099,0
PF3D7_0630600,119869.7094,47401.4072,114007.2269,96709.7394,16352.9428,103455.0983,96656.7469,118276.2551,6566.7501,81251.1303,0,99335.8481,93438.5203,50447.2741,153318.3676,0
PF3D7_0630700,401.902,3082.4746,235.7938,1250.0388,3499.5148,0,4145.3509,2494.7346,0,456.2226,0,4306.4857,4052.316,1947.1945,453.1894,0
PF3D7_0630800,2238.689,2861.6854,10726.3231,7543.2627,649.7708,0,1731.7939,2481.4753,11168.7661,2753.04,0,7996.0479,3941.2054,1606.8643,420.7287,0
PF3D7_0630900,17473.1324,51711.9209,31868.4735,32489.9467,9040.5164,34176.8037,15083.9416,14483.9687,90663.9548,43550.2824,186328.3234,26456.3044,12584.2087,14518.3744,20345.3981,0
PF3D7_0631000,64868.0246,20323.5063,9452.2484,15164.9315,1476.6819,11737.4672,39357.0853,45867.5201,3005.8053,38502.231,0,5678.7421,51501.9472,37202.6224,56413.2211,0
PF3D7_0631100,176.6093,0,5388.0207,1831.0312,205.0407,0,1275.1252,313.2202,556.484,0,0,0,678.3713,760.5895,0,0
PF3D7_0631300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0631400,0,0,0,0,15789.9526,0,0,4221.1289,1071.3552,0,0,0,0,0,0,0
PF3D7_0631500,0,0,0,0,11267.1716,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0631600,0,0,0,0,0,0,0,0,740.8407,0,0,0,451.5539,0,0,0
PF3D7_0631800,900.2334,0,0,0,0,0,0,0,0,22481.976,0,2411.5598,0,0,0,0
PF3D7_0631900,0,1006.63,0,0,0,0,0,0,0,0,0,0,0,0,0,8979.1284
PF3D7_0632000,0,0,0,0,0,2798.3732,0,0,0,0,0,0,0,0,0,0
PF3D7_0632100,0,0,0,463.9427,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0632200,0,0,0,0,0,2883.1065,0,0,9188.0353,0,0,0,0,448.4998,0,0
PF3D7_0632300,0,2509.2095,0,0,0,0,0,386.8143,687.2352,0,48781.7739,0,0,0,0,0
PF3D7_0632400,2361.8743,754.7879,0,2040.5989,158584.7609,0,2436.116,2094.4161,4961.4042,0,196096.6792,0,0,0,0,0
PF3D7_0632500,386.8033,412.0378,504.3011,1024.8436,23052.3948,594.9121,177.3164,304.8904,2166.7395,146.3611,218.4672,921.0443,288.8947,277.6359,145.388,0
PF3D7_0632700,0,6808.0757,0,0,157560.5061,5460.9429,0,0,9323.1535,0,180486.0417,0,0,424.7557,25801.8072,0
PF3D7_0632800,616.7116,1051.112,80.4048,1491.9046,14956.2915,474.2581,565.4195,364.5835,4210.3028,155.5702,0,0,1250.2219,221.3286,9503.9554,0
PF3D7_0700100,0,0,0,0,720.9648,0,0,61.1859,217.4124,0,350.7388,369.6733,66.2581,74.2885,6224.361,0
PF3D7_0700200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0700300,0,0,0,0,0,0,0,0,693.4366,0,0,2358.1454,0,0,0,0
PF3D7_0700400,0,0,0,0,0,0,0,0,0,0,0,2860.2778,0,574.7937,0,0
PF3D7_0700500,0,0,0,0,0,0,0,0,0,0,2341.0684,0,0,0,519.3201,0
PF3D7_0700800,0,6667.3745,0,0,7670.3558,0,2869.2384,0,547.8284,11841.6818,0,0,0,0,71754.0144,0
PF3D7_0701100,0,0,0,456.3308,218709.6252,0,0,0,0,0,196887.8814,0,1690.6416,0,6948.4089,0
PF3D7_0701500,0,0,813.3973,0,0,0,0,0,0,0,0,0,0,0,781.6639,0
PF3D7_0701600,3391.0478,2889.8199,2210.567,1171.9114,6999.0295,2607.7536,3886.2665,2338.8137,11278.5714,2138.5434,0,0,6150.8368,3245.3242,0,0
PF3D7_0701700,632.7112,0,0,1311.9511,0,8758.116,1957.7984,561.0631,0,2154.6834,0,0,7290.892,3406.0596,0,0
PF3D7_0701800,0,0,553.7111,0,0,0,0,836.9068,743.447,0,0,0,0,2032.2523,0,0
PF3D7_0701900,2447.1568,0,2727.8952,126.8568,5682.2224,0,0,217.0041,0,0,0,655.5483,0,0,275.9443,0
PF3D7_0702000,1032.6003,16631.4809,0,642.341,3116.9658,1429.3461,426.0234,1648.2039,29282.8839,5860.8272,0,5532.2926,1586.5221,1334.1056,698.6234,0
PF3D7_0702200,2356.2813,10896.3605,9107.6961,2730.3224,64206.2872,12470.8693,3717.0016,11430.556,0,25488.83,0,8168.5279,6388.7124,12386.0553,13753.7315,0
PF3D7_0702300,6038.2216,7167.249,2530.424,298.1068,5341.1672,5970.1627,148.2863,1019.8961,1359.002,5222.3551,21193.1925,2310.755,966.3883,2012.2402,0,0
PF3D7_0702400,6310.1628,24534.6749,13574.5138,8541.1832,5901.5012,26689.2211,7050.8885,8859.7018,7732.2375,198.9733,69497.8377,9390.9808,7574.3341,3396.9353,4348.3089,2997.9318
PF3D7_0702500,5919.8873,60160.1201,35426.3084,11252.1882,53608.6021,16388.854,11397.8093,11548.9448,67773.1652,37184.0713,92282.3486,22201.605,16675.1112,13597.1804,0,23625.1139
PF3D7_0702600,8160.2908,109527.4712,9575.2014,14805.5927,845551.9598,0,12625.1943,19899.6077,147847.0169,0,601467.637,0,0,0,0,0
PF3D7_0702900,8800.5323,7874.7198,344.2151,3649.6486,2043.4564,36545.6212,11800.3115,9104.622,0,1998.0005,0,7858.3358,16901.7946,8843.4642,0,0
PF3D7_0703000,2882.6192,2496.1633,10692.8614,9351.4601,6585.3954,13515.1238,4603.7104,7915.9492,2490.4831,16572.2661,17016.3616,8967.4915,2500.2158,4405.0917,4403.8703,0
PF3D7_0703100,8370.9669,6878.8878,17306.1451,4546.0178,0,2758.8716,12745.5682,7423.0402,8792.117,1357.4825,0,6406.9374,7655.6172,5579.2573,5393.8296,0
PF3D7_0703200,27775.8829,17247.3482,46626.1858,35868.3758,918.0746,43784.1258,45369.3691,26646.5706,10278.1412,16157.7436,0,83144.6094,62457.03,40653.8442,47370.7359,27049.8725
PF3D7_0703300,92183.1614,26460.2852,44043.9564,42349.5657,12176.2952,7640.8255,50102.4514,39648.4609,33916.3279,28823.6931,768819.371,147869.3021,191883.4769,123021.8277,1244.8722,0
PF3D7_0703400,6028.5294,7819.5127,39114.0333,8272.3156,3087.8071,4908.7127,4023.4288,5031.3975,9777.0898,21335.1156,0,19949.1619,4937.696,4199.8314,17994.2863,0
PF3D7_0703500,51969.167,19571.68,66067.127,102298.1026,13761.823,80900.3753,70243.9192,69977.8911,2507.2802,107583.2799,6694.9239,58214.8602,37994.8665,48449.1689,82672.6546,0
PF3D7_0703600,905.093,10759.8018,2124.0536,5442.561,3993.0361,7517.0874,5041.1327,4334.0423,5133.3962,11712.6378,0,13577.6347,2955.0579,1559.1571,11022.411,86689.1831
PF3D7_0703700,23215.6349,0,8323.6351,10028.857,282257.738,13389.8119,14965.8628,9149.6448,10159.8467,5124.2791,78673.4028,65645.4392,23841.4507,24300.9254,1454.3459,937520.2946
PF3D7_0703800,9122.5165,647.8438,179990.271,26972.6572,0,22215.1707,9409.2679,14081.6952,5056.891,228204.6691,858.7357,21722.2612,11517.8954,18006.6447,523476.6021,2889.3795
PF3D7_0703900,7794.3835,6732.7297,24087.0889,19762.3898,89.5956,15489.3627,15083.8007,12899.6503,3343.5066,15724.669,0,18192.231,10708.3393,11258.3927,30021.9666,19798.6391
PF3D7_0704000,3647.4447,5495.064,12961.9047,6050.4937,967.9147,3606.3331,7040.4943,2633.7329,1641.836,12598.7352,264.8679,9212.5002,3002.1737,2412.3251,12808.7521,0
PF3D7_0704100,17856.294,7065.022,4822.3759,8178.9605,877.4976,653.89,39661.1323,28275.4475,3200.1997,4343.5139,0,7339.5666,42141.4159,61693.1621,10333.8203,0
PF3D7_0704200,5790.8962,2413.8336,8272.1473,3785.019,292.3105,14811.9427,8310.1545,4800.236,793.3358,10003.2852,29436.3803,6744.6721,7857.6953,8674.5034,283.908,111963.116
PF3D7_0704300,3559.8402,8873.4651,3842.9136,6495.69,14547.8767,1478.2807,1982.7385,5050.7593,9197.7891,6465.575,1447.6352,11061.9424,2803.0977,4369.302,4736.6595,0
PF3D7_0704400,118419.4263,34509.2545,46674.452,70581.3112,3785.3283,37910.678,97390.5565,113798.9855,7191.4132,25463.7416,0,55898.478,124234.6264,97026.8327,30000.3914,0
PF3D7_0704500,36691.8827,15013.529,9187.6763,24259.4074,8667.7274,15753.6109,51743.7293,37623.3147,16352.3018,23667.7569,15272.7597,20487.4135,52195.5122,41367.0074,39115.562,0
PF3D7_0704600,19706.6829,31455.8474,42093.7736,60552.8186,144071.4977,63838.0206,40020.3602,28461.1763,16837.3486,40181.3914,65744.1613,30087.8948,16930.0643,20814.2135,56570.771,1746.3847
PF3D7_0704700,496.7035,2476.2241,582.8268,3604.7685,1037.9972,2750.1879,1536.9497,1585.6448,14555.2361,0,1009.9406,10112.3876,3720.3663,1390.424,1344.2131,0
PF3D7_0704800,27851.0762,0,15973.7139,21623.9837,2029.9792,26796.2468,22156.785,16390.9838,1967.6426,11625.3929,22854.8433,24088.6528,26384.7924,17884.033,27461.9504,2136.0962
PF3D7_0704900,197242.914,93859.6966,47302.1802,50750.681,387788.8064,59787.0672,182653.1352,167246.996,88461.5493,3813.417,58547.6486,30854.1599,330885.6359,249564.8527,64938.2353,0
PF3D7_0705000,6306.0425,14106.6234,40696.9506,14928.2303,976.1624,7274.1257,10515.2247,5498.7483,6292.1394,27559.6877,0,17455.819,13826.7495,10070.9944,25361.7412,0
PF3D7_0705100,51849.1338,10557.5633,13639.4759,37581.3406,0,38108.2902,29342.4199,28617.4182,16626.4675,16667.4709,0,57360.475,30549.1425,18443.2109,14659.5413,0
PF3D7_0705200,636.2124,6099.4618,746.5251,3737.7643,1969.6874,3669.4083,1859.2636,2162.6433,7016.3179,3129.5428,7546.0128,1704.296,1832.8092,4452.3796,19728.5182,0
PF3D7_0705300,24788.4335,3752.3741,56450.7601,31786.7011,3976.0444,19187.9939,15138.7208,18510.6492,6680.1764,57388.3653,0,28833.1656,15190.4665,12290.8024,66569.2575,5578.5223
PF3D7_0705400,87687.3575,37363.182,195533.1679,78372.0322,12286.6495,86034.642,80221.1064,54072.854,7145.6104,189925.153,3415.585,98099.2913,56780.9985,54077.2217,234691.5399,0
PF3D7_0705500,26784.3217,12021.7805,67447.5685,51742.1644,4250.9764,25341.7973,47595.7747,47280.1502,6558.8331,40596.2195,509.927,16661.1118,22396.8134,30835.5861,63571.924,37746.4192
PF3D7_0705600,2857.8971,1906.023,15163.3227,8502.464,0,0,6536.2718,4076.8681,5481.3291,7052.5378,1894.8666,9320.0809,2267.0768,1337.8131,280.226,0
PF3D7_0705700,18150.4776,20037.6647,3226.9067,21669.0479,6385.5831,26646.9382,35740.1067,29263.8563,19063.6427,39958.6455,41937.6417,26520.977,10299.1791,7402.2003,37212.1717,37628.5771
PF3D7_0705800,216270.9661,151107.9276,67559.436,57827.9186,4177.8245,39849.134,148836.4482,136894.8871,26645.9186,58005.4445,1829.205,38559.0776,269878.7339,218901.5813,32056.0855,0
PF3D7_0705900,99587.8364,140130.6249,60088.4073,82172.8147,9560.3051,115766.7512,114662.1962,92874.3803,100949.4067,79162.8261,57555.4742,53769.108,128249.7633,128555.3088,17700.4707,61617.9229
PF3D7_0706000,48303.8067,38102.8108,76648.4417,73323.7387,5087.4237,49371.4876,39416.2642,52141.6796,5940.3746,60616.5158,15540.4252,38218.5273,23388.0923,25674.1206,77794.937,0
PF3D7_0706100,3936.0962,4402.5256,7505.1842,5271.0638,2189.6704,10215.7941,5666.8335,4871.9796,7234.7177,1675.5355,19174.3624,11422.751,6063.3003,5208.9859,3698.6574,0
PF3D7_0706200,419.8272,0,0,8705.2781,0,0,0,2978.2881,1984.2705,0,0,2249.2795,3628.3312,4520.0916,946.8042,0
PF3D7_0706300,27675.0627,17117.7353,14665.5123,13883.5425,55968.945,24715.0827,18416.1181,11874.747,65401.689,35975.9225,399344.9708,7174.4906,7715.4864,13456.4858,28186.7238,0
