Gene,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M
PF3D7_0721100,723831.69,596048.25,634187.531,60079.182700000005,15709.222,125583.394,395681.58,505887.884,293540.482,194653.239,152767.223,11539.468,7119.627,21325.557,27813.5218
PF3D7_0721200,2802.772,3739.449,9122.027,16134.15855,17916.875,13591.726,9188.691,15850.124,20228.704,16669.758,26833.572,124746.467,116627.495,92007.992,34346.1761
PF3D7_0721300,32933.078,48914.542,29015.488,22341.0716,78868.004,99300.427,68938.354,37673.198,33238.786,35259.587,21149.088,23689.911,12072.776,9865.73,14804.899
PF3D7_0721400,93077.735,94534.455,104196.502,12387.21195,7248.738,25704.979,55338.418,79826.188,54934.524,41486.509,23684.869,48498.304,31462.7,36067.171,20640.9061
PF3D7_0721500,18238.89,32828.475,62949.996,3247.8951500000003,1364.312,1460.861,3536.478,8351.828,11311.07,6019.975,7340.303,6032.731,7996.063,8754.442,5070.5423
PF3D7_0721600,645655.113,534444.166,364656.356,168879.78355,838108.978,1192412.107,950366.126,635508.54,370143.675,299872.026,188509.821,151587.232,116789.061,108771.34,20902.9491
PF3D7_0721700,0.0,25109.781,6755.412,10757.3727,5799.478,1605.806,1260.382,2760.371,13685.765,9265.343,12360.059,122771.098,98411.7,77657.895,96977.5857
PF3D7_0721800,347122.758,338228.953,314032.576,33791.61885,38755.103,61308.877,77699.288,123471.494,118773.811,82190.544,60724.724,172116.258,118989.269,69115.973,105838.8497
PF3D7_0721900,18323.507,10018.462,14999.033,37222.72255,33280.132,40026.877,34101.03,34635.468,44413.609,41897.005,56618.407,55333.082,34354.235,38706.195,85436.2541
PF3D7_0722000,31946.691,48804.083,59229.191,16266.73695,27412.868,30038.001,26371.644,18978.039,19061.131,15980.667,21388.338,14371.594,8786.501,18476.905,585.3971
PF3D7_0722100,4825.556,23408.147,18536.765,21980.6198,35633.163,31940.251,23786.702,32579.113,27491.202,19676.803,22171.81,19076.516,9757.247,7971.814,5275.5345
PF3D7_0722200,7852.916,23639.788,8336.462,244598.8254,21607.824,3985.804,1670.964,61214.343,241784.034,433574.152,402320.936,15994.845,14786.581,12676.604,1680.5775
PF3D7_0722300,40587.125,34039.393,36167.909,23627.37135,37813.758,33823.796,29445.139,20023.41,15745.384,20608.269,20341.002,21656.95,28158.157,21664.015,31578.1106
PF3D7_0722400,229569.344,203230.484,136424.573,97062.75985,188956.352,249731.648,277057.338,261648.094,179712.193,111309.56,99648.161,20673.65,13189.365,15733.175,1323.8685
PF3D7_0722500,41632.439,36562.438,55846.754,37848.4774,86580.862,72024.687,67248.634,64214.664,50940.254,58747.596,37929.793,28738.537,41911.126,51987.517,3834.0171
PF3D7_0722600,37049.987,62785.575,53671.28,77124.01329999999,110520.283,104891.484,76459.672,60847.343,81504.53,94859.127,75514.892,49443.274,40983.476,61216.912,35028.9041
PF3D7_0722700,102111.749,76686.008,93489.285,32172.601649999997,10579.181,14096.181,15731.801,40400.103,58172.004,38959.399,52410.301,108606.085,100721.239,96806.751,8636.8007
PF3D7_0722800,793.805,1330.1,1353.588,8003.6301,2443.925,1708.449,898.176,1016.496,7806.535,7303.346,8742.542,456740.782,802451.745,1064346.745,391045.9293
PF3D7_0722900,572.553,19286.484,35630.554,5749.5262999999995,568.993,137.026,119.583,3929.76,9388.398,9414.0,8040.094,87724.663,115007.286,161866.698,22082.4117
PF3D7_0723000,1902.396,22836.143,30621.26,9506.3701,11319.473,11641.856,17447.763,14780.612,11948.408,9088.42,9286.007,2490.498,3606.922,4106.907,0.0
PF3D7_0723100,0.0,2217.857,5685.019,3480.7520000000004,523.592,60.925,284.15,1774.777,4753.683,4255.668,5219.397,9344.909,12205.855,23254.767,0.0
PF3D7_0723200,1425.471,1277.119,2750.879,9556.6602,650.256,160.62,791.443,1972.285,11068.585,5768.637,11190.881,52523.798,79203.223,53948.109,30362.8496
PF3D7_0723300,880.655,6006.619,5599.419,87106.73705,5782.92,1774.799,4788.602,22008.903,65825.58,88513.828,108073.775,316421.595,486861.327,595796.218,322091.921
PF3D7_0723400,88227.454,46461.968,56812.32,34969.9047,119161.533,109337.99,71917.631,47730.457,42875.316,41493.723,26454.056,50617.623,41318.795,35729.436,19241.3063
PF3D7_0723500,69887.384,20928.571,20240.236,5365.17785,11415.564,10399.563,6629.473,8707.723,9196.421,5843.454,7238.927,26419.575,27908.439,13831.055,391.8445
PF3D7_0723600,155433.307,153550.063,154203.598,7483.0355500000005,49724.882,45346.398,38659.139,30877.552,14648.167,10949.417,10307.636,6333.858,11609.221,14032.409,0.0
PF3D7_0723700,6100.614,11222.495,13262.072,7623.22795,5271.073,12512.846,16671.168,17405.262,22312.809,21840.616,11024.686,114230.926,96158.962,95638.895,87039.2172
PF3D7_0723800,25089.087,11275.113,19286.526,25058.72245,2585.895,1735.218,11107.721,30552.584,46025.854,47514.571,40612.044,23780.389,32440.781,18299.481,46773.3538
PF3D7_0723900,51913.49,38496.319,36653.753,17526.892050000002,45041.948,56968.723,38684.758,45373.802,39299.914,38222.064,22150.089,38258.102,33993.56,20089.953,35365.8058
PF3D7_0724000,4089.834,4583.166,8594.056,2936.1702,1960.801,2640.554,3975.473,7060.306,8559.693,6649.894,4521.95,30420.972,45717.294,26390.914,9688.9162
PF3D7_0724100,40755.267,52811.31,63392.071,54984.243749999994,65024.553,82177.401,110578.711,122635.733,124464.712,141601.596,54165.966,33865.247,44042.897,24573.43,23230.1167
PF3D7_0724200,46336.802,151548.668,202914.822,11009.10575,20539.222,29568.119,39646.659,36948.149,28849.311,19624.612,13925.122,6391.672,5731.992,4957.039,771.2019
PF3D7_0724300,11848.826,11525.626,21741.003,4337.42925,3055.57,5697.025,12816.338,21383.282,15782.073,11415.04,8133.867,59533.272,35981.209,28490.844,36370.8688
PF3D7_0724400,6230.163,15795.629,30817.367,28751.01555,68437.492,72265.463,60203.186,47501.102,38044.68,35534.894,36022.13,39507.993,30755.156,24007.103,31596.1569
PF3D7_0724500,917.836,1693.214,1231.448,6294.8721,10270.6,7367.759,6797.84,5249.629,7049.098,6291.328,5445.767,7717.513,5727.516,2482.237,25745.0167
PF3D7_0724600,5235.889,5579.607,10465.831,7724.072400000001,3250.706,3204.926,10318.898,22430.927,21035.064,19976.348,13373.967,19041.679,17322.455,11434.094,89747.0214
PF3D7_0724700,8339.651,10663.095,14505.542,10053.13985,29275.18,26901.804,21671.934,18856.116,16790.395,15154.596,9725.503,26314.258,21523.292,14233.632,13989.777
PF3D7_0724800,35423.153,34744.065,27881.139,53848.520749999996,5761.098,1388.603,9670.128,32160.739,47526.563,31435.767,58073.823,51263.041,44157.212,47006.016,23322.7479
PF3D7_0724900,9362.37,5693.381,3875.905,21226.35245,2629.615,263.769,281.234,747.093,3360.744,8328.161,20005.56,146212.734,245058.86,265268.599,70438.5538
PF3D7_0725000,14166.01,9289.248,17001.388,28184.82635,3129.94,8840.382,28992.941,42414.493,50763.522,58795.029,37296.333,52846.274,43278.049,26597.768,35219.9395
PF3D7_0725100,6349.303,14127.702,15874.184,11497.416150000001,17299.834,17660.154,16948.696,18970.712,22100.759,19939.909,18065.192,14646.113,13494.931,6954.95,863.6116
PF3D7_0725200,99138.075,65773.612,78824.302,52635.98955,77183.208,72839.014,72073.235,86195.061,91080.597,68206.559,63083.562,36316.807,42759.847,30913.169,61976.4182
PF3D7_0725300,60169.743,18458.647,10920.079,37498.028600000005,64476.291,90527.581,68108.725,20648.042,17652.662,23286.966,40347.011,14739.139,16663.925,9962.711,27770.2261
PF3D7_0725400,0.0,638.244,517.763,483800.34415,63734.182,8275.768,2264.871,8853.351,60010.888,171657.061,634091.116,1375.572,655.075,1595.859,6759.8647
PF3D7_0725600,523282.01,251016.279,324664.62,,,,,,,,,,,,
PF3D7_0725800,128817.163,42083.039,152087.317,,,,,,,,,,,,
PF3D7_0726000,4388315.114,3522952.644,3295502.437,,,,,,,,,,,,
PF3D7_0726050,0.0,140685.8,67975.539,43483.5984,123609.367,55340.833,23189.821,23166.151,19256.293,19656.046,38344.862,0.0,1575.436,1275.205,0.0
PF3D7_0726100,610.754,8350.472,4967.186,31471.63875,409037.223,106435.642,26451.68,7159.134,5097.457,6330.087,20919.896,2113.02,2202.139,9601.588,321.2147
PF3D7_0726200,0.0,2914.257,2830.255,5800.01495,29937.965,113858.227,41417.13,8744.76,6109.251,6595.504,5505.028,54076.417,57518.634,60527.913,29974.3154
PF3D7_0726300,6416.927,6054.608,14888.728,12061.1294,13224.506,8112.476,9991.957,19850.387,22134.251,15998.511,14666.267,37487.641,38877.196,29224.111,137289.3967
PF3D7_0726400,8862.192,10067.798,16708.129,4316.332350000001,8657.606,8715.434,7011.093,11391.808,11388.969,9680.584,6853.479,11598.431,9305.315,6421.675,29114.5671
PF3D7_0726500,38239.694,25043.709,35321.132,28336.109749999996,59788.895,49833.036,59223.834,83676.252,77251.103,71088.535,37002.739,134757.89,109708.929,60072.372,112321.1341
PF3D7_0726600,33117.332,15735.486,22024.64,10009.2289,1622.852,1873.001,17017.373,27740.099,25463.649,19322.445,16000.394,28594.953,35947.781,39573.582,7093.5822
PF3D7_0726700,24632.415,48246.053,50827.723,39406.64995,4869.8,24896.099,71469.613,112506.27,132082.206,77661.364,67178.791,75909.041,68034.247,107836.024,89877.376
PF3D7_0726800,1903.38,26633.622,21438.879,4839.4075,804.952,6481.12,17548.496,15903.753,10926.778,6006.821,5858.692,99418.323,162873.207,512196.177,98227.755
PF3D7_0726900,176951.982,143283.712,103589.383,10689.51295,5065.246,28988.627,47540.315,36717.523,27130.308,20387.395,13887.432,30876.389,32192.509,29022.793,39594.7574
PF3D7_0727000,57136.064,20254.749,29203.652,10421.47975,4750.608,7260.108,15251.774,24910.405,24187.298,23899.984,14451.151,36902.322,56987.525,60291.294,24044.6509
PF3D7_0727100,16522.894,13529.854,18791.565,3919.35385,895.033,2032.789,7331.764,13623.618,16243.222,10562.166,8562.369,35942.252,31380.109,22693.997,2403.3682
PF3D7_0727200,128507.055,40916.751,41363.83,11372.2107,69034.83,62036.386,51464.875,24538.387,17735.947,14538.898,12432.613,26212.752,41289.143,65480.054,54525.6831
PF3D7_0727300,6393.63,21558.417,16686.664,8778.09045,33885.913,41615.74,31918.674,25643.463,20044.544,20733.956,9746.316,15413.259,18699.626,22495.217,39055.1313
PF3D7_0727400,59408.009,117151.295,143065.722,46208.2707,97449.555,145608.047,231384.042,338596.619,211258.533,137144.519,90876.415,36579.746,41783.407,31471.244,30889.4875
PF3D7_0727500,467545.2,170269.182,267466.847,6412.0725999999995,1609.51,4956.234,16720.22,31741.98,34487.349,19171.616,15993.249,7583.907,7421.402,5893.553,450.4899
PF3D7_0727600,24439.022,74594.822,46801.446,915.2779,347.983,4805.406,10794.984,4871.958,2528.565,1928.275,775.394,1360.252,1590.403,1318.909,0.0
PF3D7_0727700,3333.678,10591.371,14289.886,6613.035449999999,1154.563,6206.457,12533.278,14395.154,15978.866,10366.468,8553.637,6332.448,5543.976,6274.664,19058.3091
PF3D7_0727800,23909.404,34162.51,52468.957,10169.892899999999,13399.928,32454.167,38830.108,52293.992,35839.102,24276.308,17732.773,34832.0,29426.856,31436.335,34099.4257
PF3D7_0727900,12559.85,8498.961,8922.753,1445.1999,13447.363,5777.996,2731.972,3386.351,3326.795,2456.991,2596.892,11867.325,13031.869,8062.734,4068.5232
PF3D7_0728000,155501.548,159752.595,156612.448,53092.76935,166356.029,198638.021,243295.647,206360.01,134569.857,100127.934,69062.344,61449.49,66495.853,40756.311,28984.099
PF3D7_0728100,2874.665,6128.119,12615.851,3339.7457999999997,334.113,257.404,3858.712,10537.003,13760.252,11847.925,6304.382,8478.452,7915.687,5980.999,13514.5907
PF3D7_0728200,4019.544,12795.899,13064.82,10014.7144,695.571,332.064,4104.294,18818.912,27030.265,20899.175,13521.754,15103.825,21167.824,16996.45,40266.7482
PF3D7_0728300,3251.887,40943.192,43027.532,8849.38085,1057.161,2644.378,19479.562,31236.384,28970.417,19870.192,16698.186,383339.01,371545.062,302735.899,156596.5658
PF3D7_0728400,15041.382,25077.288,34577.954,5984.8673,1310.051,1246.762,13645.84,23460.536,21409.619,17397.092,11908.364,46551.189,50356.681,65371.163,124487.2206
PF3D7_0728500,413.425,7145.046,24750.44,2885.01515,296.676,42.578,242.335,1413.283,3054.735,2000.066,2392.521,6300.33,5961.92,10420.059,543.583
PF3D7_0728600,6116.929,6307.551,16622.878,40063.0242,2322.643,1606.835,8613.499,49440.223,92387.387,95893.628,44624.329,92893.995,81307.348,69095.868,150042.5264
PF3D7_0728700,633.514,919.525,1557.751,8941.8334,514.607,234.748,1746.229,5706.873,14877.625,12074.558,10484.061,59099.649,100455.058,109065.032,100649.5461
PF3D7_0728800,3916.766,13037.729,19173.691,25712.35775,9858.671,17924.218,61526.514,78762.756,81003.629,50318.549,43999.551,126252.093,98363.988,155961.837,178790.5116
PF3D7_0728900,16206.225,17225.323,31206.367,16019.91365,37317.666,38731.268,45181.442,50806.1,50753.036,34728.043,22740.379,44336.216,41373.615,34239.915,68117.1892
PF3D7_0729000,157431.909,51295.57,69458.617,5493.21775,11953.946,9455.487,10956.555,14714.288,14452.432,8028.695,7023.958,14647.929,17003.329,12390.146,1756.1913
PF3D7_0729100,12083.369,34403.028,48152.321,6000.8948,1922.935,3784.329,10972.05,19415.491,17005.822,15096.508,9826.866,38627.773,32877.523,20518.287,33413.903
PF3D7_0729200,18625.524,27524.591,46135.26,3188.4642000000003,1056.136,1537.804,20410.77,28588.906,18202.078,9200.314,7915.394,10791.477,5794.824,12919.115,0.0
PF3D7_0729300,48773.438,35402.992,24057.745,26652.49745,96142.991,90165.682,69279.034,32792.174,24237.034,24294.842,21449.622,8834.068,11354.822,8300.893,10251.3753
PF3D7_0729400,75917.964,68302.698,48205.814,27077.62965,97801.963,110349.178,88001.916,47489.111,32441.984,23789.299,21094.712,83762.359,79948.5,64434.323,97459.9951
PF3D7_0729500,23336.801,23352.391,20988.282,37410.44015,41981.158,56848.239,55882.703,40860.302,30517.118,28324.266,40315.316,57680.74,39478.672,23751.981,91842.1262
PF3D7_0729600,11905.02,16426.72,30892.977,16603.13865,2041.853,2574.936,23284.085,46232.268,49511.88,32962.687,26676.999,10217.624,4869.598,3682.298,14217.8725
PF3D7_0729700,0.0,6771.966,9798.773,8284.75405,814.886,129.572,634.114,1753.447,7655.812,8492.493,12885.298,17226.242,22425.905,12760.993,59054.9609
PF3D7_0729800,,,,2685.0246500000003,182.01,13.68,36.185,89.681,1685.613,1934.133,3523.241,7872.978,1631.051,5515.247,28203.8926
PF3D7_0729900,29.808,547.361,455.722,2806.61965,313.355,289.806,687.366,776.917,2746.821,3147.073,4234.477,32699.385,38294.866,33817.925,57024.4532
PF3D7_0730000,38162.218,31115.221,38461.976,13983.187600000001,2337.441,4801.585,12960.184,10718.531,18596.103,15586.958,17666.598,270051.351,327544.476,337422.983,379498.3161
PF3D7_0730100,2996.781,19793.279,12414.484,3440.78825,991.32,6086.847,15338.59,5492.901,5996.222,4722.054,4582.957,13048.706,15004.055,9473.788,358.2048
PF3D7_0730200,15794.576,22994.759,17567.865,8145.62015,12876.099,12451.851,11318.168,14310.781,8749.778,8021.191,6806.897,13928.075,12827.56,8212.06,18042.2789
PF3D7_0730300,210750.802,301156.141,112747.478,1637133.7212999999,1061247.97,479374.805,442233.366,206669.958,129516.486,246159.095,583909.365,26997.135,22476.218,8683.725,8807.2318
PF3D7_0730400,614.342,2257.942,3455.8,473654.68795,59239.147,11384.539,15367.964,28746.987,113649.04,259676.835,709605.788,89647.216,56878.651,73138.18,402261.5893
PF3D7_0730500,13162.605,18336.235,31386.81,41427.8043,3835.458,2212.155,17960.48,34143.574,49753.309,58206.418,49374.194,6150.336,6167.794,7172.861,3577.5383
PF3D7_0730800,0.0,8207.548,2081.432,818417.79045,838916.928,466982.776,74735.898,13239.593,18917.059,29841.645,271616.304,1426.332,6903.419,1138.239,398.4247
PF3D7_0730900,0.0,366.078,159.559,165693.0803,113199.619,279199.752,81139.282,21666.524,8765.098,14545.206,25667.999,951.535,1419.987,323.748,127.5312
PF3D7_0731100,20690.404,6747.903,2795.956,504516.34115,650002.151,295847.157,67592.853,31494.656,36937.559,61480.436,155007.581,12958.231,12379.468,8017.369,38410.0075
PF3D7_0731200,0.0,0.0,3726.114,107794.36074999999,118267.675,29923.053,7467.576,13785.778,15776.146,14201.67,61186.638,832.118,2085.062,618.18,0.0
PF3D7_0731300,,,,125277.17125,253676.201,370300.872,105137.718,60114.037,32189.931,20606.289,23445.515,1190.631,145.558,332.138,177.8389
PF3D7_0731400,0.0,3479.503,11114.289,,,,,,,,,,,,
PF3D7_0731500,0.0,1342.44,2132.755,1764763.45915,233605.616,36201.856,11106.453,8645.137,85863.664,304873.924,1107204.392,43119.795,3389.182,709.24,10773.3364
PF3D7_0731600,43624.262,92547.128,97110.768,54129.92395,34895.787,137532.744,295163.0,398626.972,186466.02,236470.727,76802.282,3198.227,2755.821,567.754,137.2211
PF3D7_0731700,4090.151,1893.956,9330.93,4884.726500000001,2353.301,6000.916,13739.915,27520.398,15929.614,14758.064,7002.537,0.0,782.787,608.377,3073.056
PF3D7_0731800,0.0,281.376,547.103,27048.9757,29178.303,7771.361,1530.268,4430.235,14624.533,12575.574,26621.056,63111.84,66742.969,24549.173,45827.4621
PF3D7_0732000,197336.393,313247.523,268571.46,842.73755,166.36,1386.467,8773.194,918.051,1375.57,939.719,845.901,1683.957,0.0,0.0,0.0
PF3D7_0732200,,,,514.56535,432.66,5696.286,6817.205,417.128,850.657,943.484,956.609,0.0,89.298,0.0,0.0
PF3D7_0732300,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.589,0.0,0.0,0.0
PF3D7_0732400,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0732500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.137,0.0,0.0
PF3D7_0732600,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4519.779,0.0
PF3D7_0732700,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.083,777.521,0.0,0.0
PF3D7_0732800,,,,0.0,0.0,13.193,16.668,17.194,20.268,49.428,0.0,0.0,583.132,0.0,336.8641
PF3D7_0732900,0.0,218.11,0.0,5326.172350000001,4469.038,41497.631,45522.715,3078.629,6403.216,4978.951,7124.856,8239.212,1362.318,767.168,0.0
PF3D7_0733000,0.0,0.0,10.968,9137.3079,1234.581,550.375,720.165,2505.369,4685.152,6284.232,6241.612,4920.816,1270.803,1600.271,3638.7243
PF3D7_0800100,0.0,79.947,679.198,3221.06685,482.267,625.892,325.724,693.565,1911.851,2072.437,2138.549,9790.884,8698.176,6090.614,165.9374
PF3D7_0800200,0.0,104.339,158.542,549.31635,165.918,88.686,50.128,118.842,339.532,313.873,471.797,3416.001,4320.952,3087.417,114.8567
PF3D7_0800300,0.0,178.298,499.825,3251.24535,362.918,692.066,1645.947,2337.899,3106.441,3706.062,2784.871,6275.259,5578.245,3234.74,1087.8502
PF3D7_0800400,0.0,1838.048,2428.726,6841.36395,8659.715,10549.169,9831.68,787.387,4185.717,4783.378,7710.226,5019.137,7660.921,3407.049,59411.577
PF3D7_0800500,,,,758.86675,1544.761,864.075,470.909,112.963,221.424,155.901,584.78,0.0,0.0,709.247,0.0
PF3D7_0800600,0.0,68.31,276.338,1808.1928,205.249,244.512,109.032,960.056,4578.271,1661.657,3681.388,13955.886,9056.016,5131.781,2427.3135
PF3D7_0800700,208.044,2043.541,928.254,2172.4887,336.497,480.703,295.969,994.109,4528.283,2456.72,3031.183,2757.143,1306.521,1937.485,273.5426
PF3D7_0800750,0.0,1404.225,713.68,,,,,,,,,,,,
PF3D7_0800800,,,,19859.35165,4358.011,24360.861,5160.776,427.587,3464.591,14338.975,27349.648,0.0,185.688,0.0,0.0
PF3D7_0801000,12202.746,14397.668,10439.502,133248.9522,364195.123,399844.466,230498.189,67628.326,35929.109,36599.443,52911.921,7053.541,2759.265,16025.095,5481.0466
PF3D7_0801100,206342.104,385292.911,532550.109,,,,,,,,,,,,
PF3D7_0801200,583303.29,1212036.048,1381093.418,,,,,,,,,,,,
PF3D7_0801300,0.0,31991.907,25052.447,64612.7681,5404.654,2655.506,1301.222,3852.81,11711.276,12347.429,20740.293,82277.193,107019.251,90480.535,728507.2098
PF3D7_0801400,0.0,253.414,86.039,7263.8807,927.02,652.668,184.66,357.493,3973.508,6326.653,10054.55,100372.621,99478.706,42945.125,27577.1039
PF3D7_0801500,241298.492,208818.626,199241.54,26032.76065,75098.872,85992.15,68837.582,37227.766,31972.662,23373.716,23602.289,22174.06,19591.536,19793.788,59139.8308
PF3D7_0801600,5144.755,40407.815,31051.488,3276.415,559.815,694.38,4314.063,8613.734,9789.5,7917.805,6625.757,7106.209,16886.621,14114.666,90107.5584
PF3D7_0801700,33662.013,52577.307,40008.338,17995.1451,12042.591,25548.068,48066.945,51712.966,51274.872,54546.043,24915.94,31678.774,29677.377,22391.948,33215.1202
PF3D7_0801800,18253.761,44441.673,38398.206,29828.90565,84091.596,133093.929,130422.884,86706.059,47837.568,44027.366,30285.205,70735.984,77612.039,41305.994,86057.1571
PF3D7_0801900,38655.095,25448.576,15420.336,22652.59875,8188.512,7420.495,6195.943,7792.958,13644.331,22563.133,13880.887,37714.359,34935.288,34763.774,15923.0626
PF3D7_0802000,61361.762,108004.037,89242.316,104308.7096,70045.073,438495.526,586904.701,388219.483,252531.616,203260.306,119739.881,145259.328,127870.234,56516.506,100884.8402
PF3D7_0802100,3474.47,2110.197,13330.015,26928.223400000003,2907.443,556.163,2961.52,27256.055,62343.338,57018.889,48040.149,83452.596,65036.047,40839.521,144960.2937
PF3D7_0802200,374300.997,179255.65,294273.257,56218.0027,18906.88,93851.014,590409.864,561125.358,217585.285,201660.413,85307.972,482255.169,665308.73,1260819.495,508979.7634
PF3D7_0802300,31153.946,54013.424,32310.44,20550.42945,64737.771,78415.596,66788.443,39854.788,36914.229,29909.696,23239.983,34668.796,32324.533,35417.137,61574.0992
PF3D7_0802400,24607.548,27592.167,25139.094,31054.37605,54408.689,66738.178,59471.841,58451.229,58689.118,45719.291,28670.198,51175.798,40704.47,29407.328,18891.7375
PF3D7_0802500,21603.728,9057.357,12546.939,27230.1253,13009.277,12934.451,9784.363,17863.407,30280.761,27891.477,39073.107,17193.557,23957.582,30335.982,14077.4483
PF3D7_0802600,224.761,1986.979,2678.284,93058.78695,4805.414,1560.082,1476.531,16526.735,72065.721,101227.938,111721.635,22832.03,16647.158,26004.1,15441.0367
PF3D7_0802700,99484.855,32059.717,75682.228,9537.2029,543.415,260.806,942.034,7003.896,20536.601,13881.554,14649.992,22259.815,15736.733,26700.307,13828.7518
PF3D7_0802800,0.0,7971.635,19217.524,72847.14805,9370.258,1813.451,2824.746,45265.924,98891.515,125616.36,141504.883,59219.007,59150.305,32450.601,25962.6274
PF3D7_0802900,11680.292,33058.923,32899.602,10241.98845,2244.302,8404.126,18110.402,16492.795,20030.426,13968.151,11499.876,37115.305,55684.717,28750.424,19803.1975
PF3D7_0803000,54233.466,62058.243,65128.236,26935.43215,65802.825,66444.607,55976.181,69471.893,64949.379,57667.683,39878.477,72945.905,96548.018,73091.932,55271.102
PF3D7_0803100,31290.72,57903.441,63552.529,60488.273,102209.538,91239.896,73485.459,62266.322,85933.526,98189.895,52601.618,20353.208,23660.055,22204.118,17662.5398
PF3D7_0803200,2967.889,4494.969,14927.491,36310.95955,3943.418,1081.882,1725.279,30842.822,70414.224,80581.91,61565.224,30262.559,43907.251,51183.507,44370.8824
PF3D7_0803300,0.0,10616.675,15921.771,20342.76035,1427.79,3739.525,14736.136,31175.086,47455.157,30223.501,31688.08,52741.805,50569.043,59059.124,39289.6744
PF3D7_0803400,67399.625,83870.611,62263.881,51712.3575,3397.761,1717.215,21416.456,79364.143,111013.836,111731.247,58587.804,337530.635,495773.826,619745.117,221870.1212
PF3D7_0803500,4409.732,19942.001,18530.157,38826.2762,12369.747,8851.393,9721.942,10610.236,16231.52,23637.877,51294.205,34595.096,26966.422,20852.842,15382.5594
PF3D7_0803600,15737.596,16107.689,21547.132,55835.89595,18708.921,17697.407,14902.873,31477.158,56276.582,64350.166,61543.851,18257.171,12798.11,12681.376,12098.5659
PF3D7_0803700,185415.303,110996.997,93536.3,19649.75075,5555.909,10728.398,39743.085,58776.788,49319.169,47248.293,26823.635,162664.035,151079.353,126461.55,131206.5309
PF3D7_0803800,276504.238,167282.984,177774.5,153379.50035,117922.377,168120.38,220671.422,312938.596,349172.187,333417.281,206731.849,167714.862,129825.43,146608.66,60440.6493
PF3D7_0803900,0.0,8140.895,6827.574,,,,,,,,,,,,
PF3D7_0804000,18456.0,20367.01,23766.811,38323.3089,54358.1,70538.871,68548.817,52659.117,50167.167,52876.955,38459.569,13655.253,18805.726,16141.462,11172.8143
PF3D7_0804300,13537.825,21496.45,18516.078,13037.67535,27956.371,23491.878,16304.128,11444.274,16078.212,12834.938,12364.128,159965.1,203898.769,366730.089,85212.3792
PF3D7_0804400,36763.932,17541.062,27553.764,7687.2906,1941.417,2997.943,14832.458,30124.736,28519.546,16856.792,13976.919,15570.412,11854.126,14643.845,1418.1257
PF3D7_0804500,18273.696,14253.577,24453.657,16219.06005,10047.199,21264.462,28959.81,40726.371,44313.531,44390.189,24212.346,22916.215,18153.984,11284.474,70617.493
PF3D7_0804600,8044.606,33029.149,32760.43,14488.06475,46673.591,44897.531,44591.369,38578.04,28029.109,19016.875,14627.73,17394.268,7697.608,16441.196,1427.4665
PF3D7_0804700,1151.122,1401.344,3825.691,8561.4589,5298.165,2182.323,1827.45,4645.962,13398.108,13104.786,6086.962,17014.472,48896.112,60989.667,48533.8219
PF3D7_0804800,155247.82,83865.699,135595.435,20982.54855,186619.66,133167.883,98434.921,84706.586,47165.314,34952.119,26718.397,17545.733,21101.109,21743.014,80739.4874
PF3D7_0804900,9628.325,23040.328,25239.906,83890.0441,40969.317,54181.576,47721.297,58857.113,80240.834,81144.453,127690.033,71359.548,60960.808,53756.626,84928.749
PF3D7_0805000,1365.913,7082.702,7618.353,9620.47965,2476.75,522.047,5208.511,25773.766,26952.969,15199.02,17882.237,15098.002,15030.572,14269.966,24694.1997
PF3D7_0805100,1164.495,4193.79,2454.896,27936.31085,1941.515,703.229,616.286,5145.867,22847.76,25337.927,38786.061,78887.266,93258.828,103525.814,69993.6824
PF3D7_0805200,21308.006,941.025,4507.642,995172.1779499999,124237.963,24352.349,6356.069,3160.271,34246.778,57474.604,509182.313,49327.923,57670.004,50552.627,3306.0541
PF3D7_0805300,14365.576,3447.662,2911.006,28706.765499999998,6268.418,574.153,1122.234,1965.068,4983.974,15565.864,35510.046,29590.943,39717.992,74038.25,22614.4422
PF3D7_0805400,4260.574,74519.793,105257.871,14045.0464,24146.126,38285.42,33893.092,22048.0,16111.559,9875.857,12844.768,24271.885,16073.114,25590.351,37812.9933
PF3D7_0805500,10451.13,5426.905,13667.654,7995.4775,14065.881,4931.28,3762.987,6718.68,8411.578,7617.438,9403.296,6630.542,7895.683,5657.384,3165.923
PF3D7_0805600,4194.119,6099.792,9056.75,173517.9104,111028.077,102772.323,109406.989,52909.029,43988.857,48117.363,146309.687,9361.507,16754.747,6960.528,0.0
PF3D7_0805700,1967.152,16653.467,23327.826,33624.38825,3483.285,1064.243,9225.727,51847.55,85562.897,85862.736,57607.136,18486.791,15468.12,10627.408,8760.0395
PF3D7_0805800,3512.535,0.0,397.943,1523.4479000000001,91.426,78.128,25.736,971.771,3706.93,2006.799,2588.97,26227.658,35887.797,57232.899,12931.4664
