Gene,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M
PF3D7_0203700,95827.889,39751.365,27109.921,39700.11145,121904.64,112933.061,92432.155,45509.01,36509.974,29536.732,26362.435,64890.416,65392.184,52133.274,22407.6997
PF3D7_0203800,352.239,2698.87,3744.229,4526.608249999999,742.235,494.59,7497.849,15618.81,14209.701,8355.208,6411.268,223888.246,262927.499,600861.021,192509.5284
PF3D7_0203900,12725.144,32359.317,25167.181,8635.804,1338.688,6764.197,40682.677,49972.81,36181.776,23686.242,18287.019,67679.801,59066.36,48895.731,41407.3843
PF3D7_0204000,1695.098,4075.334,4867.484,3880.9304,391.637,1526.899,8266.292,14105.006,13502.506,8727.55,6327.829,16161.493,20600.406,9539.805,48222.3303
PF3D7_0204100,1214.834,6083.464,10412.991,21789.52535,3062.138,1383.324,5768.797,30379.994,45674.697,54328.33,46655.356,49320.559,53167.493,29977.081,27019.9145
PF3D7_0204200,6472.192,7423.625,20581.523,170658.84965,100414.712,128725.476,104356.592,95583.711,92370.912,110277.484,227992.567,38980.872,46505.402,69643.673,92392.364
PF3D7_0204300,3995.676,11046.516,8288.139,21610.749499999998,109636.757,90239.919,86506.381,63523.994,37299.317,30000.714,21321.512,14301.711,14217.168,16221.912,11768.1285
PF3D7_0204400,1034.027,7207.918,5058.782,5327.7043,31673.842,25822.524,30284.053,21654.689,10169.153,9274.862,5688.731,1622.386,342.167,385.935,1359.5683
PF3D7_0204500,10590.571,27715.39,31599.108,10435.9812,64107.872,52701.531,60402.691,55084.672,29895.835,24492.67,18499.75,8412.557,6375.669,6577.456,0.0
PF3D7_0204600,50945.893,12214.073,12123.091,5640.106949999999,2451.892,9422.844,21202.026,16711.094,13003.915,8184.694,8126.605,9415.019,7841.563,3737.966,1192.7866
PF3D7_0204700,58550.536,40956.396,38622.66,84722.7769,113749.03,164209.284,138083.169,102715.518,77660.399,66038.813,89993.533,171025.997,185925.452,139525.461,48794.6539
PF3D7_0204800,20539.445,66073.045,51570.434,9354.8396,1694.136,4003.23,32535.211,39026.828,31804.116,21159.161,15765.416,45987.455,56601.296,25374.42,53742.7224
PF3D7_0204900,9390.654,36806.573,52605.025,22043.24535,2586.787,5339.216,36412.173,66412.459,63830.966,46191.4,31533.481,171857.962,145721.608,241651.651,544044.0869
PF3D7_0205000,20985.944,6275.252,12553.873,25256.3786,2126.66,928.879,17830.505,30807.013,49031.347,53728.1,36515.498,56019.525,40198.835,22439.363,58071.2766
PF3D7_0205100,22093.055,21685.964,24979.401,22525.028850000002,1225.59,920.452,14993.565,35437.387,48666.037,58514.24,29765.285,51172.417,43657.082,15200.226,169724.3438
PF3D7_0205200,0.0,1527.08,3639.145,18893.2026,864.953,374.535,990.762,6373.834,27330.34,15621.757,21384.708,20887.741,9262.636,29579.84,1180.5032
PF3D7_0205300,5876.993,2402.593,1909.852,1872.57035,186.223,137.983,1634.267,1790.268,2544.975,2578.715,2505.25,16377.899,15493.101,16481.609,37017.2405
PF3D7_0205400,54540.702,102363.146,96969.876,9751.902900000001,40773.407,36200.507,39104.641,33570.504,22927.698,20703.111,12511.611,26295.888,31981.29,27762.512,37107.1507
PF3D7_0205500,25726.881,39008.169,47090.775,22517.1788,99165.094,101130.542,84666.637,95255.792,73594.529,40468.375,34096.791,28085.717,35874.928,45418.396,35037.1618
PF3D7_0205600,9664.588,23572.303,23387.292,11799.9946,4361.153,4992.216,17489.732,23168.332,22391.772,18223.406,15150.543,54432.669,56138.016,22366.376,162434.0256
PF3D7_0205700,8737.725,5762.715,11995.193,12686.384900000001,98153.684,57243.625,14733.757,14945.946,17529.123,10440.513,11603.173,12939.874,11993.242,25143.108,5195.9883
PF3D7_0205800,1442.452,4289.597,20193.75,21290.74905,6296.178,9039.035,18831.259,53708.573,61961.41,35621.376,34985.31,44637.043,28730.831,53945.181,8534.5941
PF3D7_0205900,160270.892,107993.149,92831.457,115906.39934999999,53473.507,108478.888,168538.631,230424.71,235813.87,222142.831,164515.171,90267.354,98244.531,144321.561,49044.174
PF3D7_0206000,7826.614,14837.228,13943.176,32205.73495,29395.738,21098.553,18926.97,20850.888,26982.998,29987.664,36669.022,38921.352,38090.694,24655.69,13080.0534
PF3D7_0206100,13790.394,14433.053,8058.413,15230.41895,22518.152,16073.638,21123.521,19280.064,14470.28,10832.5,16462.544,13941.082,3485.704,9829.393,23149.2161
PF3D7_0206200,5466.798,13050.106,8666.071,115213.003,17782.565,4048.299,5633.757,11385.823,39561.037,61258.492,144424.794,96389.575,154619.72,108474.741,108127.1205
PF3D7_0206300,9920.148,9451.222,19414.17,,,,,,,,,,,,
PF3D7_0206500,12766.139,37316.615,24886.045,33767.23005,42502.496,42255.84,25951.948,32635.526,30095.994,28365.893,30082.69,43277.966,39005.667,81741.478,67197.6165
PF3D7_0206600,11742.833,5404.449,9033.735,3460.12,7844.999,5452.811,5344.466,3718.739,3825.562,2594.543,3281.924,8033.348,1472.946,827.513,4182.6491
PF3D7_0206700,,,,1020352.8709,177848.354,75431.641,67511.207,267504.487,736964.142,1267231.384,2034940.406,195428.446,42669.692,49052.582,9065.1467
PF3D7_0206800,,,,1041684.5764,180169.154,74363.161,69185.849,276222.83,749615.45,1294507.334,2068191.571,236286.598,187361.724,304486.739,73339.7774
PF3D7_0206900,9217.657,21416.178,34274.191,225659.27615,19994.216,6067.226,25445.327,28001.721,56023.527,77327.828,250309.02,6648.875,313.366,1085.156,342.5866
PF3D7_0207000,487749.146,431115.166,372534.784,167548.1731,15703.202,4176.52,23908.977,109613.602,172475.254,209712.991,294164.836,47879.248,39648.464,27200.676,477.7007
PF3D7_0207100,22885.094,23163.465,41439.998,156794.64364999998,12426.835,2872.093,16174.896,31562.368,71358.123,108567.556,161554.79,57219.349,47318.554,58978.439,43813.8405
PF3D7_0207200,20840.895,15713.714,18961.422,35002.93665,2965.504,1612.088,7591.914,10597.438,19436.541,22835.718,47624.109,101258.162,118090.74,157124.908,183335.7249
PF3D7_0207300,57426.548,3870.618,1536.777,8721.31975,485.229,9.492,28.091,828.095,3951.205,3204.68,7191.644,1154.754,9806.496,9308.351,0.0
PF3D7_0207400,45485.193,96159.393,854994.626,61318.59115000001,6079.195,1260.379,4397.291,117305.179,145845.053,167726.752,82138.213,3127.406,6957.332,3238.222,8888.4607
PF3D7_0207500,0.0,4076.164,11324.778,62774.2991,9104.181,2517.892,5373.838,205156.367,251777.621,204433.875,141589.985,2628.323,1520.706,1143.376,545.0522
PF3D7_0207600,115.992,8963.793,22775.283,325734.58245,40731.35,8744.5,7524.606,1023576.223,1342183.792,1409527.735,586280.332,19493.607,1486.739,3580.516,610.0407
PF3D7_0207700,0.0,6618.244,31786.958,61159.19835,5155.197,1148.747,1512.771,131855.027,208678.002,245027.96,96568.486,3323.616,286.75,0.0,162.6365
PF3D7_0207800,13615.736,22507.262,40837.082,35805.74185,6564.373,1265.617,1533.294,65006.49,95489.585,119476.096,72776.563,2981.643,965.946,1561.474,0.0
PF3D7_0207900,484416.442,615075.022,869266.035,22193.66585,1033.205,321.981,777.576,20548.808,44469.779,52447.408,26736.53,6167.38,6503.676,27147.159,0.0
PF3D7_0208000,7058.469,32333.357,49503.622,48480.81785,2784.033,783.172,689.074,45255.078,106167.784,128050.883,75679.234,10147.987,27483.502,32377.562,33073.5661
PF3D7_0208100,128604.383,111221.106,108177.88,23163.0919,2101.043,1645.871,21732.713,63546.65,81397.795,79075.831,33465.638,31380.257,34784.877,39632.318,33312.9111
PF3D7_0208200,331790.478,147878.767,161212.286,34909.9443,128697.442,130013.477,127115.594,77441.081,76652.681,46507.157,40526.355,15281.282,29921.052,18787.279,54025.4039
PF3D7_0208300,11958.528,15792.801,16464.416,5106.07525,9267.319,10390.03,9669.414,10018.044,10881.904,8080.0,7272.414,13110.908,17006.452,21612.099,32639.5261
PF3D7_0208400,10432.333,16088.696,28199.705,30491.9062,22997.097,19839.982,20289.976,34738.849,46431.338,54625.001,36421.511,28620.23,29359.161,22383.054,40476.3505
PF3D7_0208500,86108.27,80350.399,119408.528,7906.60405,1045.107,1619.562,16576.33,26115.105,20885.908,13480.741,14615.121,21065.113,19919.817,24967.855,252.824
PF3D7_0208600,17907.758,49464.066,59181.204,16210.86185,2426.323,9105.038,47256.268,70203.519,72140.523,43125.262,30722.942,62396.345,62260.853,41051.897,4307.1279
PF3D7_0208700,9257.888,20980.603,20677.104,20887.0527,33301.552,66667.355,79961.472,49068.25,61171.109,40671.075,34074.758,49025.587,49510.252,70493.729,9211.6482
PF3D7_0208800,12976.592,33892.913,33551.841,3731.3949000000002,13905.944,16811.531,14250.754,13350.253,12345.7,6206.172,7078.458,11152.983,12992.624,22599.474,13901.2802
PF3D7_0208900,3879.901,3081.647,2545.169,475.63505,297.085,218.36,45.762,85.69,1145.316,630.532,763.214,8286.079,17609.448,8901.459,126532.3442
PF3D7_0209000,0.0,638.735,161.351,273.9898,164.419,45.066,21.142,34.104,130.659,197.991,254.273,129523.498,131668.503,59837.39,241443.2237
PF3D7_0209100,12755.21,7483.419,13802.062,22300.49615,43798.213,26615.654,21122.027,40129.939,42697.479,30691.096,25099.545,65208.708,53074.383,42105.82,183147.4043
PF3D7_0209200,16341.611,31615.809,49549.28,13833.22235,45269.46,50680.616,41705.461,42591.128,31586.823,29873.467,16941.675,6646.12,6708.913,3190.735,4365.5069
PF3D7_0209300,8023.694,17522.157,27420.001,14319.7498,12932.724,28079.281,56416.571,64342.229,59124.134,27749.163,28823.512,75520.61,46745.282,32675.691,48178.2701
PF3D7_0209400,1750.8,8818.009,21915.414,12941.81455,25493.947,30458.934,39043.66,50967.253,36469.04,17324.255,13789.282,11612.905,11685.948,23409.626,22392.198
PF3D7_0209500,0.0,4835.48,3838.484,69947.15595,9531.108,1007.298,274.964,1975.969,12048.591,23849.646,48871.445,9358.462,20098.728,14931.41,0.0
PF3D7_0209600,0.0,109.644,3989.904,31608.19135,3492.57,701.609,828.308,21102.842,48942.166,48015.629,48651.45,3383.113,4659.055,6447.543,7623.7594
PF3D7_0209700,8078.698,25323.95,24093.377,93115.76245000001,214634.245,153901.727,59772.258,41701.01,49491.725,49480.374,90107.571,75685.566,69096.0,58642.636,81360.7924
PF3D7_0209800,273139.294,303162.8,258963.228,147514.22135,434032.43,486245.079,506110.209,419101.286,282015.095,222096.52,155410.739,112004.981,103083.378,164185.141,104381.0349
PF3D7_0209900,6842.261,22248.085,24607.865,,,,,,,,,,,,
PF3D7_0210000,64452.19,194954.346,210775.63,82939.812,154973.863,275015.112,173021.473,220611.942,207215.712,157874.808,124027.581,153345.552,260593.933,322093.867,42290.8477
PF3D7_0210100,304695.288,160410.986,244182.219,98700.37210000001,441175.319,622595.947,480007.388,307287.387,152118.665,91487.04,86632.242,23849.473,32958.819,36193.555,49372.4057
PF3D7_0210200,8093.569,20371.382,32222.306,19581.98455,2866.463,5539.93,31044.385,53663.319,59305.716,54289.667,30054.738,48180.639,47516.907,24038.163,292966.9094
PF3D7_0210300,21442.936,37022.755,38681.042,22306.250200000002,3153.597,10173.066,38316.799,77987.498,81550.538,45844.746,43175.612,173577.044,225126.402,277641.233,896563.6233
PF3D7_0210400,231815.81,77918.502,102289.929,8483.9627,889.396,9133.624,31257.965,40885.949,31967.766,20267.952,14297.472,8059.788,5423.526,5621.54,0.0
PF3D7_0210500,53819.945,56512.849,65344.854,6183.1960500000005,1612.527,6179.993,12500.175,7296.618,4324.096,3648.327,4794.698,4720.903,5673.42,5782.52,543.8273
PF3D7_0210600,4474.987,5818.871,7671.415,238368.72095,25020.059,3792.355,2118.444,9929.94,65849.592,138869.643,382768.08,42714.408,93138.053,126715.56,37286.7687
PF3D7_0210700,4260.574,5890.414,6598.556,42060.13465,9701.423,2857.154,4243.704,6953.698,16549.606,37615.238,76828.662,13185.626,28135.711,37536.519,3055.5954
PF3D7_0210800,24319.556,12102.97,12046.844,30529.53985,38515.791,21565.666,9079.428,6274.672,6572.83,3504.232,12823.594,7006.346,12473.974,4671.815,511.4183
PF3D7_0210900,103116.609,88869.655,108572.463,70785.96775000001,271489.0,267486.844,295763.046,218041.575,103290.984,79405.959,71981.306,33880.288,49668.858,61363.893,40352.2852
PF3D7_0211000,35387.957,30553.053,54431.91,,,,,,,,,,,,
PF3D7_0211100,26834.631,28536.647,17052.397,3362.69675,138.537,3478.727,6676.89,2449.079,2114.129,1583.374,3071.681,7051.088,6456.338,2304.001,16696.3907
PF3D7_0211200,12512.192,31078.336,48570.083,7461.13515,1686.293,11099.929,32347.43,37819.023,30028.186,20878.94,15753.7,7829.481,14951.722,3683.145,0.0
PF3D7_0211300,21808.956,55087.966,81743.254,5776.52615,745.957,1025.754,9233.914,14874.203,18489.92,11343.657,11277.994,36940.096,30756.505,18844.412,4956.1793
PF3D7_0211400,4156.054,65079.35,87119.05,5690.55855,721.599,168.27,1671.445,8121.01,12586.6,5591.127,8154.022,35616.226,40904.795,41797.88,16085.8819
PF3D7_0211500,4099.034,8404.195,12180.317,8058.0885,697.979,158.144,1751.697,10070.787,18562.814,13326.591,14688.197,19716.039,13172.961,11717.248,287.7564
PF3D7_0211600,0.0,9885.849,9768.261,14252.790350000001,1490.858,622.801,2443.07,19158.155,37010.76,19375.635,26923.826,21403.224,54664.39,66099.23,155594.135
PF3D7_0211700,23182.036,36471.753,32482.808,16777.7051,1948.657,5056.684,28122.026,34697.603,39143.967,32535.367,24129.046,21321.335,19080.827,10249.921,23773.1616
PF3D7_0211800,94192.349,92286.789,90622.995,56639.351500000004,166661.855,244093.077,305374.8,247752.378,162903.074,106736.231,82339.445,196651.94,162869.403,141103.563,213886.8077
PF3D7_0211900,49952.87,49969.081,60841.149,8602.7711,2239.843,3029.533,16533.64,36280.33,39352.325,21758.743,16593.854,42785.172,31909.518,15638.83,32012.2181
PF3D7_0212000,192531.558,107277.033,107768.514,14132.541799999999,1660.618,1640.292,18841.337,41759.451,42048.609,26257.36,23086.987,55693.738,56378.481,51552.149,40408.1734
PF3D7_0212100,18784.971,55174.685,63031.074,21756.11305,37590.326,31704.219,32367.05,62979.351,55874.698,51835.307,27450.163,38620.658,35804.033,25986.769,58130.0687
PF3D7_0212200,8619.864,20765.96,30185.936,7040.35675,10263.314,23101.779,31423.656,21925.499,15998.584,9649.962,9181.772,9203.349,8779.097,7344.922,28290.6759
PF3D7_0212300,80211.82,55258.022,34671.613,49477.33555,144023.92,189347.636,205059.513,160616.557,53542.261,45059.886,41485.901,107715.485,90290.099,154821.32,41381.4922
PF3D7_0212400,16472.889,15665.249,20815.49,4414.99315,12379.88,14684.173,12408.669,14784.296,14094.552,9171.36,6841.342,26682.172,28448.888,36792.989,29132.8186
PF3D7_0212500,20790.829,20490.181,27001.425,7065.63665,16846.703,17210.802,14501.932,18923.209,16588.768,14778.425,9685.946,11194.207,12860.46,11285.296,29825.6333
PF3D7_0212600,52840.341,28065.453,19857.459,243993.48175,19601.527,2879.519,5360.389,8813.557,45790.956,86809.995,271012.561,19549.497,9548.719,21372.932,585.6804
PF3D7_0212700,18244.286,10520.299,15876.888,9697.1133,6483.56,20433.864,23406.572,20592.457,23494.33,14090.321,13334.118,32191.611,38127.893,67086.863,1515.361
PF3D7_0212800,45063.529,11224.018,7147.111,8851.4876,1221.446,2627.32,11961.487,13206.38,16134.814,8153.078,13652.068,32090.026,46073.744,66786.045,16830.0606
PF3D7_0212900,11860.257,21379.474,22025.724,72583.75315,5942.646,1855.192,26118.947,88087.798,118782.934,123671.817,115381.162,68504.2,50890.259,22832.42,64919.8981
PF3D7_0213000,98778.637,63734.578,75519.214,11718.395700000001,1662.153,1755.658,16965.725,26576.355,25330.854,19877.25,22982.504,46523.786,34912.468,34556.238,264.6579
PF3D7_0213100,44974.984,67021.269,52849.644,12284.11735,36911.481,80170.629,79660.406,51161.926,28830.194,22253.25,15817.146,111816.383,136749.001,130057.139,80983.6125
PF3D7_0213200,,,,16486.81985,2809.94,7090.234,32961.279,41547.934,49987.238,39382.414,29031.666,80883.385,85427.934,160392.348,24566.4033
PF3D7_0213300,,,,9317.94255,1194.545,4700.583,26281.673,35398.893,30586.045,20259.732,14993.076,73828.896,59295.635,99085.874,51452.2841
PF3D7_0213400,18064.995,11501.992,9446.285,17584.8161,2969.78,7664.046,52140.108,62252.837,63384.079,37904.654,32136.743,263256.26,205495.63,190980.102,375908.2527
PF3D7_0213500,15928.663,15416.178,13405.063,25706.815049999997,9376.962,18082.52,41639.859,46758.022,58582.732,35119.563,35526.737,85278.721,70687.457,37589.159,91099.7184
PF3D7_0213600,11212.846,3684.681,3125.947,2346.64225,471.877,272.11,2009.505,4239.388,6417.75,5684.949,4089.916,131231.336,130350.816,218476.393,87606.6807
PF3D7_0213700,77074.489,92507.296,61313.674,8013.19505,28316.43,62619.684,84341.186,42762.865,21760.4,11985.702,10196.414,38268.579,51399.141,62458.183,2459.3817
PF3D7_0213800,55552.261,23419.942,35634.616,1566.78105,1511.655,2437.551,6189.999,4083.743,4106.478,2284.779,1654.316,62620.277,62410.565,126937.075,84020.5087
PF3D7_0213900,4984.957,14915.821,19727.603,6749.427449999999,23649.501,26299.214,24438.905,14567.988,12554.035,11058.642,7358.698,16639.938,20024.701,14156.726,8828.3265
PF3D7_0214000,365400.997,203965.022,148433.804,45463.64815,157684.621,209995.994,289183.81,176739.037,102189.81,67238.924,51902.839,203624.529,154455.606,120677.147,101082.3997
PF3D7_0214100,34682.832,100635.803,96859.059,118398.70670000001,184856.506,133629.922,93269.911,133165.129,130229.668,124872.886,111342.008,61949.358,55893.034,37255.356,39748.1721
PF3D7_0214200,87590.152,14091.448,10273.661,46315.06155,7512.793,12750.242,88040.651,166179.678,200670.386,100136.471,87260.028,48534.842,80146.931,55922.184,120777.9157
PF3D7_0214300,49.643,1651.229,516.273,20507.881849999998,3370.145,2827.675,15681.358,30688.2,46762.599,62318.989,30722.395,28691.571,17800.955,11710.267,42165.8322
PF3D7_0214400,39533.267,54750.347,37894.98,28954.48515,119665.004,102526.055,77762.471,34719.966,30270.372,32557.581,21915.434,74727.69,61974.124,86016.914,87139.3509
PF3D7_0214500,17025.178,5169.21,7517.315,3327.9595,2525.714,1989.47,1955.039,1074.638,1288.217,990.867,2834.737,790.473,3596.488,2003.845,0.0
PF3D7_0214600,2003.321,1263.704,561.34,277543.7452,23806.915,3179.552,1005.688,2602.753,41872.886,106931.136,212527.644,28307.891,27577.256,31664.689,93644.068
PF3D7_0214700,198.765,886.097,1135.848,126533.77035,9205.072,1888.67,1087.38,2479.789,28070.584,55579.325,134460.978,42079.64,20446.943,33207.722,18293.9751
PF3D7_0214800,21226.107,3817.5,3833.615,25675.766750000003,17043.618,19299.339,18058.736,9077.483,11165.945,12677.055,31544.98,22880.721,25660.984,9484.581,33855.5536
PF3D7_0214900,216.3,1951.418,3942.56,274282.96715,13603.963,2503.107,2437.309,39873.893,208769.02,313516.244,305777.243,33369.578,19669.684,7659.437,27776.138
PF3D7_0215000,177046.758,44333.058,48432.057,15353.4093,2428.855,2067.63,7330.003,24804.358,31320.831,32845.963,20805.628,121968.387,90094.598,40042.621,68126.4203
PF3D7_0215100,2747.469,22197.362,22049.485,33044.24705,12290.003,23230.322,31202.025,51835.754,64579.353,55010.342,66941.109,14862.496,17684.451,19927.481,80281.485
PF3D7_0215200,4202.21,10262.24,6818.095,6381.544400000001,1652.677,2170.072,2694.354,2942.948,4603.782,6669.236,7041.774,11981.002,11702.059,14044.331,20259.0162
PF3D7_0215300,601.493,2025.362,1958.944,41789.63775,64087.478,29850.063,2430.082,2039.827,7103.167,11384.913,34592.291,7403.317,12944.087,8378.675,35984.1295
PF3D7_0215400,12416.382,9373.019,12804.189,97887.48775,91610.37,85532.058,80654.706,67314.369,96146.023,97783.65,105140.095,35047.807,22705.531,22503.976,30262.5483
PF3D7_0215500,5481.804,8947.309,13049.07,26673.6046,33750.374,31401.615,24463.728,21466.0,25665.574,27768.611,31638.042,24594.749,32698.63,38692.882,85726.4269
PF3D7_0215600,0.0,8460.692,13294.34,18419.29,27483.668,37551.344,35995.879,39349.027,33874.5,24631.925,23666.282,33242.571,23634.618,20368.22,12417.8231
PF3D7_0215700,185328.215,111554.404,71794.108,37376.7698,96297.779,110873.888,112156.028,111365.605,87148.784,64978.094,47687.872,76557.185,64602.687,38087.459,57981.9033
PF3D7_0215800,5571.419,22475.062,37762.413,9660.5362,1125.929,2125.303,23868.544,46119.642,39569.757,33227.276,16637.075,14448.472,22720.63,7492.019,142001.2315
PF3D7_0215900,1436.448,1355.554,3577.114,4719.06655,484.579,153.216,848.055,9304.528,11415.724,7166.207,8495.016,13061.232,13567.187,11469.13,86249.8244
PF3D7_0216000,1123.265,8955.567,11457.159,7134.2633,805.265,290.349,1537.261,8622.452,16694.748,16685.631,10703.492,162219.682,238536.076,359744.379,164457.1999
PF3D7_0216100,4815.009,14746.336,20373.009,4188.39145,5274.998,4982.848,12910.104,14892.247,13061.389,9102.046,6754.471,21948.649,30341.105,32503.608,28245.6059
