Gene,Day2_R1,Day2_R2,Day2_R3,Day4_R1,Day4_R2,Day4_R3,Day5_R1,Day5_R2,Day5_R3,Day6_R1,Day6_R2,Day6_R3,S1,S2,S3,S4,S5
PF3D7_1030300,0,0,0,0,2687.7455,0,4746.1589,3660.6203,5808.0118,8865.2911,2347.79,4532.3661,24843.7907,44869.3822,28433.0911,45085.6461,23246.0675
PF3D7_1030400,0,0,0,107912.291,63887.4894,0,21977.1049,37218.8622,48799.1352,24641.7783,60457.3394,34830.2727,0,429.9184,89.5311,286.4847,0
PF3D7_1030500,0,0,0,276346.8194,511877.5831,0,619959.3022,333128.605,323408.218,410725.3311,617319.9553,463968.513,0,229.3656,47.7657,152.8424,241.4766
PF3D7_1030600,0,0,0,0,49672.2366,0,126100.1526,95678.6472,72749.7177,164028.6416,173179.0799,86104.1259,0,217.6574,45.3275,145.0404,229.1501
PF3D7_1030700,70753.2719,0,0,9693.6802,125027.4576,162111.6928,129144.7231,37328.5812,36555.1946,79272.3484,55661.6711,42320.3758,637.8945,772.3849,804.251,1801.4296,1626.3365
PF3D7_1030800,0,0,0,0,1910.6244,0,0,2118.0755,2827.8854,5810.3782,3815.8894,2450.5728,22893.3477,37440.0889,17693.0765,33825.0242,26151.6599
PF3D7_1030900,0,0,0,0,0,0,6756.173,3999.0667,11523.8484,24120.7686,29255.0284,13981.6643,9823.6718,15859.7937,7266.2115,8983.2179,12522.9151
PF3D7_1031000,0,0,0,0,0,0,0,0,4129.5564,5076.4274,16345.9577,0,0,500.6749,104.2662,333.6348,527.1115
PF3D7_1031100,0,0,0,0,0,0,0,4798.5358,5144.1407,10284.6128,6373.819,5359.08,1386.7718,671.6607,419.6228,2237.873,353.5628
PF3D7_1031200,0,0,0,0,0,0,0,746.4469,1918.4481,4640.0935,3546.9775,2750.1496,2567.0964,1554.165,416.1304,2367.1978,2804.9619
PF3D7_1031300,0,0,0,0,0,0,12018.4905,4560.1929,2684.9869,10710.2103,15752.9707,5606.4582,1971.5649,3580.8596,1107.2795,5495.4393,2741.7713
PF3D7_1031400,0,0,0,0,982.8595,0,591.6762,1323.0566,400.0466,555.6405,771.8834,1911.5938,27453.5898,55649.8651,32569.2018,40230.2481,44258.0357
PF3D7_1031500,0,0,0,16924.6756,25348.0707,0,28005.4974,12279.1247,17875.8827,25485.9614,51149.6952,11850.8705,12065.4243,20003.4175,16779.9698,15052.0526,21887.8228
PF3D7_1031600,0,0,0,9316.723,13789.4866,87641.8147,27473.0145,22306.1274,23543.9365,34945.8769,27669.5524,23143.5543,9962.6916,22456.0647,7691.1128,14902.2141,12993.2132
PF3D7_1031700,0,0,0,0,47820.7659,141836.0315,28148.1203,52508.1462,41051.687,68860.3967,42981.5952,51481.2344,60028.0044,76888.8661,67801.7018,41229.321,114466.5779
PF3D7_1031800,0,0,0,0,4978.9941,0,14487.0869,4731.087,9027.4312,26788.9187,6386.0223,14185.4582,11040.7796,24391.7621,8645.118,21411.44,9876.8047
PF3D7_1031900,0,0,0,0,0,0,0,1781.9727,1741.1036,1236.3358,2609.2889,1828.1914,15281.1056,17539.2043,4254.6337,6036.453,5884.5483
PF3D7_1032000,0,0,0,0,38970.6242,0,25719.2332,28527.0104,16150.3479,18300.3174,48719.985,19501.8936,2290.9575,4079.3698,1359.2548,6850.292,2233.2794
PF3D7_1032100,0,0,0,15203.212,25257.2974,9080.358,22853.2159,18254.3338,26915.7114,28539.5416,27222.8622,17525.212,44019.8104,78826.235,58148.5907,69479.2185,68413.0546
PF3D7_1032200,0,0,0,0,0,0,1361.1946,9131.3661,19578.0688,28959.92,17164.2731,14120.3808,0,639.0679,133.0867,425.8557,672.8118
PF3D7_1032300,0,0,0,57057.4904,13920.2633,0,6703.9404,29540.6689,9614.8103,14979.2828,13301.3239,26283.6847,3465.8575,8218.3052,1383.7442,8972.0277,2209.0843
PF3D7_1032400,0,0,0,0,12811.3792,0,14690.2535,40723.2329,38601.0571,29719.8997,31981.651,34268.432,142.4004,344.8467,107.7222,804.2843,181.5276
PF3D7_1032500,12375.621,0,0,279764.8216,70446.3656,191398.5248,97549.9788,193321.9785,397247.666,104286.3733,78303.3864,275326.9508,4686.1759,13982.8146,3924.7887,4726.3842,6613.8424
PF3D7_1032600,0,0,0,49864.5447,6024.773,0,33850.8962,23376.2503,67101.7242,62540.9956,18487.5309,58588.8384,234.3818,1418.9886,354.6076,567.3429,896.3483
PF3D7_1032700,0,0,0,8810.6526,9780.3469,0,11214.7001,8703.322,13028.1652,39112.4618,19210.4747,6717.7145,154803.0384,300291.6034,202484.0252,194959.4318,249444.3007
PF3D7_1032800,0,0,0,13594.3646,29462.5042,0,29416.2576,21850.1844,12656.664,10422.2918,47994.5286,26683.2646,3131.0291,5145.145,1522.6343,9563.9072,4276.4353
PF3D7_1032900,0,0,0,0,8048.4614,0,5906.4461,6263.85,18413.1705,17016.7068,4994.4112,8741.8975,1502.9252,4332.8439,830.1349,2598.5497,2098.348
PF3D7_1033000,0,0,0,5479.3904,42866.7781,0,7439.4452,22751.4396,31380.2715,40924.3512,36836.6733,25432.0917,6670.5879,14189.2909,4818.8235,6982.3891,13099.9256
PF3D7_1033100,132660.2123,1213487.2688,287634.5339,554882.8269,84602.3863,70401.2137,105874.9231,79369.6699,98393.2707,68257.2323,65820.0819,99260.4307,297389.9676,505889.631,377141.7078,305135.7945,509529.7609
PF3D7_1033200,0,0,0,0,9188.4275,0,23427.0431,26021.5962,30319.2162,27226.3406,21913.1281,43367.3716,3027.8757,3666.2577,551.4189,6379.1647,2358.7929
PF3D7_1033300,135927.5877,0,0,0,23625.8747,83421.6268,25058.9595,22716.7848,21855.1807,35068.8527,41621.218,28244.5976,262.6051,953.9142,132.436,1059.4331,0
PF3D7_1033400,96267.3305,0,0,151676.7202,116429.879,192998.8828,127029.701,228552.7219,176453.6203,42404.0229,156070.4725,223934.0258,4122.6345,9720.9322,4869.496,3501.48,6915.0104
PF3D7_1033500,0,0,0,5488.6033,23790.4458,34420.6258,19095.6314,12313.7859,12538.8604,22758.896,37464.9626,19154.9419,43702.6076,95774.7544,43715.5545,43421.8849,66530.5965
PF3D7_1033600,0,0,0,83798.8678,88592.1074,0,67553.8464,62115.4143,70091.6303,60226.1966,59544.4649,65890.9913,13284.6917,35964.9045,3950.2847,17999.732,7029.5881
PF3D7_1033700,0,0,0,39093.9737,16532.0492,27241.0741,47180.8328,43490.4048,57841.5919,23562.1309,47251.5816,105479.5682,6288.5443,17132.376,4937.3145,10839.9113,7287.6756
PF3D7_1033800,0,0,0,0,0,0,0,0,97.8988,4435.613,14995.1305,5340.5305,0,249.2579,51.9083,166.098,262.4192
PF3D7_1033900,0,0,0,0,17954.2601,0,18940.3824,20797.3265,19664.6273,48480.4419,53746.2137,39692.6184,116385.8701,73844.9913,115015.3334,129461.0765,143073.6457
PF3D7_1034000,0,0,0,19089.7474,39690.6143,0,53996.7042,36649.0168,54464.0111,41073.5323,44643.6305,46564.8382,13608.8813,33209.7279,9502.8604,9460.1391,17881.9742
PF3D7_1034100,0,0,0,85156.8732,7502.3158,0,14452.3353,9505.0281,11326.142,13104.1194,12196.0863,11925.5825,466.9803,565.4361,0,3767.897,595.2922
PF3D7_1034200,0,0,0,0,87884.271,42384.4042,223667.0933,82829.5309,56154.8216,69197.7736,128799.9538,103751.6662,0,807.7659,168.2183,538.271,850.4174
PF3D7_1034300,0,0,0,8201.8764,0,0,4175.926,2197.1422,2053.4143,2096.0241,3392.4228,1057.4517,269.863,0,68.0481,3266.1419,344.0131
PF3D7_1034400,11022.9768,0,0,18122.6748,164769.8063,94710.4659,168393.2748,226352.9114,218706.0742,76865.0726,98659.5841,161864.4871,1043.4953,1083.0005,338.3045,3127.2761,760.1233
PF3D7_1034500,27264.957,0,0,13074.1969,11649.9986,0,46120.9555,17699.393,8650.7161,30532.4082,20864.7106,18940.5073,245.8143,223.2304,92.9761,991.6937,156.6782
PF3D7_1034600,0,0,0,0,22615.1067,143095.97,44291.4512,34955.5818,36016.1594,56994.7004,70649.3717,55577.7942,11261.387,18067.2775,3265.5963,26123.4274,6460.0516
PF3D7_1034700,0,0,0,0,3410.5648,0,62278.6446,26736.194,27637.3831,33575.4759,51653.1861,32377.7396,1857.5376,3213.1021,1672.8321,1927.0035,2367.9319
PF3D7_1034800,11722.5901,0,0,0,35656.763,0,19216.4507,24685.014,24502.6876,32808.6533,46956.2105,40249.7431,1109.7245,1919.5618,159.9005,3069.9323,404.1836
PF3D7_1034900,196794.2774,0,0,835826.8513,1159313.6091,88569.6517,746192.4013,936887.351,761449.0118,500863.9637,614817.5929,739912.1197,0,153.4517,0,102.2556,161.5542
PF3D7_1035000,0,0,0,41906.565,19198.2235,0,20151.0674,7951.786,13442.4768,19806.6315,33654.9994,10899.0155,459.6116,695.6422,144.8684,1576.0874,292.9494
PF3D7_1035100,0,0,0,0,0,0,0,0,101.3969,8654.0144,4410.9209,0,0,258.1644,53.7631,172.033,271.7959
PF3D7_1035200,0,0,0,0,0,0,0,0,58.9313,5743.7501,2106.3985,1892.0396,991.3399,150.0436,31.2468,99.9846,157.9662
PF3D7_1035300,0,0,0,0,0,0,0,796.5752,2067.9627,409689.4186,52417.207,76335.1725,434.84,105.3039,21.9297,1613.9413,110.8641
PF3D7_1035400,0,0,0,0,0,0,0,7386.2724,8334.2221,32154.8048,22182.751,21742.012,2478.2476,214.3392,44.6364,5998.8274,225.6567
PF3D7_1035500,0,0,0,0,0,0,15729.6119,182.56,0,0,0,0,179.3828,217.203,45.2328,2894.7518,228.6717
PF3D7_1035600,0,0,0,0,0,0,0,0,0,18558.7899,3996.8844,0,0,304.0335,63.3154,202.5988,320.087
PF3D7_1035700,0,0,0,0,0,0,0,0,1866.3892,69957.9617,12508.6776,22271.91,0,139.7639,29.106,93.1345,147.1437
PF3D7_1035800,0,0,0,0,6927.1452,0,9266.9002,7435.4918,0,3691.0624,5927.8727,0,0,145.024,30.2015,96.6397,152.6816
PF3D7_1036000,0,0,0,0,0,0,0,0,0,8476.3489,4.5489,23.3228,0,0,43.5246,139.2714,220.0357
PF3D7_1036300,0,0,0,0,0,0,0,0,0,141.1377,0,0,187.7718,227.3607,94.6963,1515.0635,478.7315
PF3D7_1036400,0,0,0,3743.517,23745.862,0,140089.8667,265372.3192,776723.9575,1441642.3265,288140.8507,376412.594,0,149.1403,31.0587,99.3826,157.0151
PF3D7_1036500,0,0,0,0,0,0,0,0,2498.6748,3139.1067,1231.9969,1492.674,134.7199,163.1236,33.9707,2717.5174,171.7369
PF3D7_1036600,0,0,0,34217.4717,60773.4765,42917.5413,78397.1016,20624.1176,42512.0247,91562.5327,44410.9506,30029.2445,14635.9667,22901.9411,14591.9708,32157.4606,21814.9006
PF3D7_1036700,0,0,0,99044.6565,124488.4903,0,108793.4607,67252.1797,66469.0107,88589.4801,148826.4574,72190.0089,0,219.2167,45.6522,146.0794,230.7917
PF3D7_1036800,0,0,0,3388.8885,89926.5387,0,171680.0895,198359.7981,85798.3945,360246.6784,122720.4503,207101.3617,0,135.012,28.1164,89.968,0
PF3D7_1036900,18820.035,0,0,26300.4245,48903.7212,25872.5652,48180.1587,36366.8683,43065.863,51346.2785,36611.006,37533.3329,22041.0296,38090.5643,24041.1108,34377.1494,30627.9245
PF3D7_1037000,0,0,0,0,13908.5754,0,1814.126,8315.104,7796.8967,12526.4819,11904.1009,10045.5069,1028.0625,1899.9793,40.9317,2270.2291,206.9278
PF3D7_1037100,0,0,0,166336.1429,113377.2702,695428.1856,633309.1152,454380.4933,233698.2295,359512.9384,585996.4002,256683.0352,0,174.3886,36.3167,116.2073,183.5967
PF3D7_1037200,0,0,0,0,0,0,6954.0525,8232.3884,15204.5322,5629.7584,11247.8558,9889.0493,0,155.4696,32.3768,103.6003,163.6787
PF3D7_1037300,0,0,0,248317.9819,403262.3554,728169.885,348558.5664,379257.1499,373173.8712,259919.1362,251094.2836,318464.8544,340.4294,137.4013,57.228,1281.8413,289.3126
PF3D7_1037400,0,0,0,13721.5082,10154.4586,0,14671.0339,10843.4831,14213.5712,10813.8691,15555.6695,10541.3183,4514.7322,2951.9616,1229.5,16902.4787,1266.1532
PF3D7_1037500,0,0,0,0,18305.1824,0,6914.2738,10743.2026,14980.9544,8732.1857,9573.6141,9441.123,3183.6257,5477.9381,2197.0732,2568.7535,4058.3883
PF3D7_1037600,0,0,0,10788.2571,3801.7794,30069.4644,10375.2191,13968.2815,24871.1389,8359.8889,21453.4355,18577.4244,946.5644,2292.2665,477.3676,2004.8408,1206.6512
PF3D7_1037700,19034.2834,0,0,164293.0686,34738.1046,147189.938,167297.2542,108980.3585,92425.1721,190000.198,151463.7468,84275.7646,0,311.6844,64.9087,207.6971,328.1419
PF3D7_1037800,0,0,0,0,272.8654,0,0,1987.8078,4684.8206,4000.0997,8643.353,3683.3753,0,102.8269,21.4138,68.5208,108.2563
PF3D7_1037900,0,0,0,0,1131.4968,11186.7034,6357.448,10751.5892,21854.976,29513.0395,11340.8612,15821.128,2641.1183,4050.7473,1909.1402,5966.8664,4264.6343
PF3D7_1038000,36968.4473,0,0,481168.2644,330916.7323,307048.5385,268622.0835,229809.3109,238631.3485,449979.3848,375164.2808,292346.4119,23830.851,32689.1389,20632.7815,24068.9402,50348.1421
PF3D7_1038100,0,0,0,0,14262.1512,0,10543.8915,16405.0893,12554.4117,23998.2612,29207.717,12610.7431,350.4257,565.7436,147.2711,1036.7351,446.7119
PF3D7_1038200,0,0,0,0,22482.5099,0,21654.9649,13292.5909,10204.6439,14024.8835,29147.8539,19980.4496,1399.4199,3388.9331,705.7499,3763.8059,1783.9375
PF3D7_1038300,0,0,0,0,19224.263,0,33847.6375,34373.5294,29922.1016,81093.4076,103452.0489,75966.2955,0,233.6933,0,155.7262,0
PF3D7_1038400,0,0,0,0,0,0,0,10618.4743,8769.9208,6422.6977,6541.3554,8074.9918,0,17.2824,3.5991,11.5165,18.195
PF3D7_1038500,0,0,0,0,51944.5385,0,22931.5824,8020.7058,9225.8763,22024.3776,31261.4776,10976.6146,0,0,0,163.051,0
PF3D7_1038600,0,0,0,0,0,0,0,841.1529,0,0,1820.9778,1876.1978,165.3028,200.1544,41.6824,4534.8141,210.7229
PF3D7_1038700,0,0,0,6825.6075,21648.0833,0,54444.9361,51196.9733,22535.4969,18174.6142,60221.8521,26127.2563,0,0,0,181.2057,286.2879
PF3D7_1038800,0,0,0,0,22110.0915,0,7939.3932,8108.8206,8310.3774,5898.136,9869.1324,6936.6929,1267.5884,657.7887,684.9269,876.6614,3000.925
PF3D7_1038900,0,0,0,58205.2922,18973.1672,0,18110.1576,17703.6445,12523.0046,11475.8401,15145.469,14663.562,478.7763,772.9587,281.697,901.384,0
PF3D7_1039000,0,0,0,0,21081.6449,0,0,5341.8606,0,854.8154,1602.321,0,0,105.9257,0,70.5857,111.5188
PF3D7_1039700,0,0,0,0,1749.5895,0,0,0,0,0,760.5601,0,0,659.3172,137.3037,439.3492,694.1303
PF3D7_1041200,0,0,0,0,0,0,0,0,0,2876.8191,722.8788,0,8292.6279,386.1925,80.4251,257.3471,7318.5143
PF3D7_1041300,0,0,0,0,0,0,0,57.9344,0,613.2983,0,7.6919,15711.627,68.9282,14.3544,4822.8283,72.5678
PF3D7_1100100,0,0,0,0,0,0,0,0,0,448.6247,170.4891,0,32114.7869,2797.5329,14.5647,139.8144,73.6312
PF3D7_1100200,0,0,0,0,0,0,0,0,0,642.3022,0,0,618.797,53.5186,11.1453,820.2541,56.3445
PF3D7_1100800,0,0,0,0,0,0,0,0,0,0,0,0,45264.4343,472.4807,98.3947,314.847,1492.2856
PF3D7_1101100,0,0,0,0,0,0,0,0,0,3029.7696,699.3446,0,2351.3318,406.725,84.701,271.0293,856.4016
PF3D7_1101300,0,0,0,0,0,0,0,0,0,0,0,0,0,2605.3484,994.7068,5497.7329,1828.6104
PF3D7_1102200,0,0,0,0,0,0,0,0,3263.8134,0,934.4816,0,0,276.9975,57.6851,184.5828,291.6234
PF3D7_1102300,0,0,0,0,0,0,0,212.7646,6959.6254,33785.1255,7944.8938,6468.8828,0,253.1393,52.7166,168.6844,266.5055
PF3D7_1102400,0,0,0,3449.7721,17506.0643,36057.538,13173.1986,17905.1124,20404.4818,10294.8574,17367.8399,12576.3204,12939.7354,29686.517,12106.9203,10074.2715,20257.2351
PF3D7_1102500,0,0,0,0,4532.3559,0,18189.6965,8510.8343,10493.6499,11915.2306,9386.5691,5867.6702,100.7556,121.9984,25.4063,894.257,128.4402
PF3D7_1102600,0,0,0,0,0,0,722.7739,285.2128,1066.2216,2036.2612,7902.7143,3673.1207,4203.7369,678.6709,1837.3437,678.3689,14647.3722
PF3D7_1102700,0,0,0,0,11389.6544,0,0,0,2360.071,6971.7962,11014.0196,2921.6813,0,214.6045,44.6917,143.006,225.936
PF3D7_1102800,0,0,0,3668.836,1939.3455,0,2179.2882,982.8183,861.1185,3841.0802,747.609,962.3425,120.7142,146.165,30.4391,1071.3998,153.8828
PF3D7_1102900,0,0,0,0,1318.4586,0,0,23385.819,55420.6112,25805.049,12587.5428,23120.3816,0,496.8493,0,331.0855,523.0839
PF3D7_1103000,81876.8533,0,0,3096081.505,2405072.2946,0,2678648.4611,2283068.5612,846747.5951,4193004.6115,1695426.8906,1884245.936,0,1340.7248,279.2078,893.4189,1411.5176
PF3D7_1103100,450613.0365,0,0,1717412.632,267897.0078,1091118.304,603655.9978,623005.261,531797.8836,675410.7212,615441.1033,734594.6288,8586.8984,16769.8657,7194.2351,11621.9338,18361.5594
PF3D7_1103400,18324.2948,84056.4471,0,12552.766,14863.269,83970.1789,28547.1366,17738.0894,17441.9794,24752.6655,35991.4607,21809.3805,1982.4891,3800.7396,1291.4097,4532.1984,2316.6149
PF3D7_1103500,0,0,0,0,0,0,0,657.8864,737.8202,1166.1376,1444.6751,1065.6268,1292.8737,626.1826,32.6008,3546.7896,164.8116
PF3D7_1103600,0,0,0,0,19904.3629,0,124992.0655,69905.0881,78935.839,86459.7194,92950.4176,65903.7602,0,220.6112,0,147.0087,0
PF3D7_1103700,64340.6969,0,0,6611.3353,125112.0373,110564.2786,144742.8817,145669.9704,144313.4339,122846.9729,141995.9748,128181.2819,5003.1919,16593.7609,2194.0781,3685.8618,3882.2094
PF3D7_1103800,0,0,0,59214.7342,75349.7761,9002.4922,55546.7943,65253.0213,69256.0856,36690.9479,32489.0637,44916.3477,16082.4827,20502.6542,16024.7938,30983.248,23481.8426
PF3D7_1104000,0,0,0,20582.2623,50046.9744,94656.721,64273.1009,47279.4243,57197.8152,48187.3245,59570.5756,66322.4612,1625.3036,2787.9637,443.9861,4262.0474,517.9718
PF3D7_1104100,0,0,0,0,2191.1526,0,13190.6235,14227.3675,11837.2813,32036.0063,39057.4422,29439.8733,511.4547,1032.1453,42.9891,1513.1396,434.6578
PF3D7_1104200,5588.0772,0,0,11484.0697,123109.2415,28807.975,118499.8278,141436.8249,111842.9909,87097.3638,102374.7036,172640.1114,140789.0288,186485.5086,193550.4492,162256.1831,244596.5057
PF3D7_1104300,20588.606,0,0,42311.689,8051.7401,0,3829.8116,15490.5881,29793.1378,32973.6253,16607.9968,18635.3371,835.2986,1011.4088,444.6575,3070.3192,946.5004
PF3D7_1104400,0,0,0,99220.2676,240735.4044,280007.6063,188597.8502,216954.4339,207963.1953,213809.6693,250406.9478,239171.4012,1958.7625,2569.383,1564.0726,4477.9566,2288.8894
PF3D7_1104500,0,0,0,0,0,0,0,2260.7616,3063.6643,1001.8292,4712.7464,2251.181,1999.2747,268.9769,56.0148,10037.3347,283.1793
PF3D7_1104600,0,0,0,0,0,0,573.8024,3169.9835,3914.8858,3734.8243,7604.8799,3817.9222,2224.8675,3232.7368,168.3055,7180.6634,567.2386
PF3D7_1104700,0,0,0,23654.687,110033.9653,0,90327.0954,39604.2839,33312.1823,49335.4497,45439.6173,31654.3239,4410.3699,16648.9526,2485.8932,5651.8455,4299.3325
PF3D7_1104800,0,0,0,0,4829.2625,0,11628.7628,13295.7848,13855.5729,15120.7191,15883.5173,14059.5826,3699.6505,11339.155,1224.4267,5037.3822,1768.5753
PF3D7_1104900,0,0,0,0,1101.99,0,4717.4555,1687.0287,1087.3588,2019.3425,1735.4031,772.3584,162337.1794,166248.4521,240505.3092,209297.755,227272.359
PF3D7_1105000,747582.0784,110621.8577,592591.1879,964766.4644,535124.6965,414406.2189,573912.2776,555389.9535,569775.4326,1284283.2853,497115.4396,693094.8109,126429.7287,226271.7415,146682.1325,96836.4784,222698.3285
PF3D7_1105100,1851294.8178,866202.6674,0,2313196.803,1310439.4715,1018016.0852,1413426.0359,1307871.9303,1524263.9992,2346460.4792,1333649.5015,1841410.4815,462669.7552,428650.6677,549870.0578,322203.5001,1138742.6287
PF3D7_1105200,11127.2221,0,0,9147.0313,16922.912,0,12419.0528,12098.5192,23687.6258,22206.8434,6269.8972,28466.0722,9028.8319,17491.8804,12787.4217,12263.152,12852.4732
PF3D7_1105300,0,0,0,0,0,0,3896.8782,2691.0484,2694.6548,1892.866,3139.184,1105.885,1636.8948,3049.2452,317.5047,2336.7146,1926.1506
PF3D7_1105400,70792.6887,681948.3166,0,229140.7785,374137.773,114048.2853,226540.6907,180860.2985,167549.4514,202329.0643,181374.4162,184176.79,10052.4348,19706.7877,11014.3181,12069.865,10373.6712
PF3D7_1105500,49715.5228,0,0,102170.479,62648.4463,28477.367,48551.4027,36264.8804,55634.9937,157165.9396,31303.177,47966.5727,67457.5882,116685.723,109406.3275,76128.4229,99420.3179
PF3D7_1105600,0,185993.4403,0,0,32007.3274,17418.9893,35590.2718,39156.4294,48199.3241,21019.8725,20089.1948,18041.207,34453.8316,57209.9635,34912.5509,13494.217,33552.1421
PF3D7_1105700,0,0,0,142194.6036,61686.3339,0,88208.2698,110990.7453,147616.0413,54770.3828,62916.7842,91053.9798,26135.4676,64268.1961,19608.0801,18744.6862,23856.3962
PF3D7_1105800,10327.7695,0,0,42449.2432,76740.2031,0,83569.2034,43637.8437,48288.9467,44127.2033,109277.1275,51256.5131,23045.3888,48874.5633,24793.939,31328.9121,35431.1103
PF3D7_1105900,0,0,0,0,0,0,0,15379.9953,10780.4248,8384.0965,7055.1015,4521.5178,9715.0684,6535.1914,544.385,4354.8558,4128.1569
PF3D7_1106000,163272.7853,32098.2072,0,0,78548.4754,130265.1364,77691.0289,87317.8502,79805.749,54689.8377,71529.171,87587.1394,24761.6155,47169.4952,21674.4756,27487.3896,26539.0177
PF3D7_1106100,0,0,0,0,2779.3814,0,9667.222,4108.2135,11518.4136,8018.8919,18419.6345,11376.3307,23931.9591,47132.3266,26901.386,36758.4905,25729.4077
PF3D7_1106200,0,0,0,41190.496,12096.2681,28701.9519,46215.728,20076.1653,29934.6485,31088.7376,82887.3323,29401.6497,451.7581,364.6696,75.9429,1701.0345,191.9624
PF3D7_1106300,0,0,0,3324.1821,55174.8725,0,44004.5646,43745.3917,43952.6316,51189.7538,49171.8729,50262.117,2953.1038,8078.4815,827.3875,4412.5067,1812.5496
PF3D7_1106400,0,0,0,116896.9312,175488.3685,366547.3091,237076.9529,97466.9581,107370.4025,168929.8478,121909.8503,90115.9248,0,465.7128,96.9853,310.3371,490.3033
PF3D7_1106500,0,0,0,24028.3157,2963.6506,0,14782.5604,16896.5321,11091.4599,22036.6063,19208.4965,17198.8158,65.8828,79.7732,16.6129,637.9019,83.9854
PF3D7_1106600,0,0,0,0,61422.1055,0,7337.8303,38275.8356,27611.2399,34038.7871,31731.4957,26189.9815,0,107.6575,22.4198,71.7398,113.3421
PF3D7_1106700,0,0,0,72855.8493,19683.6953,0,40185.1975,31308.2545,25016.8362,30964.2996,42734.1369,38256.4371,1997.622,1935.0325,1746.2169,5265.2448,1527.9043
PF3D7_1106800,0,0,0,8481.5766,4931.6944,53190.4312,12595.139,7384.2245,7199.7879,8302.9338,9669.3693,10935.1294,3279.024,2534.2704,1864.7705,11877.6253,2045.5315
PF3D7_1106900,0,0,0,0,33236.5837,0,0,15439.9494,327.953,46477.406,29877.787,25251.4818,0,834.994,173.8886,556.415,879.0832
PF3D7_1107000,0,0,0,0,54104.0469,0,78168.8458,56061.5713,44958.3898,48275.7144,49473.2529,50964.7887,240.5498,291.2661,242.6262,1164.546,306.6455
PF3D7_1107100,0,0,0,0,0,0,2029.3267,1830.377,3153.9949,8956,3039.4243,5558.9917,83181.6372,47365.2616,118678.3442,51697.6763,126958.2875
PF3D7_1107200,0,0,0,88225.5893,53810.7891,0,69682.6906,34201.3044,15185.5534,24168.869,30833.2594,59287.4963,2902.8508,7705.6836,2139.6253,5224.9216,4127.4417
PF3D7_1107300,54466.7205,0,0,92035.1779,55311.7142,24265.7981,41019.254,34594.2464,37391.0984,57600.365,42448.5597,46796.4516,96083.8447,74059.6373,110079.9085,92186.6677,137508.4147
PF3D7_1107400,0,0,0,20223.1088,93358.7096,0,36609.5982,41533.587,31327.5536,15115.3056,31815.8385,17442.1087,1108.9879,1611.3616,1118.5607,715.8421,2544.6667
PF3D7_1107500,0,0,0,6702.9709,26219.5924,238205.5733,44934.7932,86638.2338,24962.4758,56030.7777,22644.6001,34210.4321,220.5451,267.0438,55.6122,1423.5997,281.1442
PF3D7_1107600,0,0,0,0,0,0,0,127.2131,1129.4675,0,428.2511,253.3479,124.9991,151.3533,31.5195,4538.5783,0
PF3D7_1107700,0,0,0,10149.5431,52577.4422,180343.7454,44354.9452,39084.0255,50264.7558,33258.6786,32761.183,36684.8189,2337.6241,4043.5386,463.1398,7544.5804,1064.2612
PF3D7_1107800,96109.5749,0,0,1645.9583,36020.1947,0,38549.277,47454.449,44762.2564,23826.7443,20799.178,27543.4149,430759.1978,449774.3941,500121.6586,308368.1484,651914.3666
PF3D7_1107900,5841.8939,0,0,0,4061.57,0,815.0146,562.8207,3306.3066,1880.4511,1059.7739,960.7468,11929.553,21906.2307,14144.1986,22119.5925,17221.6565
PF3D7_1108000,0,0,0,52714.5225,49042.1872,352627.2915,24602.6162,76078.5982,48006.1227,44412.2256,94194.0401,30724.3221,39892.2247,76444.59,45747.2379,68293.7036,62350.6691
PF3D7_1108100,0,0,0,0,276.8049,109466.8389,0,350.6968,286.7862,107.9216,399.5839,314.2896,6288.8309,2920.7208,629.967,11886.2153,1757.1087
PF3D7_1108200,0,0,0,38488.9822,10172.6316,0,17963.3546,25776.3475,29811.5801,44658.7122,25239.4677,8470.1474,1582.9842,3066.7722,957.9892,4342.661,2825.1155
PF3D7_1108300,0,0,0,0,0,0,2790.9631,7158.6988,6433.0831,21419.7418,11315.1701,5044.6868,31924.0466,54378.7185,40931.716,35363.1845,63112.9686
PF3D7_1108400,0,0,0,207589.6219,69131.0373,162731.8538,358474.5902,175691.9071,83967.1775,101095.2458,121399.7173,221334.6619,20319.9555,50862.2829,15629.8636,30999.7885,30909.7665
PF3D7_1108500,96596.6372,0,0,0,88670.4723,0,94755.9039,95057.5067,111980.9288,80352.2946,69577.7071,94985.6353,1143.0458,395.4399,123.5263,4743.1679,624.4798
PF3D7_1108600,120379.7616,0,0,94009.2297,191449.775,134460.8684,115881.5514,148615.563,171333.2593,170047.4613,253024.8754,184578.008,1627.9724,3745.2912,1272.5695,1970.3289,1660.2314
PF3D7_1108700,0,0,0,19177.8662,3475.6847,0,30920.1941,20916.646,23192.2498,55085.2608,19349.5875,16528.4236,69590.4572,149314.9998,98058.5129,72296.8202,95146.8282
PF3D7_1108800,0,0,0,0,86276.6319,624136.1955,94586.4218,55320.4229,60422.3404,27894.7665,78375.8606,41591.0268,0,0,165.1412,528.4246,834.861
PF3D7_1108900,30902.9368,0,0,63508.6927,29542.193,13276.0488,67903.4818,16800.2297,15403.1038,21308.3071,38438.5479,24507.6821,4388.1616,5819.3718,2634.5479,12139.3724,4262.0142
