Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3
PF3D7_1121900,110.5118,51.7485,87.7983,0.8858,0.814,0.2304,34.8789,37.7617,70.2488,30.0232,67.1308,86.6486,4.6801,27.7877,23.0664,0,4.7639,8.7453,99.183,19.4188,74.5429,4.9953,1.7086,3.7069
PF3D7_1122000,19.458,9.7167,39.0491,1.7769,20.3495,17.3853,8.3568,8.2994,29.037,37.9248,31.1475,23.6522,1.9066,7.5041,5.5648,25.3181,49.4999,55.4584,11.8213,10.4764,12.8618,1.875,0.1438,4.0964
PF3D7_1122100,39.5155,31.9405,53.6138,0.2729,2.1495,3.0875,15.411,16.2162,60.2879,30.7211,51.9113,47.9309,1.0381,16.2296,14.7127,5.7437,18.264,35.2281,37.8841,29.1113,31.2827,3.1194,0.7178,6.1888
PF3D7_1122200,121.0271,170.3911,173.1092,197.4297,113.771,100.5441,104.9993,202.2586,155.835,57.6032,69.7639,68.6368,29.1059,216.3576,75.1504,82.0469,66.6855,65.9093,125.3708,178.0067,106.4666,175.6028,177.2936,172.5356
PF3D7_1122300,87.5852,81.6661,90.8969,174.5237,66.321,62.2175,132.0249,79.5959,159.5119,7.2898,43.6764,47.9993,47.7269,65.96,47.5483,10.6931,10.9958,20.8779,218.015,23.9667,70.2016,229.9725,194.7721,202.3317
PF3D7_1122400,79.1062,100.227,117.7706,72.832,72.9808,67.3827,26.9858,51.666,85.854,85.5334,94.4704,89.3967,19.5058,59.1971,39.5186,66.661,69.1762,78.6869,46.3082,142.2741,76.8021,77.4014,78.2865,87.2722
PF3D7_1122500,31.9127,26.7637,19.7699,0.7105,4.552,4.8789,14.7743,14.1355,26.4754,31.3079,35.6582,45.8011,1.4416,13.1881,10.3198,11.521,19.7013,26.9483,43.5959,11.4801,43.7549,4.5917,0.6977,4.4122
PF3D7_1122600,17.9912,16.2774,22.6035,0.069,0.2445,0.2961,8.0427,17.1123,27.6508,2.9565,8.5975,13.8877,0.8311,14.3387,5.6555,0.3872,1.1132,3.1616,17.7742,7.753,24.4583,1.1672,0.7985,1.1735
PF3D7_1122700,244.6951,171.6586,216.2164,0.7992,2.8328,2.8062,88.4039,101.6947,215.6108,36.8594,124.3889,176.8567,8.8675,64.2452,59.3569,0,6.9249,18.5351,216.6252,43.0425,146.4274,11.6937,3.7839,7.4442
PF3D7_1122800,33.346,56.6947,51.1043,42.2585,23.659,22.4795,61.4,92.1614,107.2535,25.2148,31.017,27.6974,26.909,94.4387,88.8968,18.1508,21.5603,26.156,48.2329,34.9209,104.2417,49.9073,68.0322,58.0047
PF3D7_1122900,2.163,1.5008,3.5664,0.0557,0.19,0.2316,1.2112,1.1025,4.2741,2.3447,1.8874,1.5487,0.3059,2.1341,1.5515,0.9372,1.2639,2.1567,1.1654,1.7295,4.2046,0.5599,0.1366,0.4208
PF3D7_1123000,155.5415,151.2612,146.6573,159.5759,155.0082,134.4257,108.7931,147.8353,163.405,105.3418,109.0736,110.2111,94.6123,200.6677,126.0985,103.4714,95.5915,116.8859,157.7076,129.5074,279.3405,241.3932,187.3133,176.2572
PF3D7_1123100,266.6221,788.9065,226.6729,227.8819,181.1644,156.5543,307.2207,580.5154,364.4392,123.237,243.0625,166.8189,126.5409,723.1223,261.485,127.9376,132.6105,146.1833,451.8011,744.7131,703.0029,380.8839,265.9325,221.6421
