Gene,ES1,ES2,ES3,ET1,ET2,ET3,LS1,LS2,LS3,LT1,LT2,LT3,M1,M2,M3,MT1,MT2,MT3,S1,S2,S3,YR1,YR2,YR3
PF3D7_0532900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0600200,5.6087,1.8672,10.8092,0.94,0.6383,3.1869,1.6123,3.6431,8.0794,0.9888,1.1871,2.8185,0.4932,6.7792,4.6723,1.3645,1.3559,1.9202,1.8,1.5108,7.6896,3.2311,1.944,11.0008
PF3D7_0600300,18.4915,16.8144,45.3807,3.3735,10.9836,28.254,10.9533,30.5067,62.4274,2.2869,9.3803,12.3202,5.7038,33.5131,29.9431,26.9299,8.6014,5.7816,14.946,12.3456,34.8728,3.7021,8.5186,6.5579
PF3D7_0600400,0.1403,0.1401,0.1214,0.4574,0,0.3123,0.0592,0.2954,0.6477,0.083,0,0,0,0.3736,0.2516,0.0535,0,0,0.1041,0.1776,0.985,0.2091,0.2406,1.4818
PF3D7_0600500,7.2901,6.116,6.0565,4.99,13.4765,14.8333,1.4774,5.5255,8.7496,3.797,3.8677,4.5456,0,4.9696,7.0594,6.0018,8.8039,7.171,4.5427,2.7072,5.6685,1.0865,5.0002,5.1966
PF3D7_0600600,0.7957,0.3974,1.2051,0,0.1277,0.1265,0.6719,1.8848,2.908,0.2355,0.1649,0.2819,0.2056,2.9665,2.4972,0.1516,0,0.1812,0.4427,2.1827,1.289,0.1482,0,0.1313
PF3D7_0600700,1.1609,1.4493,2.2605,0,0.3726,2.2146,0.4901,3.0553,5.3591,0,0,0.2057,0,2.4732,2.0819,2.655,0,0,1.0765,1.9597,2.1941,0,0,0
PF3D7_0601000,0,0,0,0.2698,0,1.0528,0,0,0,0.392,0,0,0.3422,0,0.8907,0,0.3225,0,0,0,0,0.2468,0.2839,1.0928
PF3D7_0601100,0,0.968,0,45.018,26.4401,30.5058,3.2736,2.0406,3.7284,0,0,3.0904,6.0091,5.1618,7.3867,15.885,6.6076,5.2966,2.5165,0.818,0,39.3638,34.4856,38.3829
PF3D7_0601200,30.9342,31.6742,140.3772,62.0653,1037.3522,1680.1778,32.4865,33.9329,116.9978,62.4653,42.6671,47.5216,12.3563,38.7642,37.759,1342.3462,479.001,454.5854,47.4384,50.0226,52.2165,5.0367,24.5162,26.4228
PF3D7_0601300,0,0,0.3788,8.561,3.9337,5.0102,0,0,0,0,0,0,0.4523,0.4663,0,0,0.8527,0,0,0,0.4727,4.2408,14.2619,7.5121
PF3D7_0601500,0.4884,0.8537,2.0078,0.6965,2.1946,1.2423,1.1342,1.2854,4.7912,2.6018,0.6073,0.3461,0.2524,1.3006,1.5328,0.9308,1.1892,2.1131,1.6305,1.8551,3.4286,0.182,0,0.1612
PF3D7_0601600,4.4456,4.44,2.5649,17.1068,5.5486,8.6373,2.0855,2.08,3.4203,1.4618,1.8426,3.15,0.2552,2.1046,3.9861,1.8827,1.4432,1.1247,2.3818,1.2507,0.2667,1.4724,6.5643,6.8466
PF3D7_0601900,127.4943,85.8,293.4038,1220.7468,994.534,1069.1152,63.4849,61.174,174.6236,199.2376,179.7152,166.4077,89.2238,144.31,101.5588,457.6648,350.9776,329.8249,65.2714,152.0315,135.2052,86.1206,612.9784,549.108
PF3D7_0602000,21.8568,30.2173,38.0051,1.5254,3.28,4.5682,11.1504,24.5533,52.8994,24.8542,36.908,37.7852,3.3982,19.724,18.1911,5.9395,20.3998,32.349,24.9965,25.1511,54.8578,6.6735,1.0845,4.1075
PF3D7_0602100,59.6949,72.3762,143.2293,250.1205,221.6165,193.1194,31.3337,42.8141,112.3346,126.2849,99.0255,82.69,26.3965,68.0951,54.5488,132.9294,140.6966,163.9059,35.2072,150.8626,127.8457,217.4666,259.9372,261.1174
PF3D7_0602200,107.1397,123.2587,219.81,182.6617,222.1056,233.571,55.7864,78.1144,148.0144,193.7903,188.2297,146.8885,13.4134,74.9105,56.11,241.7691,255.1083,261.1612,72.2929,215.6796,101.6866,49.522,154.8135,117.6462
PF3D7_0602300,12.5834,4.7128,23.1407,1.9226,2.5241,1.7503,7.637,2.4837,21.1776,1.8619,10.1052,9.752,0,4.1885,4.9362,2.6979,5.3617,12.1773,11.3767,1.3275,4.6714,0.5861,0,2.0764
PF3D7_0602400,228.8543,139.7469,271.2802,32.2679,113.9532,104.162,40.2555,54.7273,120.2459,283.3389,235.7416,239.6708,4.9148,50.308,37.2906,181.033,189.275,211.7646,88.1263,183.2559,146.9286,10.2211,10.906,24.7493
PF3D7_0602500,81.9192,75.5824,136.9253,106.6786,164.3568,155.4714,37.2873,48.1284,108.6436,137.4198,150.1737,115.4265,31.4412,62.8245,45.4697,170.5698,175.0659,179.7788,58.339,73.09,74.3134,102.0938,97.5262,104.7399
PF3D7_0602600,70.4731,70.4498,106.2898,153.9373,159.0582,134.1816,39.0639,47.5985,82.9146,89.7721,101.2716,100.2867,52.064,60.8461,49.2833,92.4294,95.146,126.5856,48.978,83.2814,67.8393,193.8799,144.4056,173.922
PF3D7_0602700,17.7142,10.4186,25.8906,9.7836,2.7794,1.8773,4.3212,8.0807,11.9629,8.1545,14.1949,7.531,1.2203,10.4824,4.2355,4.5012,9.2012,8.4256,9.7826,10.2993,12.3285,17.0144,5.7375,15.3294
PF3D7_0602800,11.8959,9.3044,27.5355,29.665,11.5916,15.4015,6.2932,13.1265,25.0309,14.5905,13.9009,10.4601,3.7025,11.9077,6.6825,10.3794,19.1234,22.8445,6.9109,9.6772,15.1687,40.1594,32.8095,30.5554
PF3D7_0602900,109.9833,128.3131,66.3992,61.6223,22.8529,25.0952,126.196,132.1957,113.8132,42.1442,61.7728,73.139,18.5375,88.1923,54.3182,21.9858,32.2554,39.4657,184.8794,73.0256,77.6441,98.723,59.7486,69.3135
PF3D7_0603000,90.4813,71.0987,78.928,69.2749,49.8001,50.1197,72.4823,73.7457,92.7111,51.4152,63.1177,74.4925,14.0725,70.5514,39.7778,34.9196,48.4317,49.6153,118.094,34.4821,86.016,78.8834,87.2176,68.0284
PF3D7_0603100,95.7606,98.7788,125.4274,3.3141,3.0852,5.7598,31.6885,48.6524,102.5467,97.1606,131.0263,130.0724,3.8205,47.2584,25.1949,14.797,60.855,91.2595,78.3061,76.6086,72.4713,6.1994,1.7435,5.3688
PF3D7_0603200,260.5393,236.8295,430.9909,18.7881,76.9575,89.2038,77.5765,127.5204,302.9241,415.6874,415.6356,300.0991,13.5619,126.9497,78.5581,203.4768,344.0833,349.7286,137.8844,261.2077,233.6758,17.0498,19.768,25.8707
PF3D7_0603300,128.5894,86.8061,152.9046,130.7181,277.7553,285.8553,42.0586,70.1624,103.8726,229.7574,202.5441,145.2157,11.9455,76.4644,50.0345,332.041,328.4482,292.9922,58.7592,69.0198,90.4734,44.1374,142.9193,103.9013
PF3D7_0603400,50.5339,45.3744,45.0025,78.826,98.8801,77.1968,15.5811,19.7927,35.5985,81.8259,61.5904,61.2127,6.2835,29.8538,23.2504,64.31,64.6682,80.4662,36.5022,46.3667,50.045,32.033,44.2251,59.5574
PF3D7_0603500,264.0882,256.1702,268.802,1.6762,6.0939,6.9422,72.2834,110.7699,218.7611,152.0894,226.6584,241.2759,9.4833,91.3488,60.2968,17.2487,54.3989,71.626,147.3122,250.6663,164.0463,14.5036,3.6629,11.2793
PF3D7_0603600,13.9921,22.4349,31.4026,1.8202,2.6781,1.6347,4.4484,12.6887,29.3441,13.0706,18.3067,19.5299,1.1323,10.9982,7.5954,2.8914,4.6792,7.0629,7.6597,20.8084,28.4918,0.848,1.1201,2.9208
PF3D7_0603700,58.0864,35.5183,147.2874,1.242,4.5654,7.6453,20.5917,23.5321,104.6225,65.1499,71.5955,63.8367,1.5749,19.4812,20.3469,21.6878,48.1599,73.8818,41.3312,46.1659,68.2168,0.2524,1.7423,4.3592
PF3D7_0603800,147.1769,179.6816,103.717,2.2935,4.7789,4.503,67.3132,94.8625,126.6438,44.1184,83.5063,114.3202,6.802,81.2357,37.6921,10.9702,18.4368,24.1469,133.9994,112.6453,173.7002,8.9988,2.6856,7.4909
PF3D7_0603900,77.9315,70.1742,138.8307,1.0134,0.2661,1.5815,22.2268,52.5835,98.8658,6.1336,23.8823,35.0996,3.8551,54.7504,28.6193,3.318,6.8632,4.5306,47.2026,49.6801,83.0427,2.3168,1.5993,3.0096
PF3D7_0604000,8.1567,4.3739,16.9601,0.1784,4.6382,4.177,3.1895,4.034,9.6027,11.9233,10.2105,9.0766,0.5091,3.7318,2.896,9.4311,17.7006,20.9909,5.6041,7.6234,11.3509,0.5711,0.4693,0.542
PF3D7_0604100,504.655,403.3512,201.0685,3.8691,2.4382,3.5079,241.8562,399.3448,342.1987,12.472,134.5737,294.1386,32.4754,251.6196,121.7177,2.2406,4.6243,4.5305,617.6041,183.4609,535.136,24.1954,7.754,14.3264
PF3D7_0604200,8.0394,11.8694,19.9646,0.5697,4.2629,4.8896,2.6564,6.2554,15.0596,18.6191,19.1239,20.0613,2.1671,4.0954,5.9547,15.4544,23.1488,30.8809,7.2603,10.9153,15.4768,1.8234,0.8991,2.9992
PF3D7_0604300,91.2359,97.9822,65.6055,33.2934,54.7717,48.8163,35.0088,53.922,70.1932,111.8501,125.8856,101.3677,8.8423,47.8839,31.987,75.5212,95.8992,109.4427,91.0165,75.2733,99.3109,34.2195,22.9399,34.6834
PF3D7_0604400,0.7807,0,1.689,1.9084,0,0.9928,0.3296,2.8764,6.3065,5.5446,0.3236,2.4892,1.6134,2.4946,4.1999,2.0829,3.0413,1.0666,1.1583,2.6355,1.6862,1.1635,1.004,0.5153
PF3D7_0604500,448.5569,668.9135,542.8712,526.5464,510.3127,374.7845,323.9104,483.495,492.4839,448.2768,389.1502,441.0141,1335.6762,824.9644,1326.2515,342.6768,347.3613,440.0619,320.6776,824.3828,1059.9093,844.3264,498.8996,578.3631
PF3D7_0604600,11.2857,10.529,14.1529,0.4405,3.2099,3.2228,5.5352,5.6201,13.57,20.7986,21.0077,16.5678,3.7709,9.2856,9.2102,8.0879,19.35,29.729,6.8179,4.3918,19.1212,1.7626,0.4635,1.3381
PF3D7_0604700,264.029,256.5374,266.3034,3.755,15.9944,23.1151,76.8135,112.4717,176.2152,256.7776,279.9901,267.9848,13.0506,108.3474,66.8737,41.7632,124.0004,139.7471,153.4498,253.9526,141.9236,7.8855,6.8774,15.0949
PF3D7_0604800,9.5868,5.7152,26.0471,2.4223,23.708,21.2644,3.3887,4.0681,18.0677,31.5813,25.0119,17.7984,1.3055,3.483,4.6644,31.7815,49.7238,59.091,6.7259,13.6735,14.3662,1.4399,1.5929,3.7769
PF3D7_0604900,57.6697,49.4123,110.3222,2.7207,10.7154,16.2117,31.5245,26.2009,75.1934,149.4644,100.1412,76.7788,10.3502,37.5027,29.9364,62.4719,115.8786,106.1567,33.5493,76.3395,43.924,8.369,1.8216,8.4141
PF3D7_0605000,121.7928,77.4381,239.3029,1.6774,29.729,25.7413,40.5574,45.5063,135.6707,165.6929,135.0898,101.3698,14.8896,50.7948,42.1431,115.5959,150.3588,149.6755,38.9392,161.8618,91.1446,10.7379,2.6473,10.1899
PF3D7_0605100,169.4598,107.9424,120.0313,138.7684,224.5138,197.4037,89.91,131.2111,201.7474,109.3997,132.2263,178.1125,154.9003,135.8013,167.2927,144.9887,116.5108,171.9013,138.4614,35.8879,141.9718,241.3122,131.9837,216.2106
PF3D7_0605200,185.9021,219.6413,175.2572,3.062,2.158,7.6708,53.4386,92.8536,136.1786,170.895,195.7475,162.132,9.1962,89.9487,43.9765,29.8503,80.1258,84.4794,109.8855,254.8792,102.0908,13.4115,3.2216,8.8763
PF3D7_0605300,135.7518,203.0596,164.3374,2.7973,3.0047,7.6396,60.8719,85.087,141.7769,146.8397,177.8543,145.2782,10.3192,101.051,58.2012,19.8641,64.434,77.1699,108.8069,226.9084,105.9935,10.9303,4.9499,8.4451
PF3D7_0605400,106.9591,107.3956,74.2483,0.9322,3.3042,5.0917,48.2975,35.5251,96.3717,50.7794,73.9667,65.6553,7.0924,32.8988,16.924,18.7487,31.1951,42.7181,92.0742,83.0316,70.4179,8.951,5.8847,5.2853
PF3D7_0605500,57.4441,59.8347,43.4356,0.3546,0.6518,1.937,20.5783,23.0587,51.5611,34.6858,55.5556,62.4932,4.6468,21.0136,13.1366,2.7645,12.9975,17.3079,55.0963,54.7264,48.564,4.1078,0.2487,2.3936
PF3D7_0605600,17.6662,12.1682,20.2248,0.4964,0.4266,0.9155,5.331,15.6241,23.306,7.0799,8.9061,5.3367,1.5451,13.6262,12.1655,1.4353,4.207,5.4475,10.7635,6.2164,26.6142,1.6921,0.2849,1.5718
PF3D7_0605700,89.9773,157.1536,141.0632,5.6672,2.7901,5.5277,166.6355,174.7968,168.5477,3.0872,33.5105,20.6356,44.0177,146.3055,123.1579,0.9941,2.1167,3.1672,174.4466,118.1293,145.052,15.5483,5.2175,13.4842
PF3D7_0605800,128.6378,144.6585,188.7053,11.0726,33.5672,29.518,52.4107,75.8539,131.9144,157.8023,149.454,149.0079,208.0917,96.5203,198.0118,81.2,115.7645,150.192,79.4642,172.568,202.342,56.6357,11.0253,25.746
PF3D7_0605900,51.4781,106.8828,49.9094,55.0206,20.725,20.143,414.105,298.4264,104.3639,27.6435,45.2827,44.8929,1831.5678,469.1534,1375.9618,19.2726,19.8762,25.7088,85.1882,93.7499,62.721,346.9981,101.0682,96.3022
PF3D7_0606000,150.7871,204.158,166.0322,315.6844,201.3992,182.3211,245.1873,328.4231,269.8204,51.3824,91.2085,117.749,971.9053,429.2358,771.7827,69.4647,64.2825,76.4351,193.1135,204.2761,231.5297,601.3455,379.1303,450.1149
PF3D7_0606100,289.6822,531.2659,349.7968,446.4927,421.1474,376.6528,191.1469,348.6818,287.902,354.474,372.266,330.0818,129.5827,424.8548,274.8753,336.6569,326.047,362.5802,207.3133,777.9052,297.6072,559.6335,414.5439,454.9054
PF3D7_0606200,268.4019,306.9411,158.926,89.2759,60.0466,65.6706,346.3202,452.9038,268.3262,54.0671,110.3369,142.913,51.5769,361.4565,140.5942,53.2447,66.0383,59.042,391.1127,190.2317,162.8979,113.6932,71.189,111.8867
PF3D7_0606300,11.2396,15.4729,2.366,5.9409,3.5097,4.6357,8.9777,13.1111,22.67,3.2363,3.2736,5.3811,1.5695,8.0891,5.7198,1.621,5.6212,3.5968,20.9573,7.6915,7.2173,9.9605,8.3343,9.8245
PF3D7_0606400,1.2457,2.0735,2.156,3.3835,1.5991,1.5841,0.7012,5.6824,9.9032,2.4576,4.4747,0.8826,0,9.7301,4.8399,1.5826,0.8088,0,5.8525,0.3504,4.9326,4.9509,3.204,7.1256
PF3D7_0606500,120.4188,118.264,187.7214,207.7532,101.2312,106.4211,53.8205,75.3869,122.5937,88.7264,114.2328,101.2734,42.8336,77.3066,66.208,89.7568,87.6873,93.3034,64.5313,143.7027,132.0516,291.3001,318.2646,225.1533
PF3D7_0606600,41.964,52.3116,60.9061,129.5255,141.6365,108.1836,34.1923,57.3796,58.4652,83.9963,61.8393,61.937,81.6049,77.0668,93.3363,69.7329,89.4303,101.6162,27.368,60.6734,68.3128,214.9226,144.5118,160.8452
PF3D7_0606700,256.9921,261.2013,270.4613,277.3202,184.1361,169.4208,117.2048,191.9043,224.6348,186.0912,243.6054,248.9574,48.07,174.1646,113.6024,121.6661,144.8204,173.5558,231.5125,221.5813,252.827,216.5502,277.7317,246.5921
PF3D7_0606800,328.5652,365.7652,234.1359,24.8219,22.9296,20.7774,97.2738,160.4791,228.0709,176.8461,316.3286,322.0874,14.5936,111.2003,67.536,14.8823,55.288,78.9442,218.3682,333.0487,163.8841,45.6063,22.9113,36.8293
PF3D7_0606900,144.0274,83.3501,211.7492,148.0758,199.3922,193.1453,67.1861,57.1522,160.8628,134.5497,172.3333,154.0857,18.391,45.2427,49.215,178.0848,191.9805,205.1472,97.1908,59.8324,72.0371,89.0521,132.9736,125.3683
PF3D7_0607000,826.389,1504.114,1160.0678,1475.7739,1306.9072,1300.4952,445.0037,789.582,909.6484,1220.3436,1279.7792,894.9209,333.3364,1287.4045,663.7386,1401.3545,1285.348,1251.8307,587.8576,2540.9447,1660.2532,1653.906,1879.1781,1433.1051
PF3D7_0607100,6.1564,7.2873,10.6556,0.4645,0.9513,1.3774,3.5619,9.3613,14.4727,2.969,6.1431,2.8274,1.7671,12.5079,4.8045,0.956,1.1103,0.9345,3.8904,5.6771,11.5736,2.039,1.2707,2.4832
PF3D7_0607200,172.7992,125.855,315.7804,2.3654,0.7672,3.2572,53.4914,62.3732,204.6718,142.6974,148.623,143.1281,8.4692,79.6611,50.3697,8.7209,52.5498,73.5604,89.8069,170.7727,151.0245,5.4715,2.6351,6.9874
PF3D7_0607300,68.7965,86.7321,123.1171,3.5448,1.3444,4.0978,27.7535,34.2608,100.4044,68.2765,96.9639,58.7928,1.1654,37.4115,23.8361,8.5973,42.8375,45.3439,36.095,151.3465,73.2526,4.5625,1.7958,3.6156
PF3D7_0607400,72.8972,99.4022,75.5786,41.4279,29.4099,29.5899,32.4808,46.8176,56.843,71.3247,83.3223,77.3196,4.0767,48.5171,29.5856,38.2084,50.4744,52.4297,55.2078,119.7954,44.4463,12.0274,26.3683,32.2539
PF3D7_0607500,199.1954,148.4957,179.1513,23.2606,22.704,20.8336,59.2109,137.7058,183.999,71.5457,119.4461,166.8209,10.2597,114.2165,59.9799,24.1252,55.2387,75.0575,166.0899,62.9532,153.6,12.6708,15.4291,28.9164
PF3D7_0607600,229.2821,209.8143,222.4428,11.6013,10.0239,10.6667,78.0482,202.7366,244.3284,71.9832,130.3248,197.4557,11.5183,168.7498,66.7458,15.5222,37.8351,58.4522,210.3273,152.6677,242.4279,13.4059,8.7526,17.1548
PF3D7_0607700,97.7875,106.1455,66.8201,0.6402,0.1441,0.8325,43.5287,92.1512,103.4392,5.181,45.803,86.9952,6.1076,58.0163,26.4647,0.2281,0.4372,1.397,122.1603,36.1827,199.6158,5.7986,1.7961,3.2346
PF3D7_0607800,48.7054,51.3316,77.4302,2.0831,9.6725,19.7622,41.695,41.7829,65.4207,100.6552,83.9846,56.2471,12.7907,53.7417,52.1153,76.8206,91.8565,100.6083,31.939,78.5804,53.4711,8.8233,3.576,5.9499
PF3D7_0607900,115.2305,88.7,158.8727,29.5893,42.4301,48.9654,50.4065,40.7108,102.4923,141.8571,125.9957,124.1052,13.4754,51.8492,42.134,87.5833,121.7506,133.4166,59.0445,92.6995,101.0112,16.1689,24.6747,28.2705
PF3D7_0608000,131.0248,94.5185,150.0148,85.8982,105.0523,112.6056,34.022,39.2913,94.0768,145.1147,144.4745,123.0482,8.23,51.2334,30.8054,136.5469,145.2505,126.1644,49.4677,106.7617,64.9314,30.3746,74.9803,72.5653
PF3D7_0608100,175.3829,124.9294,261.3283,42.7945,87.9213,70.6485,34.1415,55.835,162.0698,183.9449,172.7847,183.3272,7.0196,59.9042,41.1143,88.7315,116.7988,148.1372,75.3487,174.043,215.6458,18.7892,30.9696,44.3633
PF3D7_0608200,69.2324,52.8144,92.7313,7.0874,30.5935,30.5275,17.6261,19.4106,48.179,74.5393,66.3315,73.7066,3.9545,21.8635,18.0924,59.1409,64.3773,54.5013,34.325,45.8057,48.843,2.8519,7.1587,6.6592
PF3D7_0608300,26.0344,28.9887,48.2372,1.8833,27.6188,17.9803,8.2079,10.2327,35.4052,46.5883,38.6552,36.9904,1.5453,11.5846,9.8127,39.1739,44.3554,59.5587,16.237,41.7656,32.4469,1.2664,1.049,3.0509
PF3D7_0608310,97.4982,85.3616,134.0511,142.0443,188.1525,152.3022,34.2141,31.3243,93.8452,137.6438,150.6237,120.5227,7.6324,43.8329,45.0344,162.4812,191.144,200.6676,79.9978,122.5412,60.6232,56.4583,140.4055,104.6068
PF3D7_0608400,269.2721,290.5438,250.9229,8.2283,17.5926,25.6825,85.2651,114.3982,181.2712,244.1804,267.8601,236.4513,7.9499,91.1663,55.6167,59.7472,133.4661,124.378,187.6253,330.3443,117.3584,15.0498,9.0697,28.2461
PF3D7_0608500,757.5017,414.3604,671.8329,293.9364,404.5286,388.5331,204.4511,203.5795,502.5056,762.7215,728.548,856.781,44.5041,173.7324,143.2167,515.1849,616.6089,620.8168,446.8452,354.3329,336.3968,126.6726,252.5844,221.1231
PF3D7_0608600,176.3305,76.6615,255.559,7.471,16.9706,15.7266,41.0493,52.7469,148.6208,127.7093,122.4872,130.5313,7.0504,52.9162,31.9265,20.1544,43.1925,66.804,66.7478,77.5601,103.1579,11.9169,4.2045,13.3694
PF3D7_0608700,220.6344,299.7195,350.0671,652.3692,980.748,1007.9077,96.6771,126.588,258.6448,665.1373,523.0768,403.9919,71.5004,156.6044,142.6695,1107.9028,963.3615,911.6756,129.9982,499.3514,161.8891,472.8026,559.6783,585.1635
PF3D7_0608800,1134.0364,774.3732,793.8646,247.564,1587.3379,1255.6014,323.0754,384.2583,651.7361,1105.1902,1185.0381,1271.4613,103.8205,364.669,329.1792,1498.9719,971.6613,918.4267,680.6061,832.417,748.8917,55.8923,90.002,157.5204
PF3D7_0608900,61.7054,80.515,56.4335,4.7824,26.684,18.918,27.3943,40.073,59.9536,39.9465,66.2876,67.9803,4.6326,31.6907,17.614,28.9561,31.2786,36.1558,58.2313,57.9955,50.2651,3.9484,3.9137,5.1649
PF3D7_0609000,30.2724,30.4993,25.6565,46.355,77.7369,51.4303,12.645,19.6356,30.0718,49.5664,40.2741,51.2407,6.4051,17.3237,13.529,35.0846,45.2673,57.8373,23.6099,16.9425,51.3828,48.3958,35.6733,59.2165
PF3D7_0609100,107.7975,110.132,60.6465,284.3498,198.45,198.9455,127.9214,114.781,110.2101,126.2605,150.6138,110.1908,36.1007,97.3669,67.2699,133.7884,142.8251,125.0268,154.5825,49.6652,78.3524,281.5451,314.9954,270.791
PF3D7_0609200,49.5154,31.8354,46.4664,49.175,72.5047,59.1317,39.5897,25.411,46.0713,32.9696,34.5047,42.7596,6.2358,26.041,23.3084,75.3734,57.266,55.6685,57.9674,9.4029,34.9252,27.3286,18.5732,36.6649
PF3D7_0609300,36.0444,61.5958,56.3095,1.1443,4.4319,4.3159,12.8463,13.9211,27.7311,24.935,33.566,23.5497,1.4511,19.321,11.1226,16.4147,16.4124,15.7751,25.3497,77.831,45.6244,1.8314,1.0034,2.549
PF3D7_0609400,47.1593,116.9423,118.4711,30.8528,94.963,68.8828,35.8392,55.1767,108.2254,50.8792,102.983,58.0472,7.1008,65.4447,39.3848,72.9263,93.3021,93.5138,47.2784,172.1726,110.5898,8.9365,21.6027,25.5238
PF3D7_0609500,7.9663,24.5248,19.9003,4.8853,2.8466,2.2977,7.0734,24.2938,28.3699,1.6527,9.1227,5.1209,1.3578,22.9189,12.4446,0.1878,0.4799,0.9724,15.7792,20.9328,15.8759,1.7136,2.042,3.3608
PF3D7_0609600,6.7476,4.3991,11.6788,0.0764,0,0.0596,1.1079,3.0583,10.7431,0.4437,3.4183,2.7226,2.7115,2.8948,3.5292,0.3572,0.1825,0.6829,4.797,4.0339,14.7765,0.3492,0.0803,0.7423
PF3D7_0609700,171.3792,316.1875,158.4247,201.2723,125.0968,104.8037,250.1992,479.5821,223.2864,22.0971,53.7083,56.7114,426.1381,541.1578,263.63,74.4823,40.5246,35.0428,241.7583,229.1917,301.1149,455.0678,188.3524,230.7149
PF3D7_0609800,194.7492,134.1219,144.0891,5.7829,3.5916,7.6364,97.6077,131.5996,137.9674,51.2108,91.7504,106.0809,19.3202,125.4508,51.1494,7.3865,18.741,21.3797,200.5574,94.3354,199.8545,37.6298,8.3076,13.872
PF3D7_0609900,28.6187,32.8723,41.2274,14.5709,10.8306,10.283,22.9815,52.4111,59.7827,16.4974,22.7793,20.8682,6.0685,30.1565,18.5871,7.7509,10.927,14.2903,37.551,23.1923,52.6314,42.8172,20.4411,26.931
PF3D7_0610000,137.3402,101.6997,113.082,0.9593,8.8156,15.22,43.0746,49.3634,116.0794,173.7206,148.005,147.9177,6.4877,61.023,34.4801,54.5908,106.0511,112.7589,99.8449,61.1033,77.3383,8.0416,2.5232,5.9569
PF3D7_0610100,236.1836,252.8762,253.9488,257.9326,223.4534,235.1656,105.5524,112.2442,162.1953,269.8674,247.2842,216.857,48.3403,123.1161,94.513,257.7339,230.9113,254.4035,174.4186,284.841,251.2932,371.0282,220.4673,242.5048
PF3D7_0610200,304.5522,427.8507,361.8293,256.635,221.5071,196.2789,103.1212,145.2273,264.5688,278.2578,271.1048,218.8673,42.933,200.759,120.4402,252.3018,265.2786,279.2224,198.021,598.6821,457.0843,217.5614,256.7905,219.3851
PF3D7_0610400,5590.052,16142.9792,4699.2693,81.2583,125.0881,188.4799,5357.9308,8495.621,5501.3815,1807.6669,3938.114,2305.8447,842.2494,12253.0453,3841.1325,521.9156,1317.3167,878.3347,6653.6325,21892.7323,3924.5005,277.9893,106.8702,196.8517
PF3D7_0610500,2987.0298,8650.5149,2421.77,144.4501,136.9049,192.9844,2675.0344,4486.3772,2811.1703,1013.8431,2121.2793,1264.9144,432.005,6353.1467,2025.4384,384.4184,808.9745,507.7544,3453.062,11407.8454,2029.1132,184.1714,166.2811,196.4712
PF3D7_0610600,142.0076,108.8872,127.565,16.4194,67.2859,83.5083,77.1727,85.7309,135.7382,121.6721,140.0898,122.8874,14.0048,79.9733,48.8234,125.5329,172.5295,158.9443,142.803,87.4607,108.2851,18.8591,13.9851,17.9701
PF3D7_0610700,47.0711,56.567,89.4195,239.4965,309.2627,214.378,40.07,50.3578,76.2567,136.3533,138.6327,120.1245,67.2259,49.3225,52.8423,191.0808,208.7179,271.8726,30.6602,111.1083,44.2217,253.2447,286.4381,252.5887
PF3D7_0610800,489.1455,455.9161,710.6923,1304.7385,1211.2825,1311.2759,387.6263,466.2041,504.9555,1137.1016,825.3973,704.3681,454.9735,550.9089,429.5076,1359.3276,1382.6425,1321.9125,291.8905,558.9509,371.7432,1620.7639,1450.6433,1350.0102
PF3D7_0610900,167.1296,225.7368,269.6163,201.5548,227.4507,203.4833,91.7211,164.9169,207.4737,209.6816,167.3253,202.261,175.4841,199.5836,154.1327,154.3978,146.651,221.4955,109.7613,240.3349,265.5405,216.3932,200.3839,208.7828
PF3D7_0611000,64.6887,48.9395,46.9821,1.4363,0.3394,1.5691,21.5814,17.9987,48.5484,34.0095,55.8163,52.3305,1.4571,22.7174,14.5399,2.9561,13.7333,21.5124,51.126,42.9931,36.3578,2.8898,0.7556,1.8614
PF3D7_0611100,258.3324,173.2658,192.0931,1.852,0.4863,1.9268,60.1314,102.0803,151.54,160.5195,217.9162,230.2824,1.5656,75.8513,54.3409,12.1275,39.1042,68.9996,199.5057,91.4323,133.3566,10.7265,1.299,11.0005
PF3D7_0611200,99.246,97.7764,91.8802,2.5077,22.2223,27.517,35.7302,52.8459,87.7501,163.47,138.7133,102.2124,2.385,38.5152,36.9054,95.0091,153.2285,151.0054,61.2101,89.9316,47.9819,6.7366,3.9577,6.8552
PF3D7_0611300,266.4792,120.7541,320.373,6.0959,33.6125,40.1105,64.0218,66.6192,180.9077,273.0762,258.78,236.8099,8.9837,74.0828,54.0228,122.9923,228.0234,169.049,121.1886,96.2423,130.7908,8.7389,3.6403,13.4783
PF3D7_0611400,102.2175,65.793,152.025,72.3791,79.1422,70.7197,34.5807,43.2269,113.7817,105.1415,91.9247,111.0142,18.4928,40.3465,35.5382,82.5238,88.0031,111.9993,65.6467,61.1587,94.2638,68.5643,57.4213,72.0322
PF3D7_0611500,74.1049,31.8661,96.1962,1.1183,1.3213,2.6178,55.9113,61.7585,104.2605,26.3971,33.2747,37.9225,13.117,46.775,59.6771,2.3538,9.3557,23.1231,56.5,6.0807,45.9428,11.5049,0.2941,6.3404
